z (m),u (m/s),V (1/s),T (K),rho (kg/m3),H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO
0.004750000000000001,1.0897136172497952,158.24335940478463,300.000000000718,0.6516888364974419,1.2229098525600449e-08,2.9359731565788823e-15,9.608891684145698e-18,1.0446528421406747e-15,5.645700720775523e-21,3.319635863697221e-14,1.0805622630626592e-17,-2.917384247286862e-16,3.97003183689711e-16,2.183138119768047e-31,-4.674563703523253e-17,-3.09156985775524e-31,-3.717751651445848e-15,0.9999999877707823,4.500298056995754e-15,1.0552048849902985e-16,2.404728914784006e-22,-3.4634625235842494e-16,-2.6247946658591712e-27,-7.130008260799581e-19,8.380326451760178e-16,-2.366744663050847e-21,-3.7140613736775734e-16,1.3261709494939744e-17,1.9349393433028943e-15,-2.150763829907175e-18,2.983213627012456e-15,-1.3346242401785817e-17,9.014451201546328e-19,-8.389765898761997e-18,3.4016216654657383e-16,-1.720908121447226e-17,-6.52680680823129e-17,-3.2341743384657554e-17,6.509990936193179e-38,-1.0090156700726746e-16,4.34741228781866e-17,-4.1873678395378433e-17,-1.120058177764933e-16,-1.0582044997324468e-20,-3.3825551094436025e-17,2.952911920145551e-19,-5.456719959944251e-16,9.606659719388167e-18,-2.6244956841338555e-20,-3.5721522330798453e-19,-3.637736486659141e-24,7.550782470752546e-14,7.139921110419591e-16,1.4259365028546154e-20,3.7257829845528846e-16,-6.6310243821050304e-18,6.115380587280208e-17
0.005,1.0085098279266873,166.57195763857112,300.0000000081719,0.6516888117134556,5.569754454436824e-08,1.1359622275409172e-14,9.370934526226927e-18,1.346075875220349e-14,5.505889653167643e-21,4.2421900850708505e-13,1.124455544693806e-17,-2.9159051962945673e-16,3.9700320710563035e-16,-9.033973541688081e-31,-4.664653067794746e-17,-5.79865352934371e-31,-4.10476443126205e-15,0.9999999443009423,7.255503899017949e-14,1.805043055046978e-15,2.6407559945133716e-22,-3.4397408135755137e-16,2.0734186803750335e-26,-7.080660078752969e-19,8.383026277195092e-16,-2.366328376798707e-21,-7.321024836791095e-17,8.686075359889129e-18,2.0634239043252494e-15,-2.146152673585894e-18,3.2140539488004608e-15,-1.3313934900804277e-17,1.3211789416575369e-18,-8.377546048087322e-18,3.401625197513538e-16,-1.7200938073854232e-17,-6.508393259478467e-17,-2.334235743653533e-17,1.97850909298649e-36,-4.156934567791645e-17,4.356235057642192e-17,-4.187204240406561e-17,-1.1200413732898133e-16,-1.0576156050765569e-20,-3.337126128634852e-17,2.9494302800832893e-19,-5.456719291221514e-16,9.69428292095535e-18,-2.57270586906965e-20,-1.0844745431344002e-19,-3.621133702030175e-24,9.785257824584209e-13,9.478928685604584e-15,1.428377040456798e-20,3.725796989426291e-16,-6.630528730630745e-18,6.11569396813818e-17
0.0052499999999999995,0.9231418618353208,174.9005573160205,300.0000000918556,0.6516887020857483,2.477866255228899e-07,3.888595315261009e-14,9.38755255860888e-18,1.6479760252310074e-13,5.515527004250351e-21,5.186692845552348e-12,1.6619817493035774e-17,-2.8977122543332356e-16,3.9700261693212414e-16,4.070235262873862e-29,-4.6538456514852285e-17,-1.4661371132726146e-30,-4.295949456995647e-15,0.9999997521948653,9.136412510261677e-13,2.8470983240810795e-14,6.633239216444557e-22,-3.0497290118976537e-16,4.181468543912404e-25,-6.272076687981237e-19,8.42802182485244e-16,-2.3639199194346382e-21,4.4943369714722276e-15,5.511344153773679e-18,4.033861362444354e-15,-2.0681079769526777e-18,3.780787934106143e-15,-1.327506551934693e-17,9.067012581456887e-18,-8.152045154089454e-18,3.4016280359146995e-16,-1.713418057825952e-17,-6.355308242678145e-17,8.86523582137794e-17,8.218230874026186e-35,6.939267436288215e-16,4.4820333943682043e-17,-4.1846201356151396e-17,-1.1198340399864728e-16,-1.0569008516694526e-20,-2.573366746726926e-17,2.9473492328887133e-19,-5.456715109823753e-16,1.1076886923235269e-17,-1.7555204376010264e-20,3.816836774591131e-18,-3.365261975136022e-24,1.2047353716984201e-11,1.1992776862833548e-13,1.4799958039897156e-20,3.726096887301284e-16,-6.621358407080901e-18,6.121515401141891e-17
0.005375,0.8788964391163567,179.06485889144855,300.00000042754044,0.6516885182038687,5.69269177750593e-07,7.407016833820446e-14,1.02088435203761e-17,8.216931190973206e-13,5.997880843076722e-21,2.5843716898640168e-11,4.003100673125234e-17,-2.8179099569611616e-16,3.970006155500077e-16,-9.972193073615861e-30,-4.648084162466243e-17,-2.5860865707680557e-30,-3.567110491978294e-15,0.9999994306382715,4.613616261844009e-12,1.7626784935403622e-13,3.022739500402797e-21,-7.87542983902231e-17,2.7405322268494346e-24,-1.5671129126739253e-19,8.692429831472378e-16,-2.3605604267118627e-21,2.922422812257526e-14,4.242452376483466e-18,1.5064869091593912e-14,-1.602313204132089e-18,5.941862717446431e-15,-1.3241525037396655e-17,5.934719120416282e-17,-6.688270721063687e-18,3.4016283141805545e-16,-1.693593906356464e-17,-5.894443871220536e-17,5.846183689884648e-16,7.837879429805403e-34,3.938815482051755e-15,5.1174373979501716e-17,-4.170183267136546e-17,-1.1189220138560389e-16,-1.0563635963063625e-20,1.9533892939816032e-17,2.9560765513529063e-19,-5.456703854151598e-16,1.87820985062694e-17,2.798622965686729e-20,2.5692307393137406e-17,-1.972895110830805e-24,6.03544744481163e-11,6.149814157431822e-13,1.8628334080944704e-20,3.7283319033562684e-16,-6.561662291855549e-18,6.159532394008319e-17
0.0055,0.8336102905654287,183.2291650839707,300.0000022595456,0.6516880583041554,1.3697011207136564e-06,1.4399718610857738e-13,1.4287191652093315e-17,4.681207700033562e-12,8.393595979846017e-21,1.471287959679352e-10,1.7814801825002842e-16,-2.3450472111230113e-16,3.9699200818503034e-16,-2.0051930829244084e-29,-4.641649671229749e-17,-4.6484701575655374e-30,1.5794634521405705e-15,0.999998629769428,2.6626810656051293e-11,1.2701315690820256e-12,2.1328136461875962e-20,1.6695432142308929e-15,2.0752491179541577e-23,3.491866757330585e-18,1.0761325420963952e-15,-2.351837335769024e-21,2.0822598198626303e-13,3.2282358130197556e-18,9.759608227087452e-14,2.09690851260363e-18,2.237572247277664e-14,-1.314574860942422e-17,4.920311871592712e-16,5.908160112250152e-18,3.401627677886942e-16,-1.6116251760971833e-17,-3.964838301702177e-17,3.553925081687672e-15,8.724226317851639e-33,2.329714698831609e-14,9.42363579709569e-17,-4.0625005004464496e-17,-1.1134935929561396e-16,-1.0550451373419227e-20,3.766520341885571e-16,3.039362277978124e-19,-5.456655716072844e-16,7.610703795303066e-17,3.6680350555184096e-19,1.884405498466032e-16,8.257343388278684e-24,3.4562652133457494e-10,3.6125864496988005e-12,5.60907306988333e-20,3.750260932264502e-16,-6.04650738233404e-18,6.488543330721607e-17
0.005625,0.7872838532537891,187.3934839598772,300.00001183695866,0.651686937882203,3.3011818807475106e-06,2.7941536086170855e-13,3.185797090075691e-17,2.638777750827438e-11,1.871850189846293e-20,8.287951108765428e-10,9.58189438243475e-16,3.364575146746442e-17,3.9695624256924304e-16,-3.9519581494062574e-29,-4.6329051948233875e-17,-6.438638194906937e-30,3.0798951186376055e-14,0.9999966958200319,1.519812944568627e-10,9.00516696089288e-12,1.5646070821041173e-19,1.457488633854557e-14,1.5404858717233034e-22,3.051671702548078e-17,2.6222046504049896e-15,-2.3297306576325105e-21,1.4463511580590447e-12,2.4302595874020653e-18,6.875632562657175e-13,3.015221151771705e-17,1.4685217644006522e-13,-1.2757484708939047e-17,4.045911699586278e-15,1.0936977951006904e-16,3.4016275087917837e-16,-1.2859473600460587e-17,3.7974257053807356e-17,2.056791623437249e-14,9.590238730045466e-32,1.338316508674225e-13,3.7325295416882106e-16,-3.295103499567957e-17,-1.0825625973023884e-16,-1.04997889484564e-20,3.0672063911232818e-15,3.6844269130961703e-19,-5.456447689235091e-16,4.835691335653704e-16,2.7750952269474844e-18,1.3452447936609043e-15,8.019439859927163e-23,1.9581617179742483e-09,2.0982616016654893e-11,4.055493195280397e-19,3.955399011105264e-16,-1.8034940130027257e-18,9.20607182427425e-17
0.00575,0.7399180653696829,191.55783760779929,300.0000596554066,0.6516842698267983,7.810253746018444e-06,5.346182262135505e-13,1.0289068923423987e-16,1.4289082879535584e-10,6.050158389877356e-20,4.484969450198921e-09,5.162121418425903e-15,1.4846271813057917e-15,3.9681397379489014e-16,-1.5288470102945675e-28,-4.613694003960864e-17,1.875186398077098e-29,1.8544185187757248e-13,0.9999921734338065,8.331092739206399e-10,6.109196751444555e-11,1.1025282800206133e-18,1.0526070196494097e-13,1.0919782236573096e-21,2.2106720399381923e-16,1.3619698908517342e-14,-2.2762496817707014e-21,9.60312017640356e-12,1.852707343634642e-18,4.703337534601943e-12,2.326599525311207e-16,1.0492069105149165e-12,-1.1044569788913542e-17,3.1811211347413215e-14,9.17681167862105e-16,3.4016396391859675e-16,-4.578430182463942e-19,3.3718892395105087e-16,1.1358482286440648e-13,9.98532548832421e-31,7.360415193018573e-13,2.096150555456729e-15,1.912522225343126e-17,-9.143866126200145e-17,-1.0274772533237693e-20,2.2361001797281726e-14,8.350181133045233e-19,-5.455568146429789e-16,3.241469746704996e-15,1.9075578051972953e-17,9.175055369437633e-15,5.624590297257646e-22,1.065625681734062e-08,1.1700709650188253e-10,3.503480149825077e-18,5.778999942427017e-16,3.1435032481608694e-17,3.055541909936767e-16
0.005875,0.6915149263549484,195.72228799869922,300.00028691345267,0.6516780106760516,1.7974671745139986e-05,1.0019968964755232e-12,3.7605347905597097e-16,7.375698936498331e-10,2.2179412941409366e-19,2.3135214988911287e-08,2.6707523278953085e-14,8.950852482746756e-15,3.962780727865852e-16,-2.2706967927411977e-28,-4.5448225108164074e-17,4.128570851738203e-28,9.616204678264825e-13,0.9999819407067446,4.352392731447867e-09,3.938679658196792e-10,7.35570717731396e-18,7.096231301070492e-13,7.337383200015398e-21,1.4952564255260221e-15,8.780164738103849e-14,-2.1559714117177455e-21,6.059738568841622e-11,1.7957240464767392e-18,3.063476183703804e-11,1.6186117856996016e-15,7.255940133049085e-12,-3.6116225447762934e-18,2.3735092948049994e-13,6.901410572090935e-15,3.40172354024852e-16,4.4671732767853914e-17,1.4391873070766538e-15,5.971146015600646e-13,9.707340215337895e-30,3.855800452531939e-12,1.2198395721827547e-14,3.543909806512763e-16,-4.4897289505195284e-18,-9.289023694539118e-21,1.5355172780065203e-13,4.026315242049248e-18,-5.452011919714873e-16,2.0951040403132715e-14,1.2374742379829972e-16,5.945336532412662e-14,3.632693334254877e-21,5.527454254418667e-08,6.21684053060399e-10,2.950027830661535e-17,2.1124133020533183e-15,2.781140022985589e-16,1.89471684757698e-15
0.006,0.6420787871234085,199.88701662687848,300.00131112873385,0.6516633333728347,4.005322695370753e-05,1.832574144074695e-12,1.3759996668631166e-15,3.6133465244350363e-09,8.220886134884122e-19,1.1326596303519537e-07,1.313048301414631e-13,4.53440423898221e-14,3.9439014897615593e-16,-1.5958067855042298e-28,-4.2477514410126706e-17,5.046175595135811e-27,4.6528567361369305e-12,0.9999595300507678,2.1576470463487507e-08,2.402592209103106e-09,4.6152983204165305e-17,4.513310860826452e-12,4.644407196627311e-20,9.541522940396925e-15,5.602971399492582e-13,-1.9138976043477247e-21,3.618785080460199e-10,4.733983674424261e-18,1.8882425769169817e-10,1.0573843424125441e-14,4.756516305967308e-11,2.7239865072694105e-17,1.672800723973147e-12,4.869059879837531e-14,3.4021266220903248e-16,2.0110615669041222e-16,5.304357981195841e-15,2.9778184691039094e-12,8.739855665898176e-29,1.9164385958584847e-11,6.82182426513291e-14,2.393533041249834e-15,4.2129460513939976e-16,-5.265805817545028e-21,9.958154155731e-13,2.4622245710185804e-17,-5.438507240324253e-16,1.2838897223972936e-13,7.587558480996871e-16,3.6447474023769264e-13,2.2113293510420485e-20,2.7209483509621385e-07,3.1335869367335925e-09,2.3508313666371883e-16,1.4280394658295504e-14,2.0047025575333206e-15,1.3053791303801495e-14
0.006125,0.5916196243458242,204.05258045627372,300.0056698944055,0.6516281836345456,8.615941058015561e-05,3.262543777990403e-12,4.851441062080187e-15,1.67310949173418e-08,3.077254109544143e-18,5.241284800818299e-07,6.101788192364676e-13,2.1265212536493558e-13,3.882708859035077e-16,-2.9956640645969916e-28,-2.9577219024566945e-17,5.385464697324561e-26,2.1218049571331433e-11,0.9999119004563987,1.0107668766082884e-07,1.3804132384111763e-08,2.7046571612859876e-16,2.701229437398318e-11,2.7469378196420625e-19,5.729334303961471e-14,3.3883347614062664e-12,-1.5013116536004662e-21,2.0361134814953235e-09,2.80952815827996e-17,1.0961149925533216e-09,6.493696447636207e-14,2.935122112765494e-10,1.4855108534976467e-16,1.1083286114509014e-11,3.226507797084498e-13,3.4037651365465917e-16,7.157703663851016e-16,1.8167896971750102e-14,1.4031248620199454e-11,7.240071511709932e-28,9.00049697244486e-11,3.606501997054339e-13,1.4054633152479483e-14,2.387374861802714e-15,9.528004208978759e-21,6.076710606275789e-12,1.4944173466721987e-16,-5.391202285268279e-16,7.412397613854218e-13,4.380990618068666e-15,2.104387119140148e-12,1.267707956555753e-19,1.265864767003975e-06,1.4921315315600545e-08,1.7592479372258757e-15,1.047353252584056e-13,1.3342553112637814e-14,8.660564448535522e-14
