mixF,x (m),u (m/s),strain (1/s),T (K),density (kg/m^3),H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO
1.0,0.0,0.3836186636356609,1.2944661129419016e-20,300.0,1.176808598711849,1.9616583081855746e-11,1.3383846203074766e-28,1.235770143867199e-16,0.23195746469394493,3.7786725855683603e-16,2.392593890287555e-13,7.41261123544536e-18,1.631017985410341e-17,-8.468087411850147e-41,-4.2108489171221453e-54,1.4523631634441957e-39,1.1062939978035632e-46,1.9140179640992814e-31,3.0674526329296424e-27,7.0277716239532375e-16,1.0362748498961132e-15,6.416277001457477e-37,7.7518019502534175e-28,7.285494039000221e-46,1.6075803298728778e-42,1.8337000205061438e-30,5.419061982522489e-59,3.401121091472123e-33,7.714542060322441e-37,7.850322242579602e-35,4.1104466535951876e-45,1.812495286707633e-35,4.00767257199825e-47,3.8645360112291127e-32,3.1705785518320656e-34,1.4447418201093968e-30,2.4162715610621825e-35,2.0147771855890878e-23,6.691765428384023e-24,4.666142202047582e-37,3.630927362041879e-17,5.233074471274854e-18,1.1823305685589529e-20,7.3742425767910615e-22,1.5979523772679619e-47,5.1624192576447154e-23,4.9910804484323705e-27,-5.182691054155034e-55,5.530012836436433e-26,2.116568037747069e-25,2.7300686049217526e-23,1.87721168107931e-27,0.7542529753211286,0.01378955996506843,-9.366928524554917e-40,-2.089801278863529e-37,4.5848746256756577e-35,-1.014638942284796e-36
0.9999999999938792,0.0005,0.3815031406679809,4.231071833121511,300.0000000229486,1.176808598711849,1.8609439559244524e-09,-1.63402526875034e-16,-4.0862422221342755e-21,1.3639701062713116e-15,-2.438633901804152e-16,1.9176763700452707e-13,1.654514442632532e-20,2.118933145325281e-18,9.271612257945116e-16,2.3131362967825435e-15,2.0180496313978307e-17,-9.171931035989803e-16,-4.0158885989672163e-16,0.9999999981381269,4.997931744157297e-14,2.970565688405798e-15,-2.929607320076599e-17,-2.0402160201600037e-18,-3.268188816150814e-25,2.789841872298147e-19,-1.93604111934622e-16,-7.318453721514188e-16,4.80080450150953e-16,-9.335139957930616e-18,5.719490125174281e-16,-5.8947656380997214e-18,1.0434080663850255e-16,4.345450578996016e-19,-4.049205566131523e-17,-1.1199586868746261e-17,-6.523074146010782e-17,1.768701744287303e-15,-1.1733842881487803e-17,1.7510005982372832e-17,2.6633302240895553e-39,1.2494099595448572e-15,-1.6037849070244457e-19,-1.4281720114776652e-15,-1.441519599589707e-16,-2.206607893453124e-21,1.6262456126044834e-15,4.798903114964773e-19,2.7255178571728726e-21,-1.8813203999893584e-16,-5.304987714244403e-15,5.890289720204342e-18,-9.977804221647281e-19,6.659071761806662e-13,9.56609711648463e-15,-3.475448750754896e-21,7.553674516584664e-15,-4.2084588695314416e-18,9.02822751675343e-16
0.9999999999340359,0.001,0.37515657898050714,8.462143691431043,300.00000022329476,1.176808598711849,6.7014185272977156e-09,-5.258974934309874e-18,1.8092234327923343e-22,1.3223286428168398e-14,-1.089893163521901e-18,1.822748918146567e-12,1.3016951694423523e-19,2.292052341648829e-18,9.27160874103115e-16,8.581209241215086e-22,1.9958009590045236e-17,-4.647099935708138e-22,-3.7500131010857824e-15,0.9999999932897472,4.818745680787403e-13,3.620789993957668e-14,-2.929520912169397e-17,4.215762387687786e-18,-2.983193832716706e-25,2.8099836932075895e-19,-1.9211367749314362e-16,-7.309101785467898e-16,5.709160555628362e-15,-2.54589246719443e-18,7.045212344799923e-15,-5.857509428864432e-18,1.4181650598503791e-15,4.355624932071943e-19,-3.7683407703025414e-17,-1.0764246036103852e-17,-6.52307198219075e-17,1.7687012623712509e-15,-1.1702180407838992e-17,1.722615704290259e-16,2.5711002822603374e-38,2.0943217713187184e-15,7.4078911829881e-19,-1.4281342549594603e-15,-1.4414580916623923e-16,-2.206843843372899e-21,1.643464738106124e-15,4.80119623461457e-19,2.7255195065834048e-21,-1.862533357986049e-16,-5.304969029415224e-15,1.4687921730048327e-17,-9.977797986666085e-19,6.3689359509899965e-12,9.396865249953312e-14,-2.977690694375207e-21,7.55368890303934e-15,-4.205017953947156e-18,9.028274742449428e-16
0.999999999357679,0.0015,0.3645790601002783,12.693215727525406,300.0000019483934,1.176808598711849,2.4062950923783323e-08,5.465828767668157e-17,7.703225967490218e-21,1.254723525213167e-13,-4.797714959057814e-21,1.7251258400904032e-11,1.210846982118419e-18,3.704285796321031e-18,9.271583884872773e-16,3.14617521439304e-28,1.973404378853524e-17,-2.3188800104743167e-28,-4.6302805424676215e-15,0.9999999758529391,4.625403120634579e-12,4.388508741913512e-13,-2.929341274936473e-17,8.355617631913702e-17,8.137718382219572e-26,3.075657920148091e-19,-1.7296350054855915e-16,-7.275319940323071e-16,6.758453906733357e-14,-6.865140514530245e-19,1.9979403825081107e-14,-5.370635104699487e-18,4.3187975963121206e-15,4.436807848905259e-19,2.2138826359260406e-18,-4.580129237317688e-18,-6.523049921830519e-17,1.768698503792572e-15,-1.1495334730014565e-17,1.6669607467134542e-15,9.671703200401651e-36,1.022408453755856e-14,1.0681269861505219e-17,-1.427673655536983e-15,-1.4408678990464432e-16,-2.1432364242813677e-21,1.866647754856585e-15,4.826785114169339e-19,2.7255181753330447e-21,-1.6336838495912924e-16,-5.3047418059932634e-15,1.2185400918153447e-16,-9.977784040717883e-19,6.06454435589479e-11,9.191816105748103e-13,4.449926008306659e-21,7.55392409865242e-15,-4.1557736626686196e-18,9.028950270798391e-16
0.999999993946988,0.002,0.3497708566801236,16.924288921310772,300.0000164326071,1.176808598711849,8.55871896713115e-08,2.1062912330157172e-16,6.361430664833218e-20,1.1721087948997526e-12,1.6584299769216864e-23,1.6100456322508212e-10,1.1333788003791807e-17,1.6989154225678955e-17,9.271416087763576e-16,8.412101716064974e-31,1.9506595605248425e-17,8.029421783996026e-32,-4.37810932925163e-15,0.9999999136221224,4.378533026338899e-11,5.24209451583124e-12,-2.927916515868969e-17,1.0743589286203126e-15,4.854326503481649e-24,6.415601149449716e-19,6.932859303100041e-17,-7.156367685067446e-16,7.885370406779067e-13,-1.8157127812635336e-19,1.7609520302986982e-13,8.875167007342506e-19,2.962939830084011e-14,5.074850886786317e-19,5.601994842145052e-16,8.190818321610307e-17,-6.52289157921101e-17,1.7686818936649472e-15,-1.0162987363045174e-17,1.5888514179810164e-14,3.4651656265166402e-34,8.728279511210325e-14,1.1867270170266184e-16,-1.4221344496325944e-15,-1.43528629496142e-16,-1.5517906908759927e-21,4.7149892756679986e-15,5.151509425068555e-19,2.725502329128599e-21,1.1114213318970092e-16,-5.30201775337273e-15,1.4073367778558525e-15,-9.97767807446402e-19,5.695121305243456e-10,8.866887380251908e-12,1.2256784041793655e-19,7.557698603645709e-15,-3.464778092658069e-18,9.03845656138437e-16
0.9999999449961007,0.0025,0.33073286420978587,21.1553693266953,300.00013369228424,1.176808598711849,2.991988684175083e-07,6.18832514261706e-16,4.749515761206561e-19,1.0685547438855194e-11,2.751462607560967e-22,1.4666979496149607e-09,1.0376610594255272e-16,1.388217894489158e-16,9.27032188846517e-16,1.1487127252772793e-30,1.9278521499574584e-17,9.441208082963438e-32,4.950321338102186e-15,0.9999996935420927,4.0454993386182355e-10,6.106126180126027e-11,-2.9105713713712535e-17,1.3126578988449966e-14,6.310906155082371e-23,4.721103396696159e-18,3.0552707244086473e-15,-6.766887154969591e-16,8.972110109561805e-12,-4.638533252359814e-20,2.011427110563788e-12,7.922980229508964e-17,3.377026602028521e-13,9.96566687146201e-19,8.159647166857033e-15,1.259829997850815e-15,-6.521821469148491e-17,1.768582767245232e-15,-1.7852732981243397e-18,1.477876240224481e-13,9.333754349070554e-33,7.992700473972147e-13,1.2618373857104557e-15,-1.3572322228314637e-15,-1.383826474248798e-16,3.175832040859682e-21,4.012192967663761e-14,9.208956713026377e-19,2.725384436565607e-21,3.3188626058095965e-15,-5.270192050952535e-15,1.642850256194701e-14,-9.976473392168192e-19,5.2202016170651566e-09,8.347793591890593e-11,1.9608283811233076e-18,7.616641364626734e-15,5.97459953854353e-18,9.168701668936957e-16
0.9999995235742968,0.003,0.3074680428156504,25.38649400206528,300.00103767128286,1.176808598711849,1.0194102695019937e-06,1.6697088831716731e-15,3.4064115305799684e-18,9.40324867397675e-11,1.9746382084621714e-21,1.2897493799368125e-08,9.172076822635017e-16,1.2156913915567125e-15,9.263542765747196e-16,1.9963957833879403e-30,1.9096501524783087e-17,3.8885209933841656e-31,9.126870778595001e-14,0.9999989162245772,3.607790418157473e-09,6.856636161682035e-10,-2.7011662697434865e-17,1.5426590470388583e-13,7.467790305122423e-22,5.26831477877327e-17,3.8479898042870176e-14,-5.684890073094198e-16,9.842300356642169e-11,-3.2647862502004628e-21,2.2786110556325335e-11,1.0232921700399683e-15,4.061225246875012e-12,4.6131092019104455e-18,1.0776466422383e-13,1.6698704288893353e-14,-6.51496505876461e-17,1.7680122040058831e-15,4.9094155207921564e-17,1.3267690163356103e-12,2.2285203839994997e-31,7.139433839324763e-12,1.2917957796547468e-14,-6.250068838497138e-16,-9.265739405576957e-17,3.788445531259679e-20,4.638171339274374e-13,5.8048251380688024e-18,2.7245810178035026e-21,3.940969868319434e-14,-4.912131648308118e-15,1.8543520658873127e-13,-9.962602854674186e-19,4.618682625631796e-08,7.584891327990705e-10,2.949139226735857e-17,8.50200642619653e-15,1.3006156324123732e-16,1.088590007611902e-15
0.999996121127833,0.0035,0.27998664084975333,29.61788831675275,300.00757924271926,1.176808598711849,3.3547078279380953e-06,4.294725635367865e-15,2.3402580560632117e-17,7.890250478409236e-10,1.4040391254672455e-20,1.0814463250904386e-07,7.729828547543547e-15,1.0274602247036704e-14,9.22461364048017e-16,4.2609050433289396e-30,1.936291532088131e-17,7.195685680574451e-30,8.031528631453651e-13,0.9999961007401331,3.067577234889737e-08,7.328386485931843e-09,-3.3696317697899768e-18,1.7248178252418729e-12,8.35006271319622e-21,5.88492269483248e-16,4.378035376209786e-13,-3.532081430136478e-16,1.027818065819054e-09,1.9931396353669122e-19,2.462724843964776e-10,1.1831787045857643e-14,4.6917250466447387e-11,3.0098006593047233e-17,1.3476378793204678e-12,2.088802310966632e-13,-6.474436457572225e-17,1.7649190270397455e-15,3.4404703437386323e-16,1.1355683259807906e-11,4.835981216090304e-30,6.086998615762428e-11,1.2593347292977934e-13,7.226261570053583e-15,2.939842689208611e-16,2.662410066327779e-19,5.281037822917567e-12,6.166025771178203e-17,2.719508734555864e-21,4.2533876698161455e-13,-1.0833513110719037e-15,1.9926691044132983e-12,-9.81076559457619e-19,3.896388611029917e-07,6.569710370022746e-09,4.208659113258438e-16,2.1124904199824863e-14,1.6791096287025355e-15,3.238693238819646e-15
0.9999708051303776,0.004,0.24832666228609435,33.85087384155268,300.05125323124025,1.176808598711849,1.0558544659188342e-05,1.0584042041129572e-14,1.5234948476866636e-16,6.225428525906854e-09,1.047458674616252e-19,8.526536011837321e-07,6.12380354598907e-14,8.175642027627337e-14,9.025041521998822e-16,1.1581175395829709e-29,2.3143724775840286e-17,1.6361640669738273e-28,6.275901038778939e-12,0.9999851059890149,2.4521751011780904e-07,7.34714136523171e-08,2.4069447381256353e-16,1.8082266495988035e-11,8.691692714310336e-20,6.191415406834005e-15,4.6505563089367715e-12,-1.1940842281981687e-16,1.0070224028766675e-08,4.414834287929626e-18,2.4970276426549655e-09,1.276292844616696e-13,5.085669322510184e-10,1.9854021536900204e-16,1.578277862634902e-11,2.4463399694448313e-12,-6.261525221848718e-17,1.749587575004903e-15,1.9543965954420163e-15,9.136926864482559e-11,9.45560218553663e-29,4.879610905341009e-10,1.1525653574037822e-12,8.604121445077572e-14,3.359813881254599e-15,1.5391807818423304e-18,5.653601664484084e-11,6.591994791117045e-16,2.690714752501522e-21,4.2889801673507505e-12,3.724746038250802e-14,2.0085377520644795e-11,-8.270724428261006e-19,3.0906253099674623e-06,5.3487949909537225e-08,5.62073182838133e-15,1.8931795687542024e-13,1.9761258561907125e-14,2.841713667313015e-14
0.9998010305154708,0.0045000000000000005,0.21263242059698112,38.092466092314034,300.31443616462155,1.176808598711849,3.1436391361208945e-05,2.4875148016103232e-14,9.277356448121148e-16,4.5430485257882764e-08,1.1519698409019086e-18,6.2178134824336305e-06,4.4845001675123844e-13,6.017130250574426e-13,8.170178646265531e-16,5.918360674397226e-29,5.1696119687275615e-17,3.506023167491287e-27,4.5048848732807935e-11,0.9999366087458426,1.812678707502573e-06,6.79034048360349e-07,2.4898352102616832e-15,1.7465854454408193e-10,8.187350306927513e-19,6.00498872069262e-14,4.5492091237381715e-11,-1.6232077201511223e-17,9.098087406843103e-08,8.393905217314083e-17,2.3336868209704496e-08,1.267491155615918e-12,5.077728579528642e-09,1.2296680286870178e-15,1.7008922393993885e-10,2.6363954010817223e-11,-5.333356552910456e-17,1.6832683151038945e-15,1.0103947936331107e-14,6.79752429060237e-10,1.6330319821146086e-27,3.6171614167296576e-09,9.735485600666651e-12,8.13456536594174e-13,2.5754405719713283e-14,6.908591240175533e-18,5.576499561682874e-10,6.526104823238648e-15,2.551456211387833e-21,3.9852149864690394e-11,3.900658747818168e-13,1.8662100215932504e-10,5.57080371733062e-19,2.2672367279773847e-05,4.025844148965526e-07,6.898783184005692e-14,2.244816241348565e-12,2.13447095216829e-13,2.9912187840181446e-13
