z (m),u (m/s),V (1/s),T (K),rho (kg/m3),H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO
0.004750000000000001,0.945791738888988,140.08561687560055,300.0000000092116,0.6516888106831178,5.7501958619043614e-08,1.0228843972948968e-14,-2.2983890507861233e-19,1.2704790503970164e-14,-1.3505273397264308e-22,4.848635008147898e-13,-1.8260464977734487e-20,-2.5760344658891572e-17,-1.796394788702204e-16,2.9842410109886667e-31,5.220585867119838e-18,-4.721597679916185e-33,3.992422744844522e-15,0.9999999424963182,8.349267664098045e-14,2.185903665240472e-15,6.074303230823871e-23,-1.4164970633962076e-16,2.6912559202291344e-26,9.86294191600791e-20,3.1850188666209685e-16,-9.263705915274765e-22,5.412998092073308e-18,1.4413905069170347e-18,3.2973859056477823e-16,-5.399273054375582e-20,2.3880746266783907e-17,-2.2652312475686313e-19,4.80318410827484e-19,-5.742894454528e-17,-1.9277422192194006e-16,-1.7371990193088712e-17,1.5858277594438797e-17,4.621658075063067e-17,1.9973098609195976e-36,-6.73851853893849e-17,-8.449985647841466e-20,-1.424339694566476e-17,-3.218311251917777e-17,1.7098487979683357e-20,6.499466406477651e-17,1.1588054620113208e-20,4.575423007134026e-17,-2.7717033217975715e-17,-4.888512099794425e-21,3.463857772420855e-19,-2.7241358262793826e-24,1.115025016249304e-12,1.0843060201764692e-14,5.238623445613444e-22,-1.5315958850375473e-16,-3.074950981371503e-20,-8.937906760741597e-17
0.005,0.8739058395119591,147.45854548071142,300.0000000957888,0.6516887096408523,2.3451300896396373e-07,3.119824108203388e-14,3.128928545318381e-20,1.4350743270709136e-13,1.8341088446183495e-23,5.475802940062037e-12,4.3758081821091896e-18,-2.420324247701628e-17,-1.7963918731280096e-16,5.8941259159756316e-31,5.208022552367593e-18,-1.4847602031087737e-32,4.229609822519978e-15,0.9999997654675443,9.580078582683064e-13,3.1849370487707e-14,5.171826248227901e-22,-1.0522422008829144e-16,4.144615919500131e-25,1.678356742471859e-19,3.229745834074637e-16,-9.253031085693934e-22,5.416786070668063e-15,8.978626473883164e-19,2.448228722785816e-15,2.981016342078594e-20,3.775351353233715e-16,-2.209551198391578e-19,8.256065417586491e-18,-5.715626049929092e-17,-1.9277416832334866e-16,-1.7332579236821756e-17,1.7145214394868427e-17,1.9132033290864919e-16,6.925031717875968e-35,8.071975300307714e-16,1.286445323241678e-18,-1.421459671723322e-17,-3.216163998173195e-17,1.709797363709218e-20,7.497347264428616e-17,1.1814236733777432e-20,4.5754202754272493e-17,-2.6019456438300828e-17,5.4111621140536985e-21,5.296791287817009e-18,-2.5867683454110127e-24,1.2666515665899182e-11,1.2666015369676815e-13,1.0711006108654822e-21,-1.5312929990054822e-16,-2.123053071778531e-20,-8.93301422481373e-17
0.0052499999999999995,0.7983338490671802,154.83147890020018,300.0000009498254,0.6516883081751108,9.359566696254686e-07,9.335816271367875e-14,2.0057760700636754e-18,1.542494894659414e-12,1.1782898323035898e-21,5.881609652773308e-11,5.1588675066649214e-17,-7.3967942396812e-18,-1.7963704723308917e-16,-4.137725256151124e-29,5.196225706945132e-18,-9.474696901680758e-33,6.4169525644005026e-15,0.9999990638335541,1.0440286094759323e-11,4.3911594335711635e-13,7.019484348031616e-21,4.185851726811079e-16,6.012499722726696e-24,1.1668226917863834e-18,3.881496505578759e-16,-9.209068643132156e-22,7.796005425510715e-14,5.3995765169352105e-19,3.1869862362132405e-14,1.2705051618233758e-18,5.642697472443012e-15,-1.7703906987430797e-19,1.3363647735634987e-16,-5.275949107976395e-17,-1.927738759486543e-16,-1.7047505122304588e-17,2.6588385632791313e-17,1.775447104003763e-15,2.239951527124098e-33,1.0318452918763026e-14,1.8407599908087817e-17,-1.3815868659652945e-17,-3.19286764338529e-17,1.7093689087841055e-20,2.2166069698027988e-16,1.5169011406860026e-20,4.5754016255096937e-17,-2.5821058843902885e-18,1.476124642566559e-19,7.364401797566884e-17,-6.466535519058133e-25,1.3690349513625101e-10,1.4067653259447366e-12,1.1169975808116302e-20,-1.5256892865303588e-16,1.3272205778313931e-19,-8.853673007287098e-17
0.005375,0.7591659016070078,158.5179509882918,300.00000397029663,0.6516876963961814,1.9986012839852784e-06,1.6627412774728456e-13,7.577892189406602e-18,6.888539941601548e-12,4.4516643787162036e-21,2.6250311155264817e-10,2.3280621679764176e-16,5.738783015748777e-17,-1.796312549019072e-16,2.467152962500077e-30,5.196754518747773e-18,2.7708903228137884e-31,1.44065059211846e-14,0.999998000458224,4.7154656587098735e-11,2.4187505847578376e-12,3.9673402508639825e-20,3.0814789116840645e-15,3.454358114599582e-23,6.2637497425389505e-18,7.23753136323979e-16,-9.154878506188754e-22,4.2252876670337363e-13,4.029878499959826e-19,1.7651172154996505e-13,7.758244407705249e-18,3.3241192552859444e-14,-3.720067030376336e-20,8.459521092435763e-16,-2.778059755067316e-17,-1.9277324966807665e-16,-1.6296204339550585e-17,5.181218175162339e-17,7.949339581895791e-15,1.7898480600955222e-32,4.725024737273595e-14,9.435115546328653e-17,-1.1861926957831654e-17,-3.1026049863474794e-17,1.708290385919404e-20,9.83433743382716e-16,3.2703938615158516e-20,4.575351532660255e-17,1.1195850592601862e-16,8.425644997690666e-19,4.076637823191071e-16,9.004756846126578e-24,6.141974985894246e-10,6.45525165835824e-12,7.662429345747424e-20,-1.4892701747149412e-16,1.0098788081767321e-18,-8.400322646640624e-17
0.0055,0.7190772085796436,162.20443643785697,300.0000186203719,0.6516862813476887,4.428717283788215e-06,3.013931771186082e-13,2.938091254118606e-17,3.474792045307692e-11,1.7265324902056804e-20,1.3232534121798069e-09,1.181062797467469e-15,3.9773484781849867e-16,-1.79608826825952e-16,4.380703569700948e-30,5.228844420719286e-18,3.9114522440381915e-30,5.5027242568079726e-14,0.9999955665164807,2.408330941079371e-10,1.5343992654687117e-11,2.5986432177689784e-19,2.122045661008613e-14,2.2930231776418934e-22,4.110055091617238e-17,3.037692864308851e-15,-9.029548212799385e-22,2.6237834154826743e-12,3.05706142936973e-19,1.1310611099209917e-12,5.314724851576147e-17,2.2726871286106077e-13,5.863003468507598e-19,6.2377314877211515e-15,1.612934759098183e-16,-1.9277112536361996e-16,-1.351066036144588e-17,1.4647176465553823e-16,4.071757923113368e-14,1.6448235021486121e-31,2.425937187810879e-13,5.492590780873393e-16,9.939663025937554e-19,-2.6261222906296642e-17,1.703743226358544e-20,6.278177897374489e-15,1.5528663378337587e-19,4.5751473165748916e-17,8.636279791736202e-16,5.403168107960461e-18,2.5996593085576063e-15,7.276049176994276e-23,3.1138453560628647e-09,3.354772533572755e-11,6.384835749236984e-19,-1.1757987843934041e-16,7.667555292718323e-18,-4.949799837803243e-17
0.005625,0.6780687297301783,165.8909570451868,300.0000866977369,0.651683068322851,9.820894921691229e-06,5.456974004632667e-13,1.1141101072158807e-16,1.7373340732474846e-10,6.553181345649277e-20,6.611663968751183e-09,5.930930514039403e-15,2.1093019986306367e-15,-1.7952549054196958e-16,8.127695574889037e-30,5.413670646809575e-18,4.554359573728368e-29,2.5370693737476396e-13,0.9999901551594694,1.218812699089404e-09,9.59602293359497e-11,1.6751962534607756e-18,1.392115895908916e-13,1.4974134364140934e-21,2.6847125350287396e-16,1.8271640867674808e-14,-8.749420087356224e-22,1.6059966920062204e-11,2.9995255864248153e-19,7.148257414943501e-12,3.5631986671560687e-16,1.5298607869951492e-12,3.2573752062303977e-18,4.5179559159990073e-14,1.5268694904212413e-15,-1.927637454231585e-16,-3.58113381360331e-18,4.8794825406147235e-16,2.0718254576336939e-13,1.4963511052109208e-30,1.2315763887044986e-12,3.1543150431202837e-15,8.179121667642401e-17,-2.1852896860563354e-18,1.6846471406001594e-20,4.1415730722236875e-14,9.733585222262665e-19,4.574334916823021e-17,5.575634506493459e-15,3.39923234593526e-17,1.6340669521906733e-14,4.743688595032096e-22,1.5645491124055757e-08,1.726910137370556e-10,5.23645725162268e-18,1.3964852039399042e-16,5.58792392888198e-17,2.0108278813693812e-16
0.00575,0.6361424513892703,169.5775723790172,300.0003888804536,0.6516758431995128,2.141069121500275e-05,9.761725974486547e-13,4.075064804471507e-16,8.354868278486753e-10,2.4051361417175782e-19,3.177505860474505e-08,2.8636077154501694e-14,1.032327355981006e-14,-1.7923143341061436e-16,1.4659758272422833e-30,6.297894906370336e-18,4.9565273283470665e-28,1.1831468306040027e-12,0.9999784735769933,5.9312390706938185e-09,5.746923558078729e-10,1.0306787176169587e-17,8.696782909803623e-13,9.338666670268395e-21,1.6807934844399892e-15,1.1371361824339602e-13,-8.165933518814247e-22,9.416138382040893e-11,8.19475535022089e-19,4.3258648643765354e-11,2.2831095633348355e-15,9.850511228808293e-12,1.4204640577405132e-17,3.1261402693789684e-13,1.0905009503774717e-14,-1.927378701290905e-16,3.0361941964570414e-17,1.6690126330121664e-15,1.0140975876220361e-12,1.2934875197930867e-29,6.009412131699308e-12,1.7370026250053506e-14,5.652350135076883e-16,1.138967874382211e-16,1.607529502667724e-20,2.633034449508956e-13,6.167346536650524e-18,4.571236888798556e-17,3.3697884699860154e-14,2.046184447202625e-16,9.834992252237094e-14,2.880158530626863e-21,7.560260300087996e-08,8.544888066865665e-10,4.098007798073908e-17,2.1447074269758707e-15,3.877938978619395e-16,1.931333731035913e-15
0.005875,0.5933026154790205,173.26445401973604,300.0016658972149,0.6516595053412322,4.549748680080186e-05,1.7144420778590707e-12,1.430169899346463e-15,3.8323540934673514e-09,8.562071748108345e-19,1.4565871226719788e-07,1.318526327139898e-13,4.781283109867593e-14,-1.7825757402927585e-16,5.08250117293336e-29,1.0219206750486719e-17,5.066058245368412e-27,5.322894033027533e-12,0.9999539688795516,2.7525262422237643e-08,3.271374678277505e-09,5.997985922945949e-17,5.157374996922948e-12,5.512140783503589e-20,9.998301760136613e-15,6.805851680008909e-13,-7.080536751287849e-22,5.248985033347653e-10,4.980471645800574e-18,2.487944909086825e-10,1.3890219830585571e-14,6.022837634444238e-11,5.697846896325428e-17,2.05217656629009e-12,7.190630859020237e-14,-1.9264811075784763e-16,1.4131642661579453e-16,5.5743573888810834e-15,4.7334885106973624e-12,1.0470365783488823e-28,2.7959321629814984e-11,9.102596306197644e-14,3.308873381770703e-15,6.461051041193232e-16,1.3164960854960563e-20,1.5915470863357414e-12,3.7417461213822094e-17,4.560085935798393e-17,1.9289589327348325e-13,1.1705204867563703e-15,5.625983279550938e-13,1.653805222288211e-20,3.4843082537007947e-07,4.030818099363887e-09,3.0386803773097295e-16,1.693123600336604e-14,2.551473977808245e-15,1.3246734192618051e-14
0.006,0.5495588331894484,176.95212331594738,300.00678456707897,0.6516215579816166,9.380578215137074e-05,2.945120234859538e-12,4.799675766655149e-15,1.6691547961645838e-08,3.0623328482597714e-18,6.340093275624516e-07,5.763323275291446e-13,2.099152010725666e-13,-1.7527680847463922e-16,2.3704555069949915e-28,2.6612018355008282e-17,4.823113269700082e-26,2.2803333626080426e-11,0.9999038572566756,1.2126371007180259e-07,1.761973996381986e-08,3.279330623173835e-16,2.8918159765189173e-11,3.0556565708143585e-19,5.6241781746293217e-14,3.858783073900506e-12,-5.375713210891523e-22,2.7693954816135937e-09,3.340286147710064e-17,1.353690912040347e-09,7.988004641698727e-14,3.48084217703133e-10,2.1573687769675944e-16,1.2722079609489073e-11,4.460677152260184e-13,-1.9234529987854901e-16,4.870514128771829e-16,1.7880847070310186e-14,2.097290689656416e-11,7.871966585051907e-28,1.234832462176398e-10,4.519046156216393e-13,1.801513394212284e-14,2.9572156979935764e-15,3.197353045659308e-21,9.096236202363329e-12,2.147842537427477e-16,4.522797692506086e-17,1.0440995948247042e-12,6.335028514253251e-15,3.0448527324907827e-12,8.972706818902943e-20,1.524629311882287e-06,1.804538415238989e-08,2.124781009763169e-15,1.1962409928001932e-13,1.5844587432344057e-14,8.302220005776328e-14
0.006125,0.504934334705328,180.64221423107168,300.0261619883703,0.6515291677577671,0.00018710217232485604,4.936410239039111e-12,1.535482259574676e-14,6.874311514962113e-08,1.2671831153409716e-17,2.609509590024717e-06,2.3813140179840895e-12,8.710372139298668e-13,-1.6703822710370571e-16,1.3869074185788277e-27,9.121938360005409e-17,4.240698038290254e-25,9.246495425696883e-11,0.9998032174398536,5.050459474325177e-07,8.938456465001738e-08,1.6717910891370894e-15,1.5262026944068552e-10,1.574693872376576e-18,2.9776611946827235e-13,2.0596077930803068e-11,-3.2761554072831754e-22,1.3767006799482157e-08,2.1070795180408828e-16,6.936164679087502e-09,4.321938955413989e-13,1.8926485990423515e-09,7.732564083769906e-16,7.412181590417123e-11,2.5991670634054498e-12,-1.9136494958507547e-16,1.510424975586523e-15,5.470560914042837e-14,8.783858425909437e-11,5.463291758711332e-27,5.155451655189634e-10,2.1160843497807237e-12,9.210639772552655e-14,1.2419867728233964e-14,-2.6565181625043866e-20,4.892060701886435e-11,1.1593662694779597e-15,4.409260690582092e-17,5.3220407735935234e-12,3.229057995180215e-14,1.5520054685067578e-11,4.582505758265016e-19,6.307732462426211e-06,7.634814540756843e-08,1.3940402551852419e-14,7.877361368813655e-13,9.239309563204267e-14,4.866593174662169e-13
