z (m),u (m/s),V (1/s),T (K),rho (kg/m3),H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO
0.004750000000000001,0.8979178748870857,134.01196745232684,300.00000002280666,0.6516887874461879,9.823276136090374e-08,1.5065480861644335e-14,-1.2644732745774303e-18,3.04237786157217e-14,-7.429489438500639e-22,1.2461143515684087e-12,1.0039986549133308e-18,-6.3271512035435276e-18,-1.138530763618204e-16,-5.9473453249254565e-31,-1.4168089320243614e-17,1.4740971861292975e-31,2.583489736918385e-15,0.9999999017628326,2.1589277791042235e-13,6.2736715790163336e-15,1.5175377197880254e-19,-1.2602376608998426e-16,6.016741956679076e-26,-5.862480076335063e-19,-9.991565709841831e-16,-2.5382155825545206e-22,3.97444484504148e-16,-1.080519727331074e-18,-6.139667066048532e-16,2.5704701001310963e-19,6.84405036633765e-17,3.6901057064167115e-18,1.4094893090416438e-18,1.3479913166676564e-16,-7.577920565693833e-16,4.052257267915522e-18,-3.008020364226971e-17,3.9136037421493676e-17,7.561422055197494e-36,-1.8566207286739233e-16,4.00741765301821e-18,-3.523952533334406e-17,6.656258915531686e-17,1.8068554144799366e-20,2.795234407226166e-16,8.06265871562477e-20,-5.41926585473192e-30,-3.8354933540298624e-17,2.5536159022732027e-20,1.1185040612416734e-18,-7.870822317071277e-25,2.8631158434092976e-12,2.8182033185360937e-14,-2.7587340697174572e-21,1.980626861787203e-16,-3.479991520485128e-16,2.0326653920358083e-16
0.005,0.8291487926385469,141.06523111285918,300.0000002261963,0.6516886235522181,3.8512019754456296e-07,4.356513353932781e-14,-7.166769665547152e-19,3.2757707171153437e-13,-4.211476055526347e-22,1.3404352041732267e-11,1.0861279934814687e-17,-2.8491201145148396e-18,-1.1385268291326912e-16,-1.8435038558969264e-30,-1.4130983307867815e-17,3.988307406128845e-31,3.1079860752456254e-15,0.9999996148322441,2.3524471150147463e-12,8.703704865561878e-14,1.5298334931598299e-19,-3.1179617002230744e-17,1.0794915057636235e-24,-4.0973934063268563e-19,-9.871708201902854e-16,-2.5329321687038174e-22,1.534383114721454e-14,-6.606253416288964e-19,5.117428170169998e-15,4.912993365763005e-19,1.0315331876400883e-15,3.703742309261238e-18,2.30363310373872e-17,1.3561016775187911e-16,-7.577916632231101e-16,4.1187465490531036e-18,-2.7511255814770538e-17,4.219734958321586e-16,2.3672780540530397e-34,2.0490627401798557e-15,7.610681468574453e-18,-3.5160498938235756e-17,6.661535507397248e-17,1.806707148372866e-20,3.089946837543265e-16,8.129941789292549e-20,-3.159298128991945e-30,-3.3581457853566833e-17,5.485850749061124e-20,1.519823238190763e-17,-6.077276651447037e-25,3.100382445002539e-11,3.138037346761648e-13,-1.0807630297735073e-21,1.9815142444378284e-16,-3.4797183073510573e-16,2.033944548514043e-16
0.0052499999999999995,0.7568536231107996,148.11850205625475,300.0000021401848,0.6516879965876661,1.4784410487176355e-06,1.2518651574143219e-13,3.0709192494358302e-18,3.3582002654499976e-12,1.804068273702704e-21,1.373123807387519e-10,1.1185879475295864e-16,3.2944167696282996e-17,-1.1384994541608853e-16,-3.219377231903535e-29,-1.4086012410980173e-17,1.2303105109371465e-30,7.94896080950163e-15,0.9999985210693064,2.444183635890371e-11,1.1432298105940392e-12,1.697524034903964e-19,1.2677136563527868e-15,1.5103278628794678e-23,2.016018686147047e-18,-8.208525959979303e-16,-2.5123933463227137e-22,2.062143279002851e-13,-3.8897793592404287e-19,8.095583741524597e-14,3.793889141608908e-18,1.46849765616416e-14,3.8031778520923396e-18,3.5500708578947425e-16,1.4806002205917008e-16,-7.577898740268357e-16,4.57851914488881e-18,-9.495012738366026e-18,4.407039170433781e-15,7.012192846939846e-33,2.5221890313526812e-14,5.0490208233463347e-17,-3.4118430022363584e-17,6.716148422431315e-17,1.8059152344856355e-20,7.215404963024021e-16,9.072272781534289e-20,2.1900101500220613e-29,2.91920505079008e-17,4.404623391618441e-19,2.00353804930859e-16,2.3005111879097557e-24,3.195995381451899e-10,3.3236738323068215e-12,2.830639079420149e-20,1.9971563191014828e-16,-3.4755254406094593e-16,2.0537039796171915e-16
0.005375,0.7193842144223097,151.64514549048704,300.0000086073816,0.6516870722390624,3.077098996712022e-06,2.1808378766228111e-13,1.3255408746094562e-17,1.4416314408509639e-11,7.787863757702377e-21,5.891058319425172e-10,4.81996721634855e-16,1.646785099699965e-16,-1.1384285418823824e-16,-9.44005991135458e-30,-1.404715197458711e-17,3.0128620836870667e-30,2.4748021662351883e-14,0.9999969207904941,1.0609952503323533e-10,6.037839483589146e-12,2.5006288504963995e-19,7.561556187639893e-15,8.319251467178412e-23,1.3812209423029697e-17,-4.620395769832345e-18,-2.488026976644944e-22,1.0706705368776385e-12,-2.828541505406365e-19,4.363938457225162e-13,2.0252005136461947e-17,8.317218105338357e-14,4.104196794840078e-18,2.1516405020351577e-15,2.1543955792277808e-16,-7.577864824537214e-16,5.739274310988495e-18,3.659592181391513e-17,1.9234768547753733e-14,5.267858022310432e-32,1.1112776811379276e-13,2.319204977163407e-16,-2.925014467129233e-17,6.918206058242649e-17,1.8041666049422943e-20,2.7633648189220298e-15,1.376314260837793e-19,1.017960077579477e-28,3.2166313001849367e-16,2.2370487837286156e-18,1.0630215149131294e-15,1.7981308801794916e-23,1.3782165256815668e-09,1.4655440005997016e-11,2.0961197224586742e-19,2.093965679428414e-16,-3.452786738576835e-16,2.161271353305171e-16
0.0055,0.6810343349773355,155.1718083399359,300.00003867002084,0.6516849883242187,6.625193980195366e-06,3.860854551111781e-13,5.155855615516353e-17,6.960219559529516e-11,3.030686747119603e-20,2.842311550375997e-09,2.336696476693673e-15,8.273834166755707e-16,-1.1381650198094422e-16,-1.6633035903722943e-29,-1.393885855435918e-17,1.4887654192464304e-29,1.0662511036852796e-13,0.9999933645680087,5.185719909416043e-10,3.657708437478738e-11,7.671853058648248e-19,4.851685134564675e-14,5.269773859250985e-22,9.083075499047578e-17,5.371034769389747e-15,-2.434112647526103e-22,6.349095587731227e-12,-1.8049910514092639e-19,2.6777790058157217e-12,1.3022330381021557e-16,5.43191345702209e-13,5.3904669138697e-18,1.5132520595699946e-14,7.022654688444719e-16,-7.5777615370439335e-16,9.87833286178268e-18,2.0291643557624588e-16,9.458662958078185e-14,4.525083838520951e-31,5.462007482993637e-13,1.2712591701456596e-15,1.357091113259137e-18,7.93958393323673e-17,1.797311110071355e-20,1.6318478268037075e-14,4.508238021537278e-19,4.467524814990073e-28,2.155743668179705e-15,1.350340989688063e-17,6.4727950419570904e-15,1.2232931424803808e-22,6.687271550127504e-09,7.287396548951421e-11,1.6938623148504399e-18,2.8886903900193217e-16,-3.2880875699554326e-16,2.942747931709023e-16
0.005625,0.6418052459914422,158.69852190900934,300.00017256648954,0.6516803567974939,1.426923401762902e-05,6.826765558184464e-13,1.9021540769736943e-16,3.3326830284249823e-10,1.119887198473966e-19,1.360062774574983e-08,1.1233408424299907e-14,4.018790253595835e-15,-1.1372275158882638e-16,-2.8565816117459376e-29,-1.3516293092046951e-17,1.2732217685562083e-28,4.905001300744666e-13,0.99998568150346,2.512980100626381e-09,2.1859194302231367e-10,3.9392462923398965e-18,3.029962507708668e-13,3.2848691007800318e-21,5.709913509522634e-16,3.9173882335214533e-14,-2.3199641541070496e-22,3.714258422863127e-11,6.166731611635437e-20,1.6177858605697847e-11,8.317207761054854e-16,3.4925999570656123e-12,1.0675917854004767e-17,1.0461269270897238e-13,4.058069393442867e-15,-7.577433458515121e-16,2.4071262316742925e-17,7.799590062605479e-16,4.611133444967589e-13,3.849869816250192e-30,2.6553628553466424e-12,6.963181465158527e-15,1.8516043469603067e-16,1.2881473008301373e-16,1.7702708425027536e-20,1.0223218253483657e-13,2.4469427482036377e-18,1.8709731180791406e-27,1.3141821112235903e-14,8.098851780528893e-17,3.887714851829053e-14,7.763947124289761e-22,3.217618389154537e-08,3.5913708619305553e-10,1.3276091481509353e-17,9.107157616135017e-16,-2.1499277199622407e-16,8.359064974625619e-16
0.00575,0.6016995543392106,162.2253725404997,300.00074227266026,0.6516700938746427,3.0229174268539023e-05,1.1932231540679133e-12,6.720097657146517e-16,1.5356207498519115e-09,3.980299754959804e-19,6.262841849609583e-08,5.1960926174436405e-14,1.8686154382926183e-14,-1.134069748444223e-16,-4.3342714687276747e-29,-1.172385286249369e-17,1.2399810397144217e-27,2.2113627987379195e-12,0.9999695426799987,1.1715761079041576e-08,1.2513930858129735e-09,2.2388026603585367e-17,1.8077883638723245e-12,1.9550045454964525e-20,3.419696372538126e-15,2.4143220340459247e-13,-2.0980635782499196e-22,2.0821115843750788e-10,1.4484928527828832e-18,9.358327719308744e-11,5.089061821720786e-15,2.1482921754751204e-11,3.1460761709499073e-17,6.910390721430505e-13,2.605100356313733e-14,-7.576371041720265e-16,7.075296086376417e-17,2.6998898013614534e-15,2.1623739446247724e-12,3.115439796286232e-29,1.2412663909931425e-11,3.6666935012647623e-14,1.235940081407e-15,3.5698118786194444e-16,1.667615814254298e-20,6.203397009684044e-13,1.454880226617261e-17,7.49129272916577e-27,7.578967833595726e-14,4.658208212780936e-16,2.236622415318012e-13,4.645116087975713e-21,1.4896736119275738e-07,1.702103859145229e-09,9.911741432729134e-17,5.5319415712862324e-15,5.326738261734795e-16,4.404797718071948e-15
0.005875,0.5607229003323287,165.7526124222709,300.00305024342214,0.651647012349116,6.246621477367123e-05,2.0491005271759048e-12,2.2744626408235434e-15,6.75090732658616e-09,1.3824065216447135e-18,2.75154737187536e-07,2.292743186928247e-13,8.279857249615818e-14,-1.124126677549403e-16,-2.693545555684726e-29,-4.244997271486791e-18,1.1768441782739656e-26,9.555303768971696e-12,0.9999365254721039,5.2100723311997385e-08,6.8099819672427464e-09,1.2355341000663793e-16,1.0243744450760163e-11,1.100284944132905e-19,1.944216600458174e-14,1.3886253240515763e-12,-1.7208652568290285e-22,1.1098399516650773e-09,1.076821560809147e-17,5.144961329353575e-10,2.957687558828785e-14,1.2548170256827931e-10,1.0939962998684278e-16,4.330698888499418e-12,1.6255021674093372e-13,-7.572948103553555e-16,2.1761377582111152e-16,8.808551137433807e-15,9.671592226379852e-12,2.3632426652116972e-28,5.533952177744338e-11,1.838445744191559e-13,6.933259306833809e-15,1.3587141177209408e-15,1.3048075624072057e-20,3.5818758341327154e-12,8.40641727147039e-17,2.863662370247684e-26,4.1462045093240987e-13,2.547185342665798e-15,1.2230719357334329e-12,2.620878642705839e-20,6.579558125827803e-07,7.692544378332037e-09,7.009213439156259e-16,3.801629139744189e-14,5.182346947120441e-15,2.66736996332912e-14
0.006,0.5188883166753838,169.28101457588872,300.01191935539316,0.6515931721684718,0.0001253387098162673,3.4445880248894377e-12,7.360751287690275e-15,2.8185931251448483e-08,5.0041670132503524e-18,1.1480964505978618e-06,9.60546851451677e-13,3.483058123526045e-13,-1.095367607550565e-16,2.7339629424822437e-28,2.557852807279e-17,1.0474075941530412e-25,3.92671406551205e-11,0.9998704278786705,2.1999527678027518e-07,3.5066013634988266e-08,6.430317524840071e-16,5.4887169655247456e-11,5.807121497229924e-19,1.0450880210104536e-13,7.530019526055616e-12,-1.194392772783695e-22,5.599441102438417e-09,7.063317379021996e-17,2.6759812291688886e-09,1.624899954709122e-13,6.927841047501131e-10,3.8707178271638373e-16,2.5628388997706432e-11,9.612824630779904e-13,-7.562207547098451e-16,6.581708414134067e-16,2.733600384980864e-14,4.1068869375399274e-11,1.6668752218585336e-27,2.3424628814978485e-10,8.734047964919718e-13,3.610654716118468e-14,5.5242910046912725e-15,1.5157134929308852e-21,1.9558016725061195e-11,4.606572750947487e-16,1.0425058858946806e-25,2.1453525282899685e-12,1.3178700031962292e-14,6.328010847700196e-12,1.3916997817276426e-19,2.7596613416602193e-06,3.3000239923657345e-08,4.673369002837392e-15,2.530087299473135e-13,3.242744265861188e-14,1.5767066298239844e-13
0.006125,0.47622766563268376,172.81299300553985,300.0441106628189,0.6514608456682196,0.0002434859102608507,5.654765778925875e-12,2.2715909203040662e-14,1.1129751799719273e-07,2.3045992348689474e-17,4.5306804600533135e-06,3.804530364543952e-12,1.385449975283371e-12,-1.0210230799356084e-16,2.4227658698936574e-27,1.380826899446098e-16,8.627668422839332e-25,1.5271662405887035e-10,0.9997396986734437,8.783359824487682e-07,1.7006837702705797e-07,3.120299611267408e-15,2.7680586491633966e-10,2.8422854852347926e-18,5.287043329888719e-13,3.8407047811199646e-11,-6.377072944215959e-23,2.6618544988758032e-08,4.2446810738159377e-16,1.3107009774348837e-08,8.398328864636254e-13,3.5982911878285753e-09,1.323291666304621e-15,1.4252279496083306e-10,5.345188822220156e-12,-7.529952955602769e-16,1.9140837562686424e-15,8.071158762519145e-14,1.6487251681412695e-10,1.0868478289605624e-26,9.37481913288733e-10,3.914009383558393e-12,1.7649593947338067e-13,2.185605626480891e-14,-2.98633053406964e-20,1.0048914475302689e-10,2.374267999235254e-15,3.605982465202332e-25,1.0453952116985522e-11,6.421663897231299e-14,3.083491902591714e-11,6.933145714914644e-19,1.0946019278579855e-05,1.338117246146033e-07,2.9230717673447654e-14,1.5855390724361634e-12,1.8200487811432407e-13,8.804094514356304e-13
