N,T,Y_C2H4
0,351.98264,0.9883832
1,352.27002,0.9878066
2,352.81223,0.9866802
3,353.59827,0.98495114
4,354.62378,0.9825129
5,355.88513,0.9792082
6,357.37762,0.97482175
7,359.09476,0.9690687
8,361.02716,0.96158254
9,363.16223,0.9519047
10,365.48315,0.9394817
11,367.96878,0.9236749
12,370.52396,0.9067622
13,373.22055,0.8849824
14,376.01154,0.85581756
15,378.8528,0.8186413
16,381.71896,0.772273
17,384.59454,0.7146325
18,387.4593,0.641379
19,390.1615,0.5441935
20,353.2318,0.98390573
21,353.51663,0.9831103
22,354.0532,0.98155856
23,354.8293,0.9791824
24,355.83862,0.9758426
25,357.07477,0.9713352
26,358.5297,0.9653829
27,360.19263,0.95762235
28,362.04913,0.94759136
29,364.08014,0.93472326
30,366.2603,0.9183749
31,368.4861,0.9008056
32,370.81653,0.87795365
33,373.1971,0.847041
34,375.55164,0.808428
35,377.8177,0.760914
36,379.915,0.70299107
37,381.72693,0.63356525
38,383.10892,0.5506508
39,383.79034,0.45414114
40,354.43594,0.9781747
41,354.71655,0.97710514
42,355.24432,0.9750228
43,356.00552,0.97184384
44,356.99152,0.967395
45,358.19275,0.9614238
46,359.5972,0.9535891
47,361.18933,0.9434428
48,362.9498,0.93039477
49,364.85645,0.913632
50,366.79395,0.89564466
51,368.8172,0.8725368
52,370.8706,0.8415044
53,372.86978,0.8033747
54,374.73236,0.7572062
55,376.3824,0.70174843
56,377.69583,0.63669306
57,378.52753,0.5621059
58,378.6924,0.47892234
59,377.95328,0.38991296
60,355.58344,0.9710356
61,355.85806,0.969634
62,356.37344,0.96691144
63,357.11423,0.9627721
64,358.069,0.95701313
65,359.2245,0.9493473
66,360.56335,0.939407
67,362.0627,0.92675716
68,363.69125,0.9109439
69,365.404,0.89164007
70,367.16684,0.8688515
71,368.96033,0.8382186
72,370.6885,0.8011175
73,372.26514,0.75704706
74,373.63617,0.7043548
75,374.6738,0.6434292
76,375.25272,0.5746265
77,375.22726,0.4991331
78,374.4346,0.4191465
79,372.70837,0.3380596
80,356.66367,0.96237
81,356.93033,0.9605756
82,357.42966,0.95709807
83,358.14456,0.95182997
84,359.06088,0.94453675
85,360.16168,0.9348864
86,361.4254,0.92245233
87,362.82477,0.9067111
88,364.32596,0.88703084
89,365.82678,0.8660086
90,367.39496,0.8363766
91,368.90137,0.80078685
92,370.2649,0.7589796
93,371.44376,0.7091187
94,372.31494,0.6519224
95,372.76776,0.58781683
96,372.68057,0.51788765
97,371.92615,0.4439797
98,370.3826,0.3686871
99,367.95282,0.29520506
100,357.6675,0.9521118
101,357.92435,0.9498652
102,358.40396,0.94552106
103,359.08768,0.93896306
104,359.95868,0.9299266
105,360.99658,0.9180388
106,362.1759,0.9028256
107,363.465,0.88371533
108,364.75836,0.8633719
109,366.11993,0.83549654
110,367.4338,0.80176723
111,368.6266,0.7623176
112,369.66193,0.715267
113,370.42316,0.6615157
114,370.8111,0.60146683
115,370.7196,0.5360656
116,370.041,0.4668572
117,368.67532,0.3959616
118,366.5444,0.3259363
119,363.609,0.2595238
120,358.58795,0.94026285
121,358.83304,0.93751204
122,359.2894,0.93220496
123,359.93683,0.9242232
124,360.75598,0.9132809
125,361.72327,0.8989794
126,362.8094,0.8808238
127,363.9083,0.86149764
128,365.08615,0.8353707
129,366.22925,0.80370355
130,367.27768,0.76665205
131,368.19717,0.72240424
132,368.879,0.6719155
133,369.23306,0.61553824
134,369.16412,0.5540757
135,368.5766,0.48882684
136,367.38235,0.42156452
137,365.51163,0.35443005
138,362.9262,0.28974274
139,359.63202,0.22974592
140,359.4201,0.9268999
141,359.65158,0.92360556
142,360.08127,0.91726583
143,360.68753,0.9077694
144,361.4487,0.89482284
145,362.33817,0.87802166
146,363.2519,0.86004364
147,364.25565,0.835913
148,365.2453,0.8063361
149,366.16666,0.77168673
150,366.98627,0.73024774
151,367.60495,0.6829184
152,367.94037,0.6299829
153,367.90552,0.57211125
154,367.41315,0.51039535
155,366.3821,0.44633546
156,364.7463,0.38176197
157,362.46527,0.31869093
158,359.53473,0.25912836
159,355.99405,0.20485385
160,360.16116,0.9121732
161,360.37726,0.9083143
162,360.77686,0.9009075
163,361.33728,0.8898607
164,362.03445,0.87489206
165,362.7676,0.85871303
166,363.5975,0.83704
167,364.4407,0.8098397
168,365.26578,0.7767838
169,365.9881,0.7384206
170,366.54935,0.69428587
171,366.87146,0.6446927
172,366.8734,0.5902226
173,366.47385,0.531801
174,365.5962,0.47070706
175,364.1757,0.408523
176,362.1684,0.34702617
177,359.56018,0.28803545
178,356.3741,0.23323485
179,352.673,0.18400426
180,360.80997,0.89629906
181,361.00873,0.8918812
182,361.37494,0.8834166
183,361.88492,0.87084085
184,362.44366,0.8568997
185,363.1048,0.83791244
186,363.81277,0.8130543
187,364.52292,0.7826053
188,365.16434,0.74689174
189,365.67346,0.70584756
190,365.98328,0.6595278
191,366.01965,0.608363
192,365.7066,0.55311793
193,364.97092,0.49488097
194,363.74854,0.43502527
195,361.99167,0.37512782
196,359.6772,0.31684813
197,356.81348,0.2617825
198,353.44446,0.21131599
199,349.64847,0.16649759
200,361.36722,0.87950915
201,361.54507,0.87463665
202,361.8732,0.8652189
203,362.26358,0.8541113
204,362.76343,0.83801484
205,363.33884,0.81576556
206,363.93488,0.7881506
207,364.49066,0.7553943
208,364.94836,0.71742165
209,365.24408,0.67432684
210,365.30972,0.62642026
211,365.0744,0.57431
212,364.46817,0.5189077
213,363.42743,0.46140015
214,361.90118,0.4031864
215,359.85828,0.3457819
216,357.29413,0.2906968
217,354.23547,0.23930618
218,350.74158,0.19273211
219,346.9001,0.15175582
220,361.85153,0.86128455
221,361.98355,0.8570467
222,362.20868,0.8497464
223,362.55945,0.83675236
224,363.0102,0.81721866
225,363.48895,0.79285806
226,363.95538,0.7633324
227,364.35605,0.7286259
228,364.6318,0.6888278
229,364.71884,0.6442045
230,364.5505,0.59525084
231,364.06,0.54272586
232,363.18448,0.4876481
233,361.87042,0.43125355
234,360.08002,0.3749212
235,357.79733,0.32007262
236,355.03375,0.2680587
237,351.83054,0.22004902
238,348.2575,0.17694128
239,344.4072,0.13930315
240,362.12927,0.84842414
241,362.25064,0.84344816
242,362.48328,0.8331018
243,362.8036,0.8171582
244,363.17102,0.7962113
245,363.54636,0.7701759
246,363.8843,0.7389648
247,364.13174,0.7026394
248,364.2298,0.66141945
249,364.11588,0.6157188
250,363.72617,0.56617576
251,362.99887,0.51366365
252,361.8788,0.45926955
253,360.32278,0.40424156
254,358.3054,0.34990862
255,355.8244,0.29758322
256,352.9045,0.24846008
257,349.59793,0.2035252
258,345.98135,0.1634885
259,342.14896,0.12874886
260,362.3912,0.8328912
261,362.50665,0.82651526
262,362.7087,0.8145927
263,362.96716,0.7975654
264,363.2515,0.77534574
265,363.5224,0.7479048
266,363.73325,0.7152865
267,363.83093,0.6776677
268,363.7575,0.6353926
269,363.4524,0.5890015
270,362.85547,0.539245
271,361.9107,0.4870775
272,360.57086,0.43362284
273,358.80276,0.380114
274,356.5925,0.32781237
275,353.94974,0.277917
276,350.90988,0.23147677
277,347.5332,0.18931755
278,343.90033,0.15199418
279,340.1049,0.119772725
280,362.61768,0.8150299
281,362.70786,0.8084147
282,362.86407,0.7960008
283,363.05902,0.77810824
284,363.26013,0.7548193
285,363.42734,0.72621816
286,363.5137,0.69246703
287,363.4665,0.65385914
288,363.22916,0.610854
289,362.74393,0.56409854
290,361.95493,0.5144298
291,360.81226,0.462856
292,359.2766,0.41051307
293,357.32434,0.35860065
294,354.95184,0.3083036
295,352.1789,0.26070994
296,349.04935,0.21673645
297,345.6291,0.1770715
298,342.00055,0.14214276
299,338.25516,0.11211227
300,362.7759,0.79737884
301,362.84238,0.79050297
302,362.95453,0.77758753
303,363.08646,0.7589595
304,363.20535,0.7347856
305,363.27094,0.70524925
306,363.2365,0.6706194
307,363.0503,0.63129675
308,362.65775,0.5878427
309,362.00424,0.5409923
310,361.03864,0.4916473
311,359.71722,0.44084796
312,358.00848,0.38972437
313,355.89758,0.33943123
314,353.38998,0.29107398
315,350.51385,0.24563608
316,347.31958,0.20391671
317,343.87662,0.16648751
318,340.26767,0.13367243
319,336.58105,0.10555227
320,362.8737,0.77997756
321,362.91727,0.7728582
322,362.98654,0.75949347
323,363.0567,0.7402483
324,363.09525,0.71535724
325,363.0622,0.6850896
326,362.9116,0.6498095
327,362.59314,0.61001265
328,362.0547,0.56634796
329,361.24512,0.51962125
330,360.1182,0.47078067
331,358.63647,0.4208819
332,356.7758,0.37103638
333,354.52924,0.3223475
334,351.91025,0.27584237
335,348.95383,0.23240809
336,345.71518,0.19274083
337,342.2658,0.15731363
338,338.68753,0.12636612
339,335.06506,0.099915884
340,362.91763,0.7628857
341,362.93903,0.75555557
342,362.9666,0.7418117
343,362.97668,0.722064
344,362.93732,0.69660944
345,362.80936,0.6657937
346,362.5479,0.63006485
347,362.10452,0.5900011
348,361.42975,0.54632425
349,360.47635,0.4998956
350,359.203,0.45169458
351,357.5783,0.4027795
352,355.58502,0.3542348
353,353.22336,0.3071099
354,350.51352,0.26235685
355,347.496,0.22077557
356,344.2294,0.18297262
357,340.78622,0.14933823
358,337.2465,0.120043695
359,333.691,0.095057525
360,362.9137,0.7461598
361,362.91357,0.7386564
362,362.9008,0.72460645
363,362.8528,0.70446515
364,362.73853,0.6785869
365,362.5198,0.64738613
366,362.15326,0.6113841
367,361.59253,0.5712293
368,360.7912,0.5277032
369,359.70593,0.48170936
370,358.30035,0.434246
371,356.54886,0.38636485
372,354.44046,0.3391181
373,351.9818,0.2935007
374,349.19882,0.25039464
375,346.13617,0.2105218
376,342.8549,0.17441119
377,339.42743,0.14238375
378,335.93167,0.11455548
379,332.4444,0.09085701
380,362.86725,0.7298455
381,362.84634,0.7222063
382,362.79468,0.70792085
383,362.69095,0.68748665
384,362.50507,0.6613107
385,362.20013,0.6298684
386,361.73447,0.5937442
387,361.06415,0.5536459
388,360.14584,0.5104028
389,358.94025,0.4649489
390,357.41577,0.41829193
391,355.5523,0.37147006
392,353.3446,0.3255003
393,350.80487,0.28132468
394,347.96375,0.23976041
395,344.86926,0.2014601
396,341.58386,0.16688599
397,338.17938,0.13630112
398,334.73114,0.10977685
399,331.312,0.087214746
400,362.78314,0.71397644
401,362.74234,0.7062368
402,362.6534,0.6917813
403,362.49643,0.6711456
404,362.24243,0.6447839
405,361.856,0.6132249
406,361.29736,0.57710755
407,360.52512,0.53718823
408,359.4992,0.4943337
409,358.18427,0.44949916
410,356.5533,0.40369412
411,354.5914,0.3579385
412,352.29843,0.31321284
413,349.6915,0.27040857
414,346.80508,0.23028389
415,343.68973,0.19343011
416,340.40857,0.16025224
417,337.03238,0.13096498
418,333.63382,0.10560371
419,330.28183,0.08404795
420,362.66583,0.69857496
421,362.606,0.6907673
422,362.48154,0.67620105
423,362.27393,0.6554456
424,361.95547,0.6289965
425,361.49234,0.5974287
426,360.84683,0.5614268
427,359.98022,0.52178705
428,358.85562,0.47940454
429,357.44165,0.43524775
430,355.71576,0.3903222
431,353.66763,0.34562632
432,351.3019,0.3021042
433,348.6398,0.26059958
434,345.71896,0.22181717
435,342.59174,0.18629436
436,339.32144,0.15438707
437,335.97745,0.12626973
438,332.62958,0.1019489
439,329.34317,0.08128751
440,362.51923,0.6836539
441,362.44128,0.6758074
442,362.2831,0.66118336
443,362.0276,0.64038014
444,361.64838,0.6139291
445,361.11337,0.58244467
446,360.38702,0.5466492
447,359.43326,0.5073707
448,358.21854,0.4655251
449,356.7152,0.4220876
450,354.90488,0.37805524
451,352.7816,0.33440313
452,350.35413,0.29203945
453,347.64725,0.25176367
454,344.7012,0.21423213
455,341.5695,0.17993496
456,338.31525,0.14918603
457,335.00613,0.1221263
458,331.70926,0.09873922
459,328.48645,0.07887558
460,362.34692,0.6692185
461,362.25183,0.6613589
462,362.06177,0.6467237
463,361.76102,0.62593544
464,361.3248,0.59955615
465,360.72266,0.568233
466,359.9213,0.5327195
467,358.8874,0.49386793
468,357.59055,0.45260856
469,356.0068,0.4099183
470,354.12164,0.36678237
471,351.9331,0.3241514
472,349.45364,0.28289902
473,346.711,0.24378353
474,343.74747,0.20741792
475,340.61734,0.17425086
476,337.3831,0.14456026
477,334.11072,0.11845928
478,330.86453,0.095913
479,327.70306,0.07676351
480,362.15207,0.65526766
481,362.0408,0.6474176
482,361.82065,0.6328118
483,361.47745,0.61209273
484,360.98782,0.5858479
485,360.32318,0.55475163
486,359.45248,0.51958185
487,358.345,0.48120928
488,356.9736,0.44057286
489,355.31766,0.39864716
490,353.36642,0.35640302
491,351.12152,0.3147662
492,348.59857,0.27457732
493,345.82797,0.23655675
494,342.85345,0.20127864
495,339.7298,0.16915531
496,336.51865,0.14043398
497,333.2841,0.11520468
498,330.08786,0.09341805
499,326.9854,0.07491024
500,361.9375,0.6417958
501,361.811,0.6339748
502,361.56262,0.61943334
503,361.17963,0.59882987
504,360.64017,0.57277256
505,359.9175,0.5419575
506,358.9828,0.5071817
507,357.80804,0.4693286
508,356.36902,0.42934155
509,354.64853,0.38818917
510,352.63916,0.34682634
511,350.34573,0.306154
512,347.78687,0.26698136
513,344.99493,0.22999406
514,342.01495,0.19573137
515,338.90173,0.16457386
516,335.71597,0.13674246
517,332.51987,0.11230811
518,329.37262,0.09121015
519,326.3268,0.073281005
520,361.70572,0.6287938
521,361.56494,0.6210185
522,361.2901,0.6065713
523,360.86996,0.58612263
524,360.28412,0.56029725
525,359.5077,0.52980816
526,358.5141,0.49546644
527,357.2779,0.45816377
528,355.7778,0.41884392
529,353.9997,0.37846705
530,351.9393,0.33797085
531,349.60446,0.29823178
532,347.0162,0.2600294
533,344.2087,0.22401758
534,341.22784,0.19070432
535,338.1283,0.16044238
536,334.96967,0.13343026
537,331.8122,0.10972313
538,328.7127,0.08925164
539,325.72107,0.071846254
540,361.45898,0.6162496
541,361.30484,0.60853446
542,361.00528,0.5942067
543,360.5505,0.57394576
544,359.9216,0.5483891
545,359.09552,0.5182623
546,358.04782,0.48438624
547,356.75568,0.4476569
548,355.2005,0.4090152
549,353.37112,0.36941087
550,351.2662,0.32976365
551,348.8962,0.290926
552,346.2843,0.2536497
553,343.4662,0.21855943
554,340.4883,0.18613529
555,337.40503,0.15670565
556,334.27472,0.13044982
557,331.1558,0.10741001
558,328.10272,0.08751036
559,325.16293,0.07058075
560,361.19928,0.6041499
561,361.03265,0.5965068
562,360.71005,0.5823196
563,360.22305,0.56227374
564,359.55426,0.5370158
565,358.68237,0.50728047
566,357.58517,0.47389433
567,356.24213,0.43775445
568,354.63742,0.3997964
569,352.76257,0.36095765
570,350.61896,0.32213965
571,348.21936,0.28417164
572,345.58887,0.24777925
573,342.7644,0.21356043
574,339.79272,0.18197036
575,336.72772,0.15331595
576,333.62656,0.1277602
577,330.54578,0.10533469
578,327.53766,0.08595878
579,324.64722,0.069462895
580,360.92838,0.59247977
581,360.7501,0.5849186
582,360.40607,0.57088953
583,359.8892,0.5510811
584,359.1835,0.52614623
585,358.2695,0.4968251
586,357.12698,0.4639471
587,355.73782,0.4284073
588,354.08865,0.39113382
589,352.17365,0.35305074
590,349.99652,0.31504092
591,347.5723,0.27791116
592,344.92767,0.24236265
593,342.10046,0.20896891
594,339.13766,0.17816263
595,336.0926,0.15023205
596,333.0211,0.12532611
597,329.9779,0.10346783
598,327.01324,0.08457322
599,324.16998,0.06847412
600,360.6478,0.5812238
601,360.45874,0.57375276
602,360.09482,0.55989605
603,359.55023,0.5403431
604,358.81052,0.51575047
605,357.85782,0.48686108
606,356.67395,0.45450416
607,355.24307,0.41957054
608,353.55414,0.38297898
609,351.60373,0.34563932
610,349.39786,0.30841586
611,346.95337,0.27209377
612,344.29846,0.23735133
613,341.47165,0.20473967
614,338.52002,0.17467138
615,335.49612,0.14741816
616,332.4546,0.12311709
617,329.44843,0.10178418
618,326.5259,0.08333333
619,323.72812,0.0675985
620,360.359,0.57036597
621,360.1599,0.5629918
622,359.77753,0.54931885
623,359.20737,0.5300358
624,358.43628,0.5058003
625,357.44812,0.47735557
626,356.22665,0.44552833
627,354.75806,0.41120312
628,353.0337,0.37528798
629,351.05225,0.33867788
630,348.8218,0.3022186
631,346.36102,0.26667455
632,343.6992,0.23270257
633,340.8755,0.20083326
634,337.93683,0.17146109
635,334.93512,0.14484327
636,331.9236,0.1211067
637,328.95377,0.10026187
638,326.0719,0.0822215
639,323.31717,0.06682224
640,360.06317,0.55989045
641,359.8548,0.5526183
642,359.45535,0.53913826
643,358.86157,0.5201362
644,358.06168,0.49626896
645,357.04108,0.46827793
646,355.7854,0.43698534
647,354.28287,0.40326774
648,352.52698,0.36802134
649,350.51846,0.33212566
650,348.2673,0.2964083
651,345.79367,0.26161376
652,343.1279,0.22837876
653,340.30957,0.19721505
654,337.38547,0.16850075
655,334.40665,0.14248031
656,331.42517,0.11927201
657,328.4908,0.09888193
658,325.64825,0.08122247
659,322.93497,0.06613335
660,359.76144,0.54978144
661,359.54446,0.54261535
662,359.12927,0.52933514
663,358.51373,0.5106223
664,357.68738,0.4871314
665,356.63718,0.45959988
666,355.35046,0.4288439
667,353.8175,0.3957305
668,352.03366,0.36114335
669,350.00168,0.32594618
670,347.73325,0.29094866
671,345.24982,0.25687626
672,342.58267,0.2243468
673,339.77173,0.19385466
674,336.86346,0.16576326
675,333.9081,0.14030574
676,330.9565,0.11759305
677,328.05698,0.097627886
678,325.2526,0.08032296
679,322.57947,0.065521404
680,359.45477,0.5400233
681,359.22986,0.53296643
682,358.80014,0.51989114
683,358.1646,0.50147355
684,357.314,0.4783641
685,356.23682,0.45129517
686,354.9221,0.42107514
687,353.36185,0.38856065
688,351.55334,0.3546219
689,349.50116,0.3201068
690,347.2185,0.2858074
691,344.72806,0.25243092
692,342.06186,0.22057748
693,339.25998,0.19072545
694,336.3686,0.16322488
695,333.4371,0.13829897
696,330.51523,0.11605243
697,327.64978,0.09648541
698,324.8825,0.07951149
699,322.24805,0.06497743
700,359.144,0.53060097
701,358.91177,0.5236555
702,358.46872,0.5107887
703,357.81482,0.49267015
704,356.94208,0.46994522
705,355.84033,0.4433396
706,354.5003,0.41365284
707,352.9157,0.38173023
708,351.08563,0.34842804
709,349.01617,0.31457826
710,346.72208,0.2809557
711,344.22705,0.24825013
712,341.56375,0.21704501
713,338.7724,0.1878039
714,335.89877,0.16086476
715,332.99142,0.13644198
716,330.09888,0.11463493
717,327.26654,0.095442005
718,324.53452,0.078778036
719,321.9356,0.064493686
720,358.82996,0.52149975
721,358.591,0.51466703
722,358.13565,0.50201094
723,357.46497,0.4841937
724,356.57196,0.4618543
725,355.448,0.4357108
726,354.0852,0.4065529
727,352.47897,0.3752139
728,350.63004,0.34253567
729,348.54602,0.30933434
730,346.24295,0.2763679
731,343.7455,0.24430938
732,341.08688,0.21372657
733,338.30728,0.18506932
734,335.4521,0.15866457
735,332.56903,0.1347189
736,329.7054,0.11332718
737,326.90533,0.0944866
738,324.20758,0.07811364
739,321.64386,0.06406292
740,358.51328,0.51270545
741,358.26816,0.50598633
742,357.80154,0.49354213
743,357.11548,0.47602683
744,356.2041,0.45407236
745,355.05997,0.42838815
746,353.67676,0.39975342
747,352.05142,0.36898863
748,350.18613,0.33692127
749,348.09,0.30435154
750,345.7802,0.27202109
751,343.2823,0.24058689
752,340.62982,0.21060197
753,337.86307,0.18250343
754,335.0269,0.1566082
755,332.16815,0.13311583
756,329.3331,0.1121175
757,326.56464,0.093609616
758,323.90033,0.0775106
759,321.371,0.0636791
760,358.1946,0.5042045
761,357.94382,0.49759927
762,357.46692,0.48536706
763,356.76678,0.46815318
764,355.83868,0.4465817
765,354.67642,0.4213527
766,353.27496,0.39323422
767,351.63278,0.36303356
768,349.75345,0.33156356
769,347.64743,0.29960874
770,345.33292,0.26789477
771,342.83624,0.23706327
772,340.1913,0.2076533
773,337.4383,0.18009007
774,334.62155,0.15468137
775,331.78717,0.13162054
776,328.9803,0.1109956
777,326.2427,0.09280263
778,323.6108,0.076962195
779,321.11435,0.063337065
780,357.87448,0.495984
781,357.6185,0.48949236
782,357.13217,0.4774715
783,356.41928,0.4605575
784,355.47604,0.4393659
785,354.29742,0.41458696
786,352.87976,0.38697693
787,351.2228,0.3573297
788,349.33157,0.32644337
789,347.21768,0.29508695
790,344.90027,0.2639706
791,342.40637,0.23372124
792,339.77014,0.2048646
793,337.03162,0.17781492
794,334.23468,0.15287152
795,331.4246,0.13022225
796,328.64554,0.10995243
797,325.93814,0.09205821
798,323.33768,0.07646249
799,320.87277,0.06303216
800,357.55338,0.4880313
801,357.29266,0.48165277
802,356.79776,0.46984196
803,356.07327,0.45322537
804,355.11633,0.43240967
805,353.9231,0.4080747
806,352.49106,0.38096464
807,350.82132,0.35185975
808,348.92007,0.32154334
809,346.8001,0.2907691
810,344.48145,0.2602322
811,341.9917,0.23054533
812,339.36517,0.20222172
813,336.64178,0.17566524
814,333.8649,0.15116751
815,331.07895,0.12891138
816,328.327,0.10897999
817,325.6484,0.09136984
818,323.07687,0.0760063
819,320.6389,0.06276045
820,357.2317,0.48033467
821,356.96667,0.47406828
822,356.464,0.46246564
823,355.72897,0.44614336
824,354.75977,0.42569882
825,353.5534,0.40180108
826,352.10873,0.37518197
827,350.42798,0.34660795
828,348.51852,0.31684765
829,346.39417,0.2866398
830,344.0757,0.25666478
831,341.5913,0.22752173
832,338.9754,0.199712
833,336.2677,0.17362973
834,333.511,0.1495594
835,330.74893,0.12767942
836,328.02353,0.10807114
837,325.37314,0.09073158
838,322.83057,0.07558873
839,320.42233,0.06251775
840,356.90988,0.47288275
841,356.64096,0.46672735
842,356.1312,0.45533055
843,355.3867,0.43929887
844,354.4064,0.4192201
845,353.18848,0.39575228
846,351.73273,0.3696147
847,350.04257,0.34155998
848,348.12653,0.31234214
849,345.99927,0.2826851
850,343.68237,0.25325507
851,341.20435,0.22463809
852,338.59985,0.19732414
853,335.90826,0.17169832
854,333.17188,0.14803843
855,330.4335,0.12651892
856,327.7343,0.10721962
857,325.1118,0.090138346
858,322.59808,0.075205676
859,320.21954,0.062300798
860,356.58823,0.46566477
861,356.31577,0.45961902
862,355.7996,0.44842532
863,355.04657,0.43268004
864,354.05643,0.41296118
865,352.82822,0.3899156
866,351.36288,0.36424983
867,349.6649,0.3367027
868,347.74368,0.30801377
869,345.6149,0.27889246
870,343.30075,0.24999116
871,340.8301,0.22188328
872,338.23764,0.19504806
873,335.56256,0.169862
874,332.84653,0.14659677
875,330.1317,0.12542321
876,327.45837,0.10641992
877,324.8631,0.08958564
878,322.3773,0.07485366
879,320.02625,0.062107183
880,356.2671,0.45867053
881,355.9914,0.4527328
882,355.46948,0.44173926
883,354.7088,0.42627585
884,353.70987,0.40691066
885,352.47266,0.38427925
886,350.99908,0.3590754
887,349.2946,0.33202416
888,347.36963,0.30385074
889,345.24057,0.2752505
890,342.93024,0.24686225
891,340.4678,0.21924734
892,337.888,0.19287473
893,335.2297,0.16811277
894,332.53412,0.14522746
895,329.84262,0.124386355
896,327.19464,0.105667084
897,324.62595,0.08906945
898,322.16693,0.074529454
899,319.84186,0.06193429
900,355.94666,0.4518903
901,355.6681,0.44605893
902,355.14102,0.43526223
903,354.3735,0.42007583
904,353.36682,0.4010578
905,352.1218,0.3788323
906,350.6412,0.35408035
907,348.93152,0.3275133
908,347.00403,0.29984233
909,344.87582,0.2717488
910,342.57028,0.24385859
911,340.11682,0.21672128
912,337.55017,0.190796
913,334.90894,0.16644344
914,332.23376,0.14392428
915,329.5653,0.12340308
916,326.94226,0.104956724
917,324.39935,0.08858617
918,321.9662,0.074230164
919,319.66605,0.061779805
920,355.62723,0.44531482
921,355.34607,0.439588
922,354.8144,0.42898473
923,354.04083,0.41407028
924,353.02734,0.3953927
925,351.77554,0.37356466
926,350.28915,0.34925458
927,348.57544,0.32316017
928,346.6465,0.29597872
929,344.5202,0.2683781
930,342.2203,0.2409714
931,339.7765,0.21429698
932,337.22345,0.18880455
933,334.59946,0.16484752
934,331.94464,0.1426816
935,329.29898,0.12246863
936,326.7003,0.10428488
937,324.18246,0.08813258
938,321.7743,0.07395322
939,319.49826,0.061641697
940,355.30902,0.43893537
941,355.02554,0.4333112
942,354.48978,0.42289776
943,353.71088,0.40825003
944,352.69144,0.389906
945,351.4339,0.36846694
946,349.94272,0.34458864
947,348.22607,0.31895545
948,346.29678,0.29225096
949,344.17328,0.26512977
950,341.87982,0.23819266
951,339.4463,0.21196711
952,336.90723,0.1868938
953,334.30063,0.16331924
954,331.6661,0.14149445
955,329.04297,0.12157878
956,326.4683,0.10364809
957,323.97516,0.08770587
958,321.5916,0.07369637
959,319.3395,0.061518192
960,354.9922,0.4327436
961,354.7067,0.42722014
962,354.1673,0.4169928
963,353.38373,0.40260646
964,352.35916,0.384589
965,351.09677,0.3635304
966,349.60184,0.3400739
967,347.88324,0.31489062
968,345.95453,0.2886508
969,343.83472,0.26199603
970,341.5484,0.23551512
971,339.1256,0.20972505
972,336.60086,0.18505782
973,334.01178,0.16185339
974,331.3974,0.14035833
975,328.79633,0.12072976
976,326.24466,0.1030432
977,323.77435,0.08730351
978,321.41156,0.07345762
979,319.17517,0.061407812
980,354.6769,0.42673165
981,354.38962,0.42130685
982,353.84705,0.41126192
983,353.05942,0.3971315
984,352.03052,0.37943357
985,350.76416,0.35874692
986,349.26636,0.33570233
987,347.54672,0.3109579
988,345.61948,0.28517073
989,343.5041,0.25896975
990,341.22556,0.23293215
991,338.814,0.20756474
992,336.3038,0.18329121
993,333.73224,0.1604452
994,331.13782,0.13926916
995,328.55838,0.11991809
996,326.02927,0.10246731
997,323.58173,0.086923085
998,321.24194,0.07323501
999,319.03116,0.061309036
1000,354.36334,0.42089197
1001,354.07446,0.41556382
1002,353.52914,0.4056975
1003,352.73807,0.39181754
1004,351.7055,0.37443215
1005,350.43597,0.3541089
1006,348.93616,0.33146644
1007,347.21634,0.30715
1008,345.29132,0.28180382
1009,343.1811,0.25604445
1010,340.91092,0.23043774
1011,338.511,0.20548074
1012,336.01553,0.18158908
1013,333.46152,0.15909043
1014,330.8869,0.13822329
1015,328.32892,0.11914073
1016,325.8223,0.10191791
1017,323.398,0.086562514
1018,321.08264,0.07302675
1019,318.89847,0.06121993
1020,354.05164,0.4152175
1021,353.76138,0.40998396
1022,353.2137,0.40029237
1023,352.41968,0.38665745
1024,351.38412,0.36957753
1025,350.11218,0.34960932
1026,348.6111,0.32735935
1027,346.89188,0.30346027
1028,344.96982,0.27854368
1029,342.86536,0.2532141
1030,340.60403,0.22802639
1031,338.2161,0.20346805
1032,335.7356,0.17994705
1033,333.19916,0.15778527
1034,330.64423,0.13721749
1035,328.1075,0.118394956
1036,325.62317,0.101392806
1037,323.2218,0.086220115
1038,320.92935,0.07283167
1039,318.7665,0.06114022
1040,353.74185,0.40970144
1041,353.45044,0.40456045
1042,352.90076,0.3950398
1043,352.10428,0.38164443
1044,351.06638,0.3648631
1045,349.79266,0.34524158
1046,348.29108,0.32337463
1047,346.57315,0.2998825
1048,344.65472,0.27538446
1049,342.55664,0.25047326
1050,340.3046,0.22569308
1051,337.92896,0.20152219
1052,335.46356,0.1783611
1053,332.94467,0.15652622
1054,330.40936,0.13624877
1055,327.89365,0.117678314
1056,325.43124,0.100889966
1057,323.05203,0.08589426
1058,320.7811,0.0726485
1059,318.63785,0.061068807
1060,353.4341,0.40433738
1061,353.14172,0.39928693
1062,352.5904,0.38993338
1063,351.79193,0.37677217
1064,350.75223,0.36028248
1065,349.4774,0.34099948
1066,347.97598,0.3195063
1067,346.25998,0.29641098
1068,344.3458,0.27232075
1069,342.25458,0.24781689
1070,340.01227,0.22343317
1071,337.64917,0.19963896
1072,335.199,0.17682758
1073,332.69772,0.15531014
1074,330.18182,0.13531446
