N,T,Y_C2H4
39449,300.00003,1.6739744e-08
39450,300.00003,1.0868583e-08
39451,300.00003,7.1632127e-09
39452,300.00003,4.5394537e-09
39453,300.00003,2.8454e-09
39454,300.00003,1.764122e-09
39455,300.00006,1.0818372e-09
39456,300.00006,6.562167e-10
39457,300.0001,3.937286e-10
39458,300.0001,2.336909e-10
39459,300.00012,1.3722878e-10
39460,300.00015,7.97471e-11
39461,300.00018,4.5877604e-11
39462,300.0002,2.6138059e-11
39463,300.00027,1.4747575e-11
39464,300.0003,8.2213e-12
39465,300.00037,4.5403976e-12
39466,300.00043,2.6338794e-12
39467,300.0005,1.4924977e-12
39468,300.00055,8.592696e-13
39469,300.0006,4.883534e-13
39470,300.0007,2.9745507e-13
39471,300.00076,2.08448e-13
39472,300.00082,1.8202673e-13
39473,300.0009,1.9676775e-13
39474,300.00095,2.5074205e-13
39475,300.00098,3.4324564e-13
39476,300.00104,4.7722926e-13
39477,300.00107,6.6602317e-13
39478,300.0011,9.450084e-13
39479,300.0011,1.288362e-12
39480,308.7046,0.03543389
39481,308.0727,0.032472964
39482,307.46786,0.029679447
39483,306.89127,0.02705407
39484,306.34366,0.024595963
39485,305.82547,0.022302842
39486,305.33682,0.020171188
39487,304.8776,0.01819643
39488,304.44745,0.016373117
39489,304.04584,0.014695105
39490,303.672,0.013155707
39491,303.3251,0.011747839
39492,303.00412,0.010464153
39493,302.70798,0.00929716
39494,302.43552,0.008239334
39495,302.18552,0.0072832084
39496,301.95676,0.0064214473
39497,301.74792,0.0056469133
39498,301.55783,0.0049527157
39499,301.38522,0.0043322495
39500,301.22888,0.0037792237
39501,301.0876,0.0032876814
39502,300.96027,0.0028520124
39503,300.84576,0.002466959
39504,300.7431,0.0021276157
39505,300.65125,0.0018294263
39506,300.56927,0.0015681754
39507,300.4963,0.001339978
39508,300.43152,0.0011412669
39509,300.37415,0.0009687785
39510,300.3235,0.00081953703
39511,300.27887,0.0006908387
39512,300.2397,0.0005802349
39513,300.20538,0.00048551604
39514,300.1754,0.00040469438
39515,300.14932,0.00033598836
39516,300.1267,0.00027780657
39517,300.10712,0.00022873252
39518,300.09024,0.0001875101
39519,300.07574,0.00015302947
39520,300.06332,0.00012431391
39521,300.05273,0.000100507226
39522,300.04373,8.0862046e-05
39523,300.0361,6.472873e-05
39524,300.0297,5.154511e-05
39525,300.02432,4.082697e-05
39526,300.0198,3.21592e-05
39527,300.01605,2.518773e-05
39528,300.01297,1.9612075e-05
39529,300.0104,1.5178597e-05
39530,300.0083,1.1674386e-05
39531,300.0066,8.921731e-06
39532,300.00522,6.773184e-06
39533,300.0041,5.107153e-06
39534,300.00317,3.8240023e-06
39535,300.00247,2.8426234e-06
39536,300.0019,2.0974348e-06
39537,300.00146,1.5357804e-06
39538,300.0011,1.1156864e-06
39539,300.00082,8.039445e-07
39540,300.00064,5.744826e-07
39541,300.00046,4.0699393e-07
39542,300.00034,2.8579169e-07
39543,300.00024,1.988604e-07
39544,300.00018,1.3707697e-07
39545,300.00012,9.3576716e-08
39546,300.0001,6.324228e-08
39547,300.00006,4.2295323e-08
39548,300.00006,2.7973677e-08
39549,300.00003,1.827853e-08
39550,300.00003,1.1895728e-08
39551,300.00003,7.850697e-09
39552,300.00003,4.988481e-09
39553,300.00003,3.135183e-09
39554,300.00006,1.948925e-09
39555,300.00006,1.1983293e-09
39556,300.00006,7.2882517e-10
39557,300.0001,4.3849285e-10
39558,300.0001,2.6099609e-10
39559,300.00012,1.537096e-10
39560,300.00015,8.958963e-11
39561,300.00018,5.1692622e-11
39562,300.0002,2.953489e-11
39563,300.00027,1.670495e-11
39564,300.00034,9.3191435e-12
39565,300.00037,5.177957e-12
39566,300.00043,2.942141e-12
39567,300.0005,1.7098518e-12
39568,300.00058,9.860823e-13
39569,300.00064,5.826717e-13
39570,300.0007,3.4931164e-13
39571,300.00076,2.4273904e-13
39572,300.00082,2.0765586e-13
39573,300.0009,2.1846433e-13
39574,300.00095,2.7269663e-13
39575,300.001,3.7062852e-13
39576,300.00104,5.05071e-13
39577,300.00107,7.14143e-13
39578,300.0011,9.888978e-13
39579,300.0011,1.3426863e-12
39580,308.68814,0.035412885
39581,308.06015,0.032469958
39582,307.4589,0.029691895
39583,306.88547,0.02707959
39584,306.34064,0.024632335
39585,305.82486,0.022348002
39586,305.3383,0.02022326
39587,304.88086,0.018253757
39588,304.4522,0.016434263
39589,304.05182,0.014758812
39590,303.679,0.013220864
39591,303.33282,0.011813466
39592,303.01245,0.010529402
39593,302.7167,0.009361309
39594,302.4445,0.008301789
39595,302.1946,0.00734349
39596,301.96585,0.0064791846
39597,301.75693,0.005701828
39598,301.56668,0.0050046113
39599,301.3938,0.0043809996
39600,301.23715,0.003824763
39601,301.09552,0.0033299956
39602,300.9678,0.00289113
39603,300.85294,0.002502944
39604,300.74985,0.0021605617
39605,300.65756,0.0018594495
39606,300.57516,0.0015954096
39607,300.50177,0.0013645702
39608,300.43658,0.0011633731
39609,300.3788,0.0009885604
39610,300.32776,0.00083715894
39611,300.28275,0.000706465
39612,300.24323,0.0005940279
39613,300.20856,0.0004976342
39614,300.17828,0.0004152909
39615,300.1519,0.00034520993
39616,300.129,0.0002857925
39617,300.10916,0.00023561408
39618,300.09204,0.00019340999
39619,300.0773,0.00015806158
39620,300.0647,0.0001285832
39621,300.05392,0.0001041098
39622,300.04477,8.3885236e-05
39623,300.03702,6.725136e-05
39624,300.03046,5.3637894e-05
39625,300.02496,4.255285e-05
39626,300.02036,3.357386e-05
39627,300.01654,2.6340065e-05
39628,300.01337,2.0544736e-05
39629,300.01074,1.5928521e-05
39630,300.00858,1.2273325e-05
39631,300.0068,9.396787e-06
39632,300.0054,7.147316e-06
39633,300.00424,5.3996628e-06
39634,300.0033,4.0509935e-06
39635,300.00256,3.017424e-06
39636,300.00198,2.2309875e-06
39637,300.00153,1.6369958e-06
39638,300.00116,1.1917596e-06
39639,300.0009,8.6063494e-07
39640,300.00064,6.163604e-07
39641,300.0005,4.3765257e-07
39642,300.00037,3.0803065e-07
39643,300.00027,2.1483997e-07
39644,300.00018,1.4844794e-07
39645,300.00015,1.01588e-07
39646,300.0001,6.882908e-08
39647,300.0001,4.6150586e-08
39648,300.00006,3.0605385e-08
39649,300.00006,2.0055069e-08
39650,300.00003,1.308324e-08
39651,300.00003,8.646632e-09
39652,300.00003,5.510216e-09
39653,300.00003,3.4731578e-09
39654,300.00006,2.1652755e-09
39655,300.00006,1.3352052e-09
39656,300.00006,8.144349e-10
39657,300.0001,4.914476e-10
39658,300.00012,2.934e-10
39659,300.00012,1.7332703e-10
39660,300.00015,1.01337175e-10
39661,300.00018,5.864731e-11
39662,300.00024,3.360443e-11
39663,300.00027,1.9068599e-11
39664,300.00034,1.0711867e-11
39665,300.0004,5.9593055e-12
39666,300.00046,3.4618723e-12
39667,300.00052,1.9789983e-12
39668,300.00058,1.1409764e-12
39669,300.00064,6.6488866e-13
39670,300.0007,4.1516327e-13
39671,300.0008,2.8344268e-13
39672,300.00085,2.3177684e-13
39673,300.00092,2.3778584e-13
39674,300.00095,2.8794258e-13
39675,300.001,3.887629e-13
39676,300.00104,5.293725e-13
39677,300.00107,7.498716e-13
39678,300.0011,1.03089e-12
39679,300.0011,1.4024558e-12
39680,308.67126,0.03539055
39681,308.0473,0.03246571
39682,307.44968,0.02970307
39683,306.8795,0.02710375
39684,306.33752,0.024667373
39685,305.82425,0.02239219
39686,305.33987,0.020275086
39687,304.88428,0.018311728
39688,304.45718,0.016496815
39689,304.05807,0.014824426
39690,303.68628,0.013288184
39691,303.34094,0.011881354
39692,303.02115,0.010596924
39693,302.72586,0.009427713
39694,302.4539,0.008366467
39695,302.20413,0.007405961
39696,301.97537,0.00653907
39697,301.7664,0.005758843
39698,301.57593,0.005058551
39699,301.40283,0.004431731
39700,301.24585,0.0038722127
39701,301.10388,0.0033741426
39702,300.97577,0.002931998
39703,300.86047,0.0025405933
39704,300.75696,0.0021950817
39705,300.66425,0.0018909543
39706,300.5814,0.0016240319
39707,300.50757,0.0013904567
39708,300.44193,0.0011866804
39709,300.38373,0.0010094516
39710,300.33228,0.00085580023
39711,300.2869,0.0007230235
39712,300.24698,0.0006086693
39713,300.21194,0.0005105206
39714,300.18134,0.00042657953
39715,300.15463,0.00035505186
39716,300.13144,0.00029433158
39717,300.11133,0.00024298624
39718,300.09396,0.00019974266
39719,300.079,0.00016347339
39720,300.0662,0.00013318381
39721,300.05524,0.00010799981
39722,300.0459,8.715634e-05
39723,300.038,6.998658e-05
39724,300.0313,5.591185e-05
39725,300.0257,4.443219e-05
39726,300.02097,3.511768e-05
39727,300.01706,2.7600416e-05
39728,300.0138,2.1567135e-05
39729,300.0111,1.6752492e-05
39730,300.00888,1.2932944e-05
39731,300.00708,9.9212175e-06
39732,300.00558,7.561332e-06
39733,300.0044,5.7241523e-06
39734,300.00345,4.303431e-06
39735,300.0027,3.212315e-06
39736,300.00208,2.3802754e-06
39737,300.0016,1.7504344e-06
39738,300.00122,1.2772481e-06
39739,300.00092,9.245155e-07
39740,300.0007,6.6368057e-07
39741,300.00052,4.7239337e-07
39742,300.0004,3.3330315e-07
39743,300.00027,2.3305242e-07
39744,300.0002,1.6144651e-07
39745,300.00015,1.10773925e-07
39746,300.00012,7.52551e-08
39747,300.0001,5.059941e-08
39748,300.00006,3.3652768e-08
39749,300.00006,2.2119977e-08
39750,300.00003,1.4466022e-08
39751,300.00003,9.574684e-09
39752,300.00003,6.120499e-09
39753,300.00003,3.869757e-09
39754,300.00006,2.4200468e-09
39755,300.00006,1.4970286e-09
39756,300.0001,9.1607744e-10
39757,300.0001,5.5458477e-10
39758,300.00012,3.3219133e-10
39759,300.00015,1.9690677e-10
39760,300.00018,1.1552409e-10
39761,300.0002,6.710248e-11
39762,300.00024,3.8602475e-11
39763,300.0003,2.2005306e-11
39764,300.00034,1.2440762e-11
39765,300.0004,7.033186e-12
39766,300.00046,4.0042162e-12
39767,300.00052,2.357222e-12
39768,300.00058,1.312123e-12
39769,300.00064,7.755767e-13
39770,300.00073,4.63383e-13
39771,300.0008,3.103942e-13
39772,300.00085,2.5764682e-13
39773,300.00092,2.5886454e-13
39774,300.00095,3.1091213e-13
39775,300.001,4.0147028e-13
39776,300.00104,5.5207217e-13
39777,300.00107,7.6967816e-13
39778,300.00107,1.0622175e-12
39779,300.0011,1.4447765e-12
39780,308.65363,0.03536881
39781,308.03372,0.032463763
39782,307.43988,0.029718647
39783,306.87314,0.027134534
39784,306.33423,0.02471077
39785,305.8236,0.022445275
39786,305.34152,0.020335292
39787,304.88785,0.018376557
39788,304.4624,0.016564544
39789,304.06464,0.014893923
39790,303.6939,0.013358583
39791,303.34943,0.011951886
39792,303.03027,0.010666881
39793,302.7354,0.009496454
39794,302.46375,0.008433436
39795,302.2141,0.007470688
39796,301.98538,0.0066011776
39797,301.77628,0.0058180396
39798,301.58566,0.005114624
39799,301.4123,0.004484537
39800,301.255,0.003921671
39801,301.11267,0.0034202249
39802,300.9842,0.0029747214
39803,300.86847,0.0025800122
39804,300.7645,0.002231282
39805,300.6713,0.0019240462
39806,300.588,0.0016541458
39807,300.51373,0.001417738
39808,300.44763,0.0012112858
39809,300.389,0.0010315446
39810,300.3371,0.000875549
39811,300.2913,0.0007405974
39812,300.25098,0.0006242369
39813,300.2156,0.0005242477
39814,300.18463,0.00043862744
39815,300.1576,0.00036557598
39816,300.13406,0.00030348045
39817,300.11368,0.00025090057
39818,300.09604,0.00020655485
39819,300.08084,0.00016930701
39820,300.0678,0.00013815335
39821,300.05664,0.0001122107
39822,300.04715,9.070493e-05
39823,300.03906,7.296035e-05
39824,300.03223,5.838966e-05
39825,300.02646,4.6484663e-05
39826,300.02164,3.6807625e-05
39827,300.0176,2.8983302e-05
39828,300.01428,2.2691615e-05
39829,300.0115,1.7660934e-05
39830,300.00922,1.3661982e-05
39831,300.00735,1.0502296e-05
39832,300.00583,8.021244e-06
39833,300.0046,6.085551e-06
39834,300.0036,4.585327e-06
39835,300.0028,3.4305351e-06
39836,300.00217,2.5478919e-06
39837,300.00168,1.8781557e-06
39838,300.00128,1.3737734e-06
39839,300.00098,9.968518e-07
39840,300.00073,7.174221e-07
39841,300.00055,5.119668e-07
39842,300.0004,3.6217904e-07
39843,300.0003,2.539263e-07
39844,300.0002,1.7639171e-07
39845,300.00015,1.2136954e-07
39846,300.00012,8.2691535e-08
39847,300.0001,5.576486e-08
39848,300.00006,3.7203026e-08
39849,300.00006,2.4534298e-08
39850,300.00006,1.6086185e-08
39851,300.00003,1.0664288e-08
39852,300.00003,6.840648e-09
39853,300.00006,4.340514e-09
39854,300.00006,2.7241653e-09
39855,300.00006,1.6910834e-09
39856,300.0001,1.0384021e-09
39857,300.0001,6.30802e-10
39858,300.00012,3.7915726e-10
39859,300.00015,2.2554164e-10
39860,300.00018,1.3280511e-10
39861,300.0002,7.7430444e-11
39862,300.00024,4.4717507e-11
39863,300.0003,2.5589933e-11
39864,300.00037,1.4510116e-11
39865,300.0004,8.232726e-12
39866,300.00046,4.565809e-12
39867,300.00052,2.6495462e-12
39868,300.0006,1.4858789e-12
39869,300.00067,8.706877e-13
39870,300.00073,5.1757757e-13
39871,300.0008,3.4083614e-13
39872,300.00085,2.7412436e-13
39873,300.00092,2.7178943e-13
39874,300.00095,3.2627934e-13
39875,300.001,4.195861e-13
39876,300.00104,5.7349416e-13
39877,300.00107,7.8252563e-13
39878,300.00107,1.0964644e-12
39879,300.0011,1.4725763e-12
39880,308.63638,0.035345994
39881,308.02078,0.032460377
39882,307.4307,0.02973206
39883,306.86728,0.027162591
39884,306.3313,0.02475213
39885,305.8233,0.02249958
39886,305.34348,0.020393634
39887,304.89178,0.018439325
39888,304.468,0.016631298
39889,304.0716,0.014963652
39890,303.70197,0.013430119
39891,303.35837,0.0120241335
39892,303.03986,0.0107388925
39893,302.74545,0.009567436
39894,302.4741,0.008502735
39895,302.2246,0.007537779
39896,301.99588,0.006665647
39897,301.7867,0.0058795717
39898,301.59592,0.005172989
39899,301.42227,0.004539579
39900,301.26468,0.003973298
39901,301.12198,0.0034683999
39902,300.99307,0.0030194533
39903,300.8769,0.002621349
39904,300.77246,0.0022693044
39905,300.6788,0.001958861
39906,300.59503,0.0016858809
39907,300.52026,0.0014465374
39908,300.4537,0.0012373057
39909,300.3946,0.0010549496
39910,300.34225,0.0008965086
39911,300.29602,0.00075928355
39912,300.25528,0.00064082124
39913,300.2195,0.0005388995
39914,300.18814,0.00045151214
39915,300.16077,0.0003768536
39916,300.13693,0.0003133043
39917,300.1162,0.00025941647
39918,300.0983,0.00021390029
39919,300.08286,0.0001756108
39920,300.06955,0.0001435352
39921,300.0582,0.00011678112
39922,300.04846,9.456525e-05
39923,300.04022,7.620282e-05
39924,300.03323,6.109771e-05
39925,300.02734,4.873321e-05
39926,300.02237,3.8663515e-05
39927,300.01825,3.0505744e-05
39928,300.0148,2.3932691e-05
39929,300.01193,1.8666145e-05
39930,300.00958,1.4470786e-05
39931,300.00766,1.1148665e-05
39932,300.00607,8.534214e-06
39933,300.0048,6.489753e-06
39934,300.00375,4.9014934e-06
39935,300.00293,3.6759832e-06
39936,300.0023,2.7369701e-06
39937,300.00177,2.0226569e-06
39938,300.00134,1.4833093e-06
39939,300.001,1.0791903e-06
39940,300.00076,7.787859e-07
39941,300.00058,5.5729686e-07
39942,300.00043,3.953628e-07
39943,300.0003,2.7799368e-07
39944,300.00024,1.9368174e-07
39945,300.00018,1.3367011e-07
39946,300.00012,9.135569e-08
39947,300.0001,6.180594e-08
39948,300.00006,4.137199e-08
39949,300.00006,2.7381514e-08
39950,300.00006,1.800139e-08
39951,300.00006,1.1953075e-08
39952,300.00006,7.695881e-09
39953,300.00006,4.900687e-09
39954,300.00006,3.0867031e-09
39955,300.00006,1.9232178e-09
39956,300.0001,1.1854788e-09
39957,300.0001,7.2297257e-10
39958,300.00012,4.3627438e-10
39959,300.00015,2.6054076e-10
39960,300.00018,1.5401325e-10
39961,300.0002,9.0142144e-11
39962,300.00027,5.2263752e-11
39963,300.0003,3.0075036e-11
39964,300.00037,1.7191769e-11
39965,300.00043,9.800294e-12
39966,300.0005,5.760358e-12
39967,300.00055,3.242259e-12
39968,300.0006,1.8570922e-12
39969,300.00067,1.0644651e-12
39970,300.00073,6.588358e-13
39971,300.0008,4.1570995e-13
39972,300.00085,3.151551e-13
39973,300.00092,3.0362472e-13
39974,300.00095,3.4125854e-13
39975,300.001,4.3293095e-13
39976,300.00104,5.8081545e-13
39977,300.00107,8.0109996e-13
39978,300.00107,1.0998275e-12
39979,300.0011,1.4782645e-12
39980,308.6188,0.035320003
39981,308.00748,0.03245364
39982,307.4213,0.029741526
39983,306.86136,0.027185107
39984,306.3285,0.024784306
39985,305.8232,0.022537604
39986,305.3457,0.020444477
39987,304.89603,0.018499203
39988,304.47388,0.016697401
39989,304.0789,0.015033855
39990,303.71042,0.013502768
39991,303.3677,0.012097906
39992,303.04987,0.010812711
39993,302.75598,0.009640422
39994,302.48492,0.008574175
39995,302.23563,0.0076071015
39996,302.00693,0.006732402
39997,301.79767,0.005943413
39998,301.6067,0.005233661
39999,301.4328,0.0045969035
40000,301.27487,0.0040271645
40001,301.13177,0.0035187558
40002,301.00244,0.0030662946
40003,300.88583,0.0026647134
40004,300.7809,0.0023092637
40005,300.68677,0.0019955158
40006,300.6025,0.0017193542
40007,300.52722,0.0014769706
40008,300.46017,0.0012648532
40009,300.4006,0.0010797756
40010,300.34778,0.00091878365
40011,300.3011,0.0007791813
40012,300.2599,0.000658516
40013,300.2237,0.0005545642
40014,300.19196,0.00046531614
40015,300.16418,0.0003889613
40016,300.13998,0.0003238739
40017,300.11896,0.00026859884
40018,300.10074,0.00022183824
40019,300.08502,0.00018243848
40020,300.07147,0.00014937777
40021,300.05984,0.000121754456
40022,300.04993,9.877592e-05
40023,300.04147,7.974817e-05
40024,300.03433,6.4066044e-05
40025,300.0283,5.1204104e-05
40026,300.0232,4.070816e-05
40027,300.01892,3.218741e-05
40028,300.01538,2.5307216e-05
40029,300.01242,1.978246e-05
40030,300.01,1.537146e-05
40031,300.008,1.1870479e-05
40032,300.00635,9.108699e-06
40033,300.00504,6.943746e-06
40034,300.00397,5.257661e-06
40035,300.00308,3.9533215e-06
40036,300.0024,2.951273e-06
40037,300.00186,2.18695e-06
40038,300.00143,1.6082467e-06
40039,300.0011,1.1734121e-06
40040,300.00082,8.4923914e-07
40041,300.0006,6.095177e-07
40042,300.00046,4.3372296e-07
40043,300.00034,3.059134e-07
40044,300.00024,2.1381142e-07
40045,300.00018,1.4804363e-07
40046,300.00015,1.0151819e-07
40047,300.0001,6.891953e-08
40048,300.0001,4.6301857e-08
40049,300.00006,3.0765612e-08
40050,300.00006,2.029132e-08
40051,300.00006,1.3501779e-08
40052,300.00006,8.710244e-09
40053,300.00006,5.566791e-09
40054,300.00006,3.5212024e-09
40055,300.00006,2.2035433e-09
40056,300.0001,1.3641769e-09
40057,300.00012,8.3554597e-10
40058,300.00012,5.063763e-10
40059,300.00015,3.03699e-10
40060,300.00018,1.8028444e-10
40061,300.0002,1.05959116e-10
40062,300.00027,6.169861e-11
40063,300.0003,3.564977e-11
40064,300.00037,2.0679658e-11
40065,300.00043,1.2096018e-11
40066,300.0005,6.8199947e-12
40067,300.00055,3.7420995e-12
40068,300.0006,2.1273205e-12
40069,300.00067,1.2758423e-12
40070,300.00073,7.452091e-13
40071,300.0008,4.982523e-13
40072,300.00085,3.700037e-13
40073,300.00092,3.261521e-13
40074,300.00095,3.6061448e-13
40075,300.001,4.4730636e-13
40076,300.00104,5.9683996e-13
40077,300.00107,8.039349e-13
40078,300.00107,1.1040609e-12
40079,300.00107,1.4693211e-12
40080,308.60098,0.035294425
40081,307.99405,0.032448098
40082,307.41187,0.029753251
40083,306.8555,0.027211403
40084,306.3258,0.024822488
40085,305.8233,0.022584947
40086,305.3482,0.020501627
40087,304.9006,0.018563626
40088,304.48022,0.016767045
40089,304.08667,0.015107067
40090,303.71936,0.013578172
40091,303.3776,0.012174329
40092,303.0605,0.010889155
40093,302.7671,0.00971604
40094,302.49637,0.008648265
40095,302.24722,0.007679086
40096,302.01855,0.0068018176
40097,301.80923,0.0060098977
40098,301.61807,0.005296942
40099,301.4439,0.004656787
40100,301.28564,0.0040835254
40101,301.14215,0.0035715285
40102,301.0124,0.0031154642
40103,300.8953,0.0027103086
40104,300.78992,0.00235135
40105,300.69525,0.0020341882
40106,300.61044,0.0017547328
40107,300.53467,0.001509194
40108,300.4671,0.0012940753
40109,300.40698,0.0011061608
40110,300.35367,0.0009425037
40111,300.3065,0.0008004119
40112,300.26486,0.00067743455
40113,300.2282,0.0005713471
40114,300.19604,0.00048013698
40115,300.16788,0.00040198915
40116,300.1433,0.00033527197
40117,300.12195,0.00027852334
40118,300.1034,0.0002304376
40119,300.08737,0.00018985252
40120,300.07355,0.00015573735
40121,300.06168,0.00012718115
40122,300.05154,0.00010338193
40123,300.04288,8.363629e-05
40124,300.03552,6.7329835e-05
40125,300.02933,5.3928135e-05
40126,300.02408,4.2968364e-05
40127,300.01968,3.405149e-05
40128,300.01602,2.6835114e-05
40129,300.01297,2.1026883e-05
40130,300.01047,1.637843e-05
40131,300.0084,1.2679874e-05
40132,300.00668,9.75484e-06
40133,300.00528,7.455942e-06
40134,300.00418,5.660755e-06
40135,300.00327,4.268207e-06
40136,300.00253,3.1953846e-06
40137,300.00195,2.3747195e-06
40138,300.00153,1.7515218e-06
40139,300.00116,1.2818377e-06
40140,300.0009,9.3059964e-07
40141,300.00067,6.700403e-07
40142,300.0005,4.783447e-07
40143,300.00037,3.3851214e-07
40144,300.00027,2.3740428e-07
40145,300.0002,1.649553e-07
40146,300.00015,1.135219e-07
40147,300.00012,7.735387e-08
40148,300.0001,5.2166122e-08
40149,300.00006,3.4796034e-08
40150,300.00006,2.3000341e-08
40151,300.00006,1.5279463e-08
40152,300.00006,1.0024952e-08
40153,300.00006,6.414092e-09
40154,300.00006,4.0666484e-09
40155,300.0001,2.5529512e-09
40156,300.0001,1.5862999e-09
40157,300.00012,9.754979e-10
40158,300.00012,5.9373123e-10
40159,300.00015,3.5770725e-10
40160,300.00018,2.1334934e-10
40161,300.00024,1.2597431e-10
40162,300.00027,7.3626924e-11
40163,300.00034,4.2648628e-11
40164,300.00037,2.4554775e-11
40165,300.00043,1.3702051e-11
40166,300.0005,7.75531e-12
40167,300.00055,4.505305e-12
40168,300.0006,2.5754863e-12
40169,300.00067,1.5510195e-12
40170,300.00073,9.511221e-13
40171,300.0008,5.935039e-13
40172,300.00085,4.2241655e-13
40173,300.00092,3.6462112e-13
40174,300.00095,3.746722e-13
40175,300.001,4.5730027e-13
40176,300.00104,6.0006953e-13
40177,300.00107,8.0592217e-13
40178,300.00107,1.0985366e-12
40179,300.00107,1.4553643e-12
40180,308.58304,0.035266783
40181,307.9806,0.03244127
40182,307.40247,0.029764637
40183,306.84973,0.02723867
40184,306.32327,0.024863703
40185,305.82358,0.02263884
40186,305.35098,0.02056228
40187,304.9055,0.018630246
40188,304.48688,0.016838444
40189,304.09485,0.015181971
40190,303.72876,0.013655359
40191,303.38794,0.012252686
40192,303.07156,0.010967694
40193,302.77872,0.009793909
40194,302.50833,0.008724735
40195,302.2594,0.007753552
40196,302.0308,0.006873784
40197,301.82138,0.0060789715
40198,301.63004,0.005362822
40199,301.45563,0.004719255
40200,301.29703,0.004142433
40201,301.15314,0.0036267913
40202,301.02292,0.0031670523
40203,300.90536,0.0027582382
40204,300.79944,0.0023956755
40205,300.70425,0.0020749974
40206,300.61893,0.0017921391
40207,300.5426,0.0015433322
40208,300.4745,0.0013250965
40209,300.41385,0.0011342281
40210,300.36002,0.0009677888
40211,300.31232,0.0008230918
40212,300.2702,0.00069768855
40213,300.2331,0.00058935455
40214,300.20047,0.00049607514
40215,300.17188,0.0004160315
40216,300.1469,0.0003475865
40217,300.12515,0.0002892716
40218,300.10626,0.00023977346
40219,300.08994,0.00019792163
40220,300.0758,0.00016267643
40221,300.0637,0.00013311772
40222,300.05328,0.00010843401
40223,300.0444,8.791245e-05
40224,300.03687,7.0929214e-05
40225,300.03046,5.6940684e-05
40226,300.02505,4.5475103e-05
40227,300.02054,3.6124915e-05
40228,300.01672,2.8539653e-05
40229,300.01358,2.2419381e-05
40230,300.01096,1.7508693e-05
40231,300.0088,1.3591236e-05
40232,300.00702,1.0484716e-05
40233,300.00558,8.03641e-06
40234,300.00443,6.119103e-06
40235,300.00345,4.6274745e-06
40236,300.00272,3.4748703e-06
40237,300.0021,2.59046e-06
40238,300.00162,1.9167346e-06
40239,300.00122,1.4073257e-06
40240,300.00095,1.0251173e-06
40241,300.0007,7.4061984e-07
40242,300.00052,5.305846e-07
40243,300.0004,3.768285e-07
40244,300.0003,2.6524793e-07
40245,300.0002,1.8499668e-07
40246,300.00015,1.278072e-07
40247,300.00012,8.743503e-08
40248,300.0001,5.9208322e-08
40249,300.00006,3.966591e-08
40250,300.00006,2.6314913e-08
40251,300.00006,1.7489786e-08
40252,300.00006,1.1552683e-08
40253,300.00006,7.438283e-09
40254,300.00006,4.7392117e-09
40255,300.0001,2.988358e-09
40256,300.0001,1.8649358e-09
40257,300.00012,1.1519348e-09
40258,300.00015,7.0429446e-10
40259,300.00015,4.2622914e-10
40260,300.0002,2.5530508e-10
40261,300.00024,1.5136484e-10
40262,300.00027,8.887117e-11
40263,300.00034,5.1617613e-11
40264,300.00037,2.957969e-11
40265,300.00043,1.6882119e-11
40266,300.0005,9.559559e-12
40267,300.00055,5.6038767e-12
40268,300.0006,3.2282508e-12
40269,300.00067,1.9445391e-12
40270,300.00073,1.1546637e-12
40271,300.0008,7.2679476e-13
40272,300.00085,4.944534e-13
40273,300.00092,4.0148267e-13
40274,300.00095,3.9913388e-13
40275,300.001,4.6838976e-13
40276,300.00104,5.986409e-13
40277,300.00104,8.0067485e-13
40278,300.00107,1.0775065e-12
40279,300.00107,1.4222053e-12
40280,308.56476,0.03523994
40281,307.9669,0.032435678
40282,307.3929,0.029777601
40283,306.84393,0.027267644
40284,306.3208,0.024906289
40285,305.82407,0.022692699
40286,305.354,0.020624856
40287,304.91074,0.018699614
40288,304.49402,0.016912961
40289,304.10352,0.015260169
40290,303.73874,0.013735924
40291,303.39893,0.012334453
40292,303.08334,0.011049648
40293,302.79102,0.009875175
40294,302.52103,0.008804571
40295,302.2723,0.007831338
40296,302.04376,0.0069490154
40297,301.83426,0.0061512445
40298,301.64273,0.0054318258
40299,301.46805,0.00478476
40300,301.3091,0.0042042844
40301,301.16483,0.0036848967
40302,301.03412,0.0032213742
40303,300.91605,0.0028087867
40304,300.8096,0.0024425006
40305,300.71387,0.0021181821
40306,300.628,0.0018317939
40307,300.5511,0.00157959
40308,300.4824,0.0013581073
40309,300.4212,0.0011641552
40310,300.36682,0.0009948048
40311,300.3186,0.0008473755
40312,300.27594,0.00071942195
40313,300.23834,0.00060872047
40314,300.20526,0.000513255
40315,300.17624,0.00043120334
40316,300.15082,0.00036092364
40317,300.1287,0.00030094106
40318,300.10944,0.0002499351
40319,300.0927,0.00020672713
40320,300.0783,0.00017026879
40321,300.0659,0.00013963069
40322,300.0552,0.00011399192
40323,300.04608,9.263001e-05
40324,300.03833,7.4911586e-05
40325,300.03174,6.028358e-05
40326,300.02615,4.8265072e-05
40327,300.02145,3.843969e-05
40328,300.01755,3.044856e-05
40329,300.01425,2.398382e-05
40330,300.01154,1.8782663e-05
40331,300.00928,1.462189e-05
40332,300.00742,1.1312936e-05
40333,300.00592,8.697374e-06
40334,300.00467,6.642861e-06
40335,300.0037,5.039496e-06
40336,300.00287,3.7965774e-06
40337,300.00223,2.839727e-06
40338,300.00174,2.1083551e-06
