z (m),u (m/s),V (1/s),T (K),rho (kg/m3),H2,H,O,O2,OH,H2O,HO2,H2O2,CH,CH2,CH2*,CH3,CH4,CO,CO2,HCO,CH2O,CH3O,C2H2,H2CC,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,CH2CHO,CH3CHO,aC3H5,C3H6,nC3H7,N2
0.068125,0.6846709593732828,0.0,300.0000640246988,1.169844077138631,5.04255353405682e-06,-8.288579056528332e-21,2.665675331985017e-19,0.19629899177518226,8.185830140095302e-17,6.996301605691431e-09,2.143269928226131e-11,1.0986553644036457e-11,-6.929245960780147e-23,-2.2459499215673762e-21,-1.6085234644350265e-23,2.1612708144882403e-12,1.6430601546200876e-10,1.5857460068113915e-09,3.233478622798587e-11,3.2082274591080975e-20,1.3663058668006366e-11,5.148462693590297e-17,9.542611772963e-12,-1.3592088895262982e-22,2.9397642715663156e-20,0.06549969089184009,-1.303980128649466e-19,4.088545008065242e-12,-4.3160988552195596e-21,8.053175412842575e-13,2.818244004896467e-19,2.0386966861239441e-13,2.414283655695275e-15,8.312040775364328e-14,6.4881461302345214e-18,0.7381962659377858
0.06875,0.6846909496779873,0.0,300.00133890910575,1.1698099226559984,3.179291744806143e-05,6.042541957366191e-20,4.228041388342232e-17,0.1962935848419893,1.1833140673724901e-14,1.4010537636089142e-07,4.655772488066725e-10,2.4088730750789966e-10,8.078681805665235e-23,1.235003755842724e-19,1.9443505066091043e-23,4.191256810949424e-11,3.3110572151639034e-09,3.4552455254932876e-08,9.218386175581369e-10,4.97162372217799e-18,3.937990108478626e-10,1.2440671114545681e-14,2.569118071484136e-10,1.5959108102110033e-22,4.205502618465382e-18,0.06549804747277681,8.374224507057326e-19,1.2589776116296838e-10,5.030875660406849e-21,2.6926272625570732e-11,4.1123594206125887e-17,6.860878966218439e-12,3.3311765516443894e-14,1.585449636389944e-12,1.2599478115940741e-16,0.7381763943166423
0.0690625,0.6847587473212415,0.0,300.0116394617262,1.1696941014123308,0.0001008223715440065,3.81076624238679e-18,2.4891022480976865e-15,0.19627919262200275,6.988175559387173e-13,1.1713526373120166e-06,4.1943100202149e-09,2.1848533431568917e-09,-1.9009527802832697e-22,7.0664119625636e-18,2.8851474424567313e-22,3.5108183667782637e-10,2.7839515119870098e-08,3.117894245089529e-07,1.0645066168024855e-08,2.9275715526038294e-16,4.591994398801628e-09,1.0747039475063886e-12,2.8138306091914322e-09,1.827975608090285e-22,2.4778039786846035e-16,0.06549377081032502,4.455423680788504e-17,1.5399213170074976e-09,-1.0903862141555729e-20,3.5937227110341975e-10,2.4214628050671202e-15,9.248417298895097e-11,4.872264301267046e-13,2.259111554117335e-11,1.0551266254349985e-15,0.7381246764167788
0.06937499999999999,0.6851890635539082,0.0,300.12596968731657,1.1689595086830895,0.0003612807458376459,3.2844589345969307e-16,1.0922774976131257e-13,0.1962201310634512,3.06611714859396e-11,1.2164021693649605e-05,4.7104584914519825e-08,2.4737292895222437e-08,-1.8017747357802907e-22,3.1518603232814165e-16,1.5150779003326356e-19,3.650566649654743e-09,2.908616329472413e-07,3.51181046490807e-06,1.5555172314971545e-07,1.288224350768791e-14,6.771944261717045e-08,7.113775369973881e-11,3.889318337344005e-08,2.5243332308938935e-19,1.0895462145627586e-14,0.06547713311375918,3.806112106059511e-15,2.3889011062018154e-08,6.616602830021121e-19,6.098171300878454e-09,1.064384789794983e-13,1.5889081352565558e-09,9.534836510675008e-12,4.364224521460152e-10,1.102542621620539e-14,0.7379251186022653
0.06953124999999999,0.6865760875079576,0.0,300.61534334743413,1.1665979827503676,0.0007620685185133219,1.0165294888155644e-14,1.6817149274264698e-12,0.19610935628328144,4.68909539166471e-10,5.743078818899488e-05,2.366475131499236e-07,1.2528467461105744e-07,-8.824121401532324e-21,5.152801443685463e-15,1.0957128325099332e-17,1.7288305529810245e-08,1.3803960871136062e-06,1.774990238569798e-05,9.826918971432801e-07,2.0030108582508375e-13,4.296187208897818e-07,1.7170338593191003e-09,2.3412289835602403e-07,1.826809180246544e-17,1.6832507161638116e-13,0.06544883567171893,1.2698489556270318e-13,1.589772884240559e-07,7.423276586156627e-17,4.372425602131772e-08,1.6439059626495035e-12,1.1572758377357009e-08,7.865569975377672e-11,3.5649720218945234e-09,5.3285150376743473e-14,0.737600932678051
0.06968749999999999,0.6939791575932268,0.0,303.55236468649673,1.1541532568777189,0.0017140896789954565,3.7174610328668976e-13,2.1260454311115304e-11,0.19573262385245865,5.695966148845393e-09,0.00031953124106239765,1.4046033082986486e-06,7.500186433472059e-07,7.301902661012839e-20,8.586969344504862e-14,7.486107727959113e-16,9.773986125344528e-08,7.729945006589325e-06,0.00010653933441343289,7.51897348721233e-06,2.707811025825913e-12,3.2861579129514223e-06,3.477895232242836e-08,1.7000983218705794e-06,1.2495347168480263e-15,2.172523561708012e-12,0.06536194060204745,5.073135736539145e-12,1.2864067854533683e-06,7.968057111373843e-15,3.8275663611062737e-07,2.1282768837697295e-11,1.0319189812121219e-07,8.087265512861452e-10,3.613850394492192e-08,3.41472171963846e-13,0.7367409379237068
0.06976562499999998,0.7105156900944211,0.0,310.42730155502846,1.1272915562631403,0.002671475514987718,4.336149368747442e-12,1.1108194047485662e-10,0.19509995241189115,2.7017992937439932e-08,0.0009125212235325959,4.250442495181165e-06,2.2105291825492763e-06,-3.3035036277148385e-19,6.838132656894353e-13,1.1220642200383495e-14,3.1151915155646445e-07,2.2219056861808266e-05,0.00032267516186137697,2.7437423065144398e-05,1.6432767050895088e-11,1.1856182619730955e-05,2.679985538456088e-07,5.955377157698707e-06,1.8744564206193208e-14,1.1830341901860027e-11,0.06521910138010366,8.683307451253654e-11,4.901979012574905e-06,1.6028036248448108e-13,1.5492103942191367e-06,1.168689178862479e-10,4.2526194648600575e-07,3.955802065918312e-09,1.6566071971658741e-07,1.4461209390747276e-12,0.7356926923429645
0.06980468749999999,0.7331444689073878,0.0,319.9893951219357,1.0924973075428388,0.0033815738144391404,2.2133847767035854e-11,3.288467288467948e-10,0.19433800407443833,6.985886006524042e-08,0.0017133030811850025,8.432094646291648e-06,4.1868611068398855e-06,4.1048016040398847e-19,2.9079954761033187e-12,6.303810060499137e-14,6.833390403477703e-07,4.199837962333451e-05,0.0006341015807475798,6.205153455721158e-05,5.7752273664147154e-11,2.6467751925974263e-05,9.054139900090927e-07,1.3052289568625412e-05,1.0543304272943587e-13,3.6799115132673383e-11,0.06503353103271393,9.32990680690858e-10,1.1461551314611394e-05,1.0991859484667276e-12,3.803599533072577e-06,3.697524472517534e-10,1.0577051417119763e-06,1.1697361498646769e-08,4.4957207076426307e-07,4.695189315764358e-12,0.7347248530105898
0.06984374999999998,0.780732540005382,0.0,340.2233229813606,1.0259062105136778,0.0042988643895096965,1.4540836801190034e-10,1.1779578780966146e-09,0.19282885373616923,1.932825117729136e-07,0.003360771207075159,1.7846394540920013e-05,8.226892222833039e-06,2.772154321777132e-19,1.541667447910925e-11,4.232606440365725e-13,1.686379741966646e-06,8.33176376466469e-05,0.0013158210360087006,0.00015075642756835655,2.664685095024997e-10,6.322250499084717e-05,2.9934202276168414e-06,3.0614084073596414e-05,7.088983683311682e-13,1.4622227868915715e-10,0.06462302600116523,1.1861228237222057e-08,2.8903310078025984e-05,9.258145492989329e-12,1.0139951066081191e-05,1.5346321538730935e-09,2.857051107443831e-06,3.9047535705672724e-08,1.3420012719198999e-06,2.5319866780320546e-11,0.733170510062444
0.06988281249999999,0.8757141675703917,0.0,380.6803455379321,0.9146344156230801,0.005440508164039553,1.2743638604055976e-09,5.5699092445856525e-09,0.1899136701732749,6.067598538859926e-07,0.006544414309308654,3.8592652912610546e-05,1.5703462738670107e-05,2.045299460956195e-20,1.0408802941401817e-10,3.6188736332276622e-12,4.715446299745506e-06,0.00016523113126363863,0.0027338548222695163,0.00036509819399657527,1.6827538362938151e-09,0.00014947852452989644,9.112059981137783e-06,7.165943679938724e-05,6.060251299263158e-12,8.520760547921887e-10,0.06372227728679566,1.5373860457152584e-07,7.248653315260995e-05,9.389647952416717e-11,2.6809802153405863e-05,9.618137741493644e-09,7.655845936252966e-06,1.3760049028226724e-07,3.9743610431639964e-06,2.466783528066721e-10,0.7307138402429731
0.06990234374999998,0.9547998697926456,0.0,414.3473446816045,0.8388755576659009,0.00609566626203541,5.689976048080828e-09,1.597235079141421e-08,0.18751618828239836,1.2986722638653403e-06,0.009102139070085778,5.798727179024336e-05,2.1224051024818487e-05,2.3105552943912576e-17,3.6937426073539364e-10,1.4658645627342902e-11,9.070607372665632e-06,0.00023307922758341237,0.0039590676826085185,0.000574470554409014,5.543432269528505e-09,0.00023059625892365382,1.5675159927171425e-05,0.00011067298983505324,2.451448420142338e-11,2.8221876948616933e-09,0.06289279885809487,7.702585037812038e-07,0.00011602190287014507,3.9345972450538013e-10,4.4168776348431066e-05,3.548924913367581e-08,1.2740302707355862e-05,2.881201729738874e-07,7.022464993657413e-06,1.2082326679446404e-09,0.728998985698615
0.069921875,1.064153601019417,0.0,460.8204971051051,0.752671629445379,0.006796257434223228,2.7475782242039434e-08,4.7526315789726625e-08,0.18420247332728654,2.8514306170313816e-06,0.012530415662186569,8.721089501678874e-05,2.817563271649017e-05,3.9623543451680715e-16,1.3673284888332617e-09,6.258767055915715e-11,1.7936851629600925e-05,0.0003268227778094399,0.00570870927185106,0.0009016174557380738,1.940346476094579e-08,0.00035300475061003384,2.595562139562366e-05,0.00017041801216173322,1.0400830565856359e-10,1.0407778026172134e-08,0.06164424657356422,3.1101699123700725e-06,0.00018492173188571813,1.6747547449442774e-09,7.245835257363862e-05,1.4502970387413827e-07,2.1175890286509797e-05,6.104598158363606e-07,1.2458651838959894e-05,6.030198738594653e-09,0.7269089099649575
0.06993164062499999,1.1328854410802043,0.0,489.97663915274956,0.7070072411832601,0.007160412303529405,7.475335879862999e-08,8.688959568901929e-08,0.182112670436979,4.396359476361718e-06,0.014628247389976624,0.00010690049930688082,3.2171870863458204e-05,2.1966809775081634e-15,2.8306279893405945e-09,1.3872641095891497e-10,2.5936515022712598e-05,0.0003857759522458135,0.006838724610592062,0.0011280578732359623,3.8434612134088064e-08,0.00043444539840540143,3.2645624572738224e-05,0.00021114668834315662,2.2946930042337042e-10,2.141724505737674e-08,0.06080273015384217,6.415884731903363e-06,0.00023265160529819322,3.694223301054344e-09,9.245593217086606e-05,3.3064003832207727e-07,2.72893860462225e-05,8.991671688584934e-07,1.6631523474585653e-05,1.4662149374237528e-08,0.7257188211346689
0.06994140624999999,1.212139600255979,0.0,523.541853516936,0.6607804931850019,0.007531123310303335,1.967691196346374e-07,1.5701148642290787e-07,0.17969032136807334,6.747039237758884e-06,0.017001735214006664,0.00013064642476773642,3.650163860608612e-05,1.2230544142231298e-14,5.843375018212297e-09,3.070912802162967e-10,3.756589707162534e-05,0.0004539079486479981,0.008169743804331586,0.0014078544360094432,7.603978706223067e-08,0.0005317215184490193,4.030108794581362e-05,0.0002609498839473571,5.041672932933774e-10,4.446536033645285e-08,0.05978142664211577,1.2445891986530096e-05,0.00029141823892324316,7.999220815171815e-09,0.00011735168750821847,7.439841210599427e-07,3.50855175159029e-05,1.3185550474313747e-06,2.2181213156559172e-05,3.393627025629095e-08,0.7244383858223371
0.069951171875,1.3023614558615886,0.0,561.6782560029827,0.6150045369770126,0.007906519280738454,5.151330678104686e-07,2.8048905913142406e-07,0.17691358081978809,1.0271202511654258e-05,0.019653774845923615,0.00015880832125895962,4.1114372159619514e-05,6.751083998589878e-14,1.2010008184848097e-08,6.750488599918972e-10,5.4309973861627657e-05,0.0005317323455719054,0.009719030842728328,0.0017487032745066914,1.495417774981038e-07,0.0006452100137772307,4.854036968000008e-05,0.0003210393904463144,1.0970644888236392e-09,9.238819344706201e-08,0.05855860232216605,2.2791574643701685e-05,0.0003622132408314291,1.7032593571230057e-08,0.00014751059649299614,1.6405209112393098e-06,4.4861725000568494e-05,1.9073235108796527e-06,2.942232066212998e-05,7.469735334832791e-08,0.7230772722585946
0.06996093749999999,1.4037778654614221,0.0,604.4506513632741,0.5705733321231513,0.0082848919746448,1.3167984770792883e-06,4.933563378222174e-07,0.17376531312969093,1.545063452771257e-05,0.022582227629797218,0.00019161854730185765,4.594238391820955e-05,3.6641303209500093e-13,2.4452412941387605e-08,1.4640484480492716e-09,7.814665634045684e-05,0.0006196017351439363,0.011501582302195628,0.0021582715611068552,2.9050693206977753e-07,0.0007740902751745618,5.6700708732774714e-05,0.00039261431360798594,2.349318776239502e-09,1.903111925754439e-07,0.0571145769698667,3.9217797758121025e-05,0.00044545387692331115,3.541134001910188e-08,0.00018288884669404756,3.479348608139446e-06,5.691590703474486e-05,2.702165479325364e-06,3.868890651736492e-05,1.545103741410012e-07,0.7216471151681351
0.06997070312499999,1.516375314121518,0.0,651.8177953702597,0.5282057975820601,0.00866476814794418,3.2220310722650445e-06,8.526326150197902e-07,0.17023371863554795,2.290198210130681e-05,0.025780408449222417,0.00022913392207459207,5.08983526158946e-05,1.8969387126206103e-12,4.907838763702563e-08,3.114248543039891e-09,0.00011164786662453263,0.0007176514641067833,0.013529646517545787,0.0026440519839655945,5.55074344284112e-07,0.0009159265480452512,6.382009528599351e-05,0.0004768456805270237,4.9266128455009e-09,3.854778324438784e-07,0.05543347394231385,6.294969254749792e-05,0.0005406270984215684,7.150098160004381e-08,0.0002228218498416061,6.985221724075563e-06,7.152505767329128e-05,3.72872169971553e-06,5.031555143136479e-05,2.969877330664552e-07,0.720160712393015
0.06998046875,1.6398818223645042,0.0,703.6254118425555,0.4884243764586341,0.00904494993798111,7.4302621912944045e-06,1.4491142718186101e-06,0.16631277378010467,3.342033342855909e-05,0.029237611707212858,0.0002711989677712196,5.587043872375321e-05,9.09388899523709e-12,9.658077658592597e-08,6.463800963004745e-09,0.00015801861182324623,0.0008256906610549189,0.01581228813868266,0.0032132505009753215,1.0405918796556384e-06,0.0010663433613081208,6.872219930671945e-05,0.0005748690914540674,1.0080532804292946e-08,7.621974550167435e-07,0.0535053719308074,9.361098518674309e-05,0.0006457999519512775,1.398126091179385e-07,0.00026585183743142347,1.3131003066209743e-05,8.891175656464439e-05,4.992718193467384e-06,6.460658904838777e-05,5.245694632495776e-07,0.7186312558158489
0.06998535156249999,1.7056421562422863,0.0,731.1456267751468,0.4695933844879955,0.009234920036856463,1.1190374359778948e-05,1.8945946993723398e-06,0.16420295235994384,4.025390050475832e-05,0.03106068361568414,0.000293831400306081,5.830925427057751e-05,1.9987061244917155e-11,1.3551628616250307e-07,9.264646960793489e-09,0.0001875002942647649,0.0008832718368138059,0.01705319622561269,0.0035323868068271908,1.4249656958105534e-06,0.0011424248983849603,6.990511910499063e-05,0.0006295796339203639,1.439082527700305e-08,1.0670592585926655e-06,0.052445886224609405,0.00011055342310075675,0.0007007179197237777,1.953546508635807e-07,0.0002876892124021548,1.7615854259948556e-05,9.871485378251596e-05,5.70933718949253e-06,7.285698684346556e-05,6.717393064489836e-07,0.7178544375258775
0.06999023437499999,1.773992711251651,0.0,759.7019223889835,0.4515003277131927,0.009424631623061609,1.6431665936781416e-05,2.470015236523398e-06,0.16199224153140507,4.832035717110274e-05,0.03294491581021911,0.0003174410264214818,6.069200294630832e-05,4.243109601449011e-11,1.8886603219367186e-07,1.3174998607684888e-08,0.00022174979834925615,0.000943091429692113,0.018362338819491748,0.003876232781803471,1.9429124516514175e-06,0.0012180491396233239,7.010321695460969e-05,0.0006883576100153139,2.0415578384873368e-08,1.483328188588059e-06,0.051321541311223934,0.00012790830794798816,0.0007564495802727086,2.7065971219247985e-07,0.00030936063077340666,2.32125023662706e-05,0.0001092896607976808,6.4822528809152885e-06,8.190162235422814e-05,8.379048087962313e-07,0.7170720299988534
0.06999511718749998,1.8448122792480737,0.0,789.237409938356,0.4341679196189809,0.009613996637033233,2.360762521927812e-05,3.2149819363601167e-06,0.15968172453783927,5.782144689183185e-05,0.034887794884908396,0.0003418872456805895,6.299251530806923e-05,8.77627502234505e-11,2.616414099559721e-07,1.858361683296007e-08,0.00026120115222509263,0.0010049043234171922,0.019739696038736817,0.00424566343002072,2.6395715226814617e-06,0.0012920762097854124,6.925843892011562e-05,0.0007513494724248405,2.8813386928936886e-08,2.0485423081816544e-06,0.0501336248054221,0.00014489866860602747,0.0008120175746126524,3.7236425926989103e-07,0.00033044607986336785,3.0024710674779238e-05,0.00012062553837376428,7.308479267314197e-06,9.174727331469652e-05,1.0139336841607236e-06,0.7162857343915673
0.06999999999999999,1.9179617013890404,0.0,819.6876772253339,0.4176091362927793,0.009802936164102504,3.324168363960046e-05,4.180415356046387e-06,0.15727295766801622,6.89960063130898e-05,0.036886563002853014,0.00036698814365400195,6.51807951476006e-05,1.7714941113145265e-10,3.603095322612641e-07,2.5993581543333506e-08,0.00030620929820368526,0.001068383016623821,0.02118486933857267,0.004641517360544729,3.5726905731641255e-06,0.001363283727104835,6.737832311699913e-05,0.0008186993998924757,4.04916346840142e-08,2.8107033057906744e-06,0.04888402571510608,0.0001607297257610845,0.000866258408350177,5.089380128153312e-07,0.00035050564046647877,3.811101886697345e-05,0.0001326963222163333,8.185898931596993e-06,0.00010238427241284398,1.185193974983512e-06,0.7154972141569824
0.0700048828125,1.9932848116884494,0.0,850.9812917694351,0.40182835211275963,0.009991375153393824,4.592489700921954e-05,5.431037729949943e-06,0.1547680048678173,8.212386860915159e-05,0.03893820112885881,0.0003925073778895677,6.722246453200809e-05,3.492389973399145e-10,4.932447530233833e-07,3.6050830337173523e-08,0.00035700964133195384,0.0011331054860189258,0.022697027081011973,0.005064592904269513,4.814707990882796e-06,0.0014304012371157409,6.454365683408779e-05,0.0008905490307194081,5.671813972812483e-08,3.830909561287937e-06,0.04757519878250554,0.00017465658819812807,0.0009178452554433463,6.910962141111298e-07,0.00036910035096873945,4.7467330236043106e-05,0.0001454584205000252,9.11412000151526e-06,0.00011378320469406293,1.3319702114749478e-06,0.7147081010673713
0.070009765625,2.070609782012428,0.0,883.0404919471879,0.38682246228669737,0.010179235836834423,6.231043915144853e-05,7.047659017226257e-06,0.1521694833486088,9.752789353648228e-05,0.04103940506083373,0.0004181407430570867,6.907823918352237e-05,6.729480061695672e-10,6.712219863891763e-07,4.957696806874878e-08,0.00041368025830093797,0.0011985459763970323,0.024274840942693967,0.005515642823194963,6.453385809822054e-06,0.001492154447775927,6.090476479011061e-05,0.0009670367406128685,7.927496191856692e-08,5.185658816171383e-06,0.046210115591679146,0.0001860463906753009,0.0009653312428635796,9.322036444338749e-07,0.00038581553029804833,5.801101718172383e-05,0.00015884938018246198,1.0095101778489392e-05,0.00012589159823571947,1.431931685151736e-06,0.7139200050462969
0.0700146484375,2.1497508721922705,0.0,915.7820661862343,0.37258196257984866,0.01036642973351743,8.31050982532233e-05,9.128920329959953e-06,0.1494806191721552,0.00011557334612142002,0.043186555505005296,0.0004435039433156206,7.07035582101892e-05,1.2682432294270197e-09,9.079529965856007e-07,6.760572537955778e-08,0.00047611085752556235,0.0012640704093205243,0.025916415180768267,0.005995367106667638,8.590215146825401e-06,0.0015473182911262698,5.666531934529148e-05,0.0010482961887887722,1.106680762883055e-07,6.968536099422601e-06,0.04479220803869974,0.00019442603092812338,0.0010072124170680205,1.2486538576774525e-06,0.0004002850907203789,6.956809958928877e-05,0.00017278714325434733,1.1133389368355036e-05,0.00013863054963794255,1.465089164924116e-06,0.7131345266209728
0.07001953124999999,2.230510599781818,0.0,949.1184234811687,0.3590919609380541,0.010552848168283136,0.00010905763768335776,1.1792161354672724e-05,0.14670530823910324,0.0001366641384109297,0.04537568436625179,0.00046812453085291945,7.204854367140634e-05,2.338946165627184e-09,1.2206195329825143e-06,9.142040108492753e-08,0.0005439817605834972,0.0013289378317876994,0.027619212871660154,0.006504403406856214,1.1335686088367252e-05,0.0015947750194817568,5.2056195843471266e-05,0.0011344537400414703,1.5439892895622567e-07,9.290635312451396e-06,0.043325308387568366,0.00019951221291194849,0.0010420065537125852,1.6602035194950858e-06,0.0004122152044571445,8.186515169421682e-05,0.00018717021190942153,1.223586010354957e-05,0.0001518911247469879,1.420444577994532e-06,0.7123532709337226
