z (m),U (m/s),T (K),H2,H,O,O2,OH,H2O,HO2,H2O2,CH,CH2,CH2*,CH3,CH4,CO,CO2,HCO,CH2O,CH3O,C2H2,H2CC,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,CH2CHO,CH3CHO,aC3H5,C3H6,nC3H7,N2
0.07125000000000001,5.037985256306437,2131.315876075817,0.0007051825539683491,0.00022862891957259841,0.002393941088210882,0.023434391562222316,0.0055258088371522174,0.0720380792950578,6.122062513073939e-06,7.098163423289196e-07,2.4652694387731027e-10,4.705397901492003e-10,8.010841971401867e-11,5.5864020993576755e-09,7.414490710916294e-10,0.03965939934798565,0.13797378332854038,5.0503621282241696e-08,8.728897541455123e-09,3.1626007373053447e-12,1.2705620847809933e-13,8.075472156851754e-16,5.657077255881915e-15,1.2071662762840806e-13,2.1729747078730847e-14,4.053314307295813e-16,4.412618115018996e-12,8.157526363029535e-12,1.420299284832284e-12,4.679849102115879e-07,6.7390487914051255e-19,2.826925291200198e-19,4.756865399609448e-22,0.7180334188263848
0.0715625,5.093911021574017,2158.911761790155,0.0006661704161679477,0.0001988864561027477,0.002131108036969585,0.022266196849006815,0.005377725396946223,0.0728556076857241,5.394168659330334e-06,5.992747915311217e-07,4.226224968093973e-11,8.758782920592744e-11,1.4004873133343942e-11,9.877080740540066e-10,1.3566908485058455e-10,0.038193378351996723,0.14029363018758004,3.9820116416505065e-08,1.5981473702252712e-09,5.755802361728026e-13,2.4167962366713885e-14,1.2188414294185146e-16,9.036909157294056e-16,2.088803646072753e-14,3.4147831018173266e-15,5.408642708529431e-17,8.818964538974359e-13,1.6413924470834871e-12,2.496146558764949e-13,6.505631251022655e-08,-8.259766861428871e-18,-3.0828554305838643e-18,-3.653510722177913e-21,0.7180111954286631
0.07187500000000001,5.139142170040518,2181.3678872503156,0.0006329783524099653,0.0001760753572040726,0.0019230141174969354,0.021292135633363476,0.005235805941053082,0.07352513807296103,4.832687909021136e-06,5.176119335165533e-07,6.132067646589561e-12,1.3655769816236488e-11,2.0732511771448964e-12,1.4790020061428807e-10,2.119685903262296e-11,0.036939540895732446,0.14227605087331008,3.342215334622855e-08,3.2672574006929945e-10,8.794442740917167e-14,3.971366133819423e-15,1.7129333093472056e-17,1.2535151556634497e-16,3.0980539196538755e-15,4.58031067040569e-16,9.061624324304979e-18,1.467080255915745e-13,2.746047619661789e-13,3.681685673009887e-14,7.973844018851101e-09,8.158886758435481e-18,2.5881102938370954e-18,3.0357905684842816e-21,0.717993868540224
0.07250000000000001,5.2046510800685075,2214.2408792195097,0.000582155471960776,0.00014502259481815835,0.0016293727412010984,0.01980737678777253,0.004991589159647491,0.07448981297255099,4.061888224122727e-06,4.1103777025653877e-07,4.327193151443322e-13,1.0804961811339171e-12,1.5216216701355361e-13,1.1091614231832944e-11,1.6974751730580988e-12,0.0349311528496335,0.1454458210740562,2.561900611999844e-08,1.1390872578187472e-10,6.767132530678254e-15,3.5155669597332453e-16,1.475557122113358e-18,8.57534731721917e-18,2.322147862242209e-16,2.8927385817577284e-17,1.4128695127002414e-18,1.279985624498482e-14,2.401252350626618e-14,2.6693331533275827e-15,4.4576865255134165e-10,5.331505126730485e-18,1.287835245164984e-18,1.4654657122638714e-21,0.7179731972270315
0.07312500000000001,5.254022820334558,2239.194797437492,0.0005428834019743302,0.00012369065090728763,0.0014193734703557702,0.01863550611323276,0.0047812177887606375,0.07521047746177524,3.5265642794502378e-06,3.4067403540912635e-07,2.6879021234865596e-14,7.334028187353427e-14,9.737362815053294e-15,7.228596232461319e-13,1.202182760366163e-13,0.033290439154954894,0.1480348454988481,2.0599723401243527e-08,9.043428833310752e-11,4.730782926081297e-16,-3.245013279115736e-17,-9.23236782528627e-19,-8.510345005184161e-19,-1.1754629872824921e-17,2.0744759226351216e-19,-2.04272420363346e-18,9.21050994347331e-16,1.7607985627480938e-15,1.640035502189392e-16,2.282489987433652e-11,-1.2974052642241163e-17,-2.4966672098680706e-18,-2.905166498120883e-21,0.7179576785047496
0.07375000000000001,5.292612892561204,2258.809864285263,0.0005116965639852957,0.00010826616335444122,0.0012628067271312916,0.017685869634830362,0.004600761480491164,0.07576920285469425,3.1384371306883474e-06,2.9141298988130213e-07,1.5591338289143858e-15,4.349781011769846e-15,5.45727792963704e-16,4.089605382594453e-14,7.368280704308274e-15,0.03192839662767972,0.15018443327789394,1.715439353572258e-08,8.253419855229855e-11,4.967630891359733e-17,1.1349930048502486e-17,1.7034778973187193e-19,2.3242583846322414e-19,5.149591510342299e-18,2.9542055699695106e-19,3.504593946800899e-19,6.541670271064859e-17,1.1540832063175284e-16,9.071092698228598e-18,1.0544528348331209e-12,2.3978937047736765e-18,3.8907756637702215e-19,4.653139196263187e-22,0.7179451195796007
0.07500000000000001,5.345640808594125,2285.982316310796,0.0004677891426257965,8.871743707656048e-05,0.0010582215416022598,0.016325105175889157,0.004327035885933199,0.07652628977749365,2.6493552781373737e-06,2.312686585807376e-07,1.40853180599319e-16,2.2096874730450348e-16,2.1019381255510352e-17,1.3296734101554604e-15,2.6001241255280854e-16,0.02991653162852702,0.15335536095443494,1.3042976064822548e-08,7.278019227068843e-11,1.804530059256378e-17,1.2922101086071856e-17,1.7728851935945555e-19,2.1647870827304828e-19,5.158532454852954e-18,2.229847793569987e-19,3.532327202773793e-19,9.684119023170183e-18,8.478120146789164e-18,4.612860313120994e-19,2.2271734498235384e-14,3.009442075345655e-18,3.586728884037924e-19,4.333214443942088e-22,0.7179320547145318
0.07625000000000001,5.384000328238142,2305.740342441007,0.0004357982494869302,7.591599216982192e-05,0.000919901469992281,0.01530618824123937,0.004112727205703777,0.07706812071254156,2.3323263259754078e-06,1.9328263893029336e-07,8.977885544361822e-17,9.381419915969442e-17,6.246998967037734e-18,2.1552575783227768e-16,3.771145213456522e-17,0.02838137661788728,0.15577450382363867,1.0529594862333162e-08,6.584864672461613e-11,1.306365997480552e-17,-1.2714202768644655e-17,-1.5990197845244445e-19,-1.8614047408479682e-19,-4.835178451927176e-18,-1.9162658806606908e-19,-3.0992619728130593e-19,-4.31005359450142e-18,-2.5028878876824578e-18,-2.033782920622428e-19,4.314845887892221e-16,-3.040472210618916e-18,-2.9275177968428943e-19,-3.630005160954311e-22,0.7179229314807515
0.07750000000000001,5.412872676853858,2320.668658222638,0.0004116423246369466,6.701482502967865e-05,0.0008214618104971451,0.01451947529596942,0.003942472741172582,0.07747248685750724,2.1145046286069953e-06,1.675884847886571e-07,7.913000851749145e-17,8.788442487086718e-17,5.833034974388628e-18,1.972057859070852e-16,3.765156428560227e-17,0.027180961973358963,0.15766623634946475,8.877248409712034e-09,6.072391873057804e-11,1.0592801971941033e-17,7.443818674079293e-18,8.628184052072049e-20,9.669973600322763e-20,2.7060008206349753e-18,9.971423916873265e-20,1.6348682818316409e-19,5.2562819882257994e-18,3.2525599471190684e-18,1.1081439498710387e-19,1.2483481936836203e-17,1.793742199889432e-18,1.4520199489247942e-19,1.8499502005805368e-22,0.7179159567891035
0.08000000000000002,5.4499837124743,2339.9590806352544,0.00038031132474338587,5.642885718085392e-05,0.0007018224465603519,0.01347956755596391,0.0037110026858742143,0.07798581865983473,1.8595768926307145e-06,1.3791076725311134e-07,6.567045285863193e-17,7.948016543666295e-17,5.3149314757724655e-18,1.895932405286984e-16,3.790099693881845e-17,0.02556841597849007,0.16020529440573875,7.026228095062002e-09,5.425261738785711e-11,7.828345990144036e-18,-3.281333220662347e-18,-3.397464323862344e-20,-3.6084277333075855e-20,-1.1176306870450981e-18,-3.706966876333323e-20,-6.161696106553564e-20,1.3947240714544182e-19,2.0120076926290725e-19,-4.208929058461799e-20,-1.4835731420844213e-18,-7.970281033163222e-19,-5.0937174342690364e-20,-6.69184212885521e-23,0.7179093335152947
0.08500000000000002,5.488430145137478,2360.0395848142134,0.00034778293432174875,4.652100980318997e-05,0.0005869838143075091,0.012370800759461138,0.0034575821196602976,0.07851059753574868,1.6255114768249646e-06,1.1104043936718456e-07,5.316835942241702e-17,7.1773634869956e-17,4.879808921237963e-18,1.881571903842075e-16,4.1738760550266464e-17,0.023825061098982803,0.16294861814038808,5.420111255250371e-09,4.78054710546344e-11,5.6641413498674795e-18,1.396760070403666e-18,1.251680363896466e-20,1.2494723959143401e-20,4.316502937064392e-19,1.2775680261615969e-20,2.153274891101415e-20,2.2765985172316718e-18,1.421664113514249e-18,1.4867052190501088e-20,5.121504043320121e-19,3.361213764932076e-19,1.6603949430638226e-20,2.2497713183512538e-23,0.7179043105653183
0.09000000000000001,5.509792568133274,2371.2313732870034,0.00032976240137072067,4.1487446492207774e-05,0.0005274575393306132,0.011741717962496621,0.0033112920368105867,0.07879937610733485,1.5082476644044325e-06,9.774753867446195e-08,4.665084548717438e-17,6.691636783183277e-17,4.584168094969332e-18,1.847441286230642e-16,4.309876779675349e-17,0.022827678851889018,0.1645178959284141,4.656508977518269e-09,4.438047227430917e-11,4.680042964275609e-18,-4.7096027081837805e-19,-4.108401541011139e-21,-3.945392328514519e-21,-1.4523040799825524e-19,-4.0318318809310235e-21,-6.835349062856349e-21,1.3749127558604953e-18,9.125441002171048e-19,-4.744315903305193e-21,-1.5657363868996107e-19,-1.1955776841159112e-19,-5.09445292078952e-21,-7.018019685415881e-24,0.7179017210275924
0.1,5.52727719418053,2380.4136982318423,0.0003150289435831984,3.7609137678133344e-05,0.00048101694104380686,0.011219293766378409,0.003188587139722376,0.07903379296200888,1.4185144560830198e-06,8.768600506959524e-08,4.1687768452903e-17,6.309887159778519e-17,4.353854826667253e-18,1.8264140839729273e-16,4.472949975519628e-17,0.021994167687499493,0.16582886577005232,4.094313429689748e-09,4.1668204767713306e-11,3.9917646590747655e-18,1.9519569729324747e-19,1.4334495834221568e-21,1.32641795709923e-21,5.1562014741310696e-20,1.3516277797219776e-21,2.3040567659361442e-21,1.6326739909132104e-18,1.0501052203928321e-18,1.620379726742874e-21,5.2038763214896626e-20,4.453523438000515e-20,1.6768239192972326e-21,2.337562754033903e-24,0.717900127313415
0.11,5.534704120667536,2384.318422375348,0.00030878864119874384,3.6029218901883114e-05,0.0004619439870225276,0.010995526160263164,0.003135751811273977,0.07913293404837402,1.3820569477467816e-06,8.363292032610331e-08,3.9662262857549966e-17,6.142714849579351e-17,4.2507401850427464e-18,1.8142790538613558e-16,4.5331137018059315e-17,0.02163616321304138,0.16639194246454783,3.872200696916235e-09,4.054572421553685e-11,3.725049161345493e-18,-1.169918020335209e-19,-1.0144349977390958e-21,-9.33203674492537e-22,-3.7057496423812355e-20,-9.494127702903646e-22,-1.6151963101476438e-21,1.4732233064207492e-18,9.617865613681314e-19,-1.1365961566477206e-21,-3.623960093010572e-20,-3.229091559137443e-20,-1.1605975714069448e-21,-1.6352592926486788e-24,0.7178994508505859
0.12,5.5379114934438025,2386.0059431514223,0.00030609421112360626,3.535867589223752e-05,0.00045382262780843674,0.010898496963896234,0.0031127860371786844,0.0791756315833741,1.366595424879179e-06,8.19213353111037e-08,3.8810330318305115e-17,6.072859389199365e-17,4.208056048545417e-18,1.8100975787962063e-16,4.5649687375584254e-17,0.021480637668583054,0.16663651898419207,3.779173973621058e-09,4.0066030040989235e-11,3.615466303527778e-18,1.69343877188435e-20,2.3835962918594544e-23,1.345681316166948e-23,5.154704320402273e-22,1.4163363400519244e-23,2.2669427595473684e-23,1.5227943529851229e-18,9.877373858659251e-19,2.3282327317393418e-23,4.47316140704318e-22,3.8431301926966006e-22,1.5577230250584897e-23,2.4353760848324686e-26,0.7178992009097753
0.14,5.539692847078153,2386.943729587381,0.0003045962969598205,3.4989010203735805e-05,0.0004493391214725933,0.010844480384916724,0.00309998190634376,0.07919929623647898,1.3580748770708765e-06,8.098015689604541e-08,3.834014907213465e-17,6.033648818308448e-17,4.1839595222192465e-18,1.8075525435757674e-16,4.5819817011984384e-17,0.02139392294487257,0.1667728550657494,3.728206656359423e-09,3.9800624230906065e-11,3.555613088843629e-18,5.142014476372666e-20,2.8302271723299205e-22,2.4957106652210534e-22,1.0054973060718647e-20,2.534743847567591e-22,4.319827407700361e-22,1.5326842371094565e-18,9.92595740993876e-19,3.11780103819743e-22,9.650481854524347e-21,8.898516441250407e-21,3.085131013412437e-22,4.349752119797147e-25,0.7178990962077854
0.16000000000000003,5.540189036643098,2387.204993674867,0.00030417905314613595,3.488642480929426e-05,0.000448094054230277,0.010829420510650665,0.00309641030596998,0.079205883156473,1.3557105279524184e-06,8.071925505094162e-08,3.8208506343765523e-17,6.0222232670635e-17,4.176810855692218e-18,1.8065827761201371e-16,4.585566552678126e-17,0.021369735435372978,0.1668108816766076,3.7141031985363163e-09,3.972686175387013e-11,3.538904962605508e-18,2.185514424439304e-21,-8.995645762873396e-23,-8.873462517670043e-23,-3.59178783203312e-21,-9.042848696814932e-23,-1.546783172994284e-22,1.509531428990675e-18,9.800204276837172e-19,-1.0322694399415375e-22,-3.440095054455791e-21,-3.210418737603548e-21,-1.1054793232515572e-22,-1.554326122860136e-25,0.7178990691969511
0.2,5.540189036655361,2387.204993674867,0.00030417905314613595,3.488642480929426e-05,0.000448094054230277,0.010829420510650665,0.00309641030596998,0.079205883156473,1.3557105279524184e-06,8.071925505094162e-08,3.820850634376555e-17,6.022223267063513e-17,4.176810855692228e-18,1.8065827761201413e-16,4.5855665526781547e-17,0.021369735435372978,0.1668108816766076,3.7141031985363163e-09,3.972686175387013e-11,3.538904962605508e-18,2.1855144244393762e-21,-8.995645762873415e-23,-8.873462517670024e-23,-3.591787832033126e-21,-9.042848696814932e-23,-1.5467831729942953e-22,1.509531428990675e-18,9.800204276837172e-19,-1.0322694399415394e-22,-3.440095054455785e-21,-3.21041873760356e-21,-1.1054793232515497e-22,-1.554326122860125e-25,0.7178990691991267
