z (m),U (m/s),T (K),H2,H,O,O2,OH,H2O,HO2,H2O2,CH,CH2,CH2*,CH3,CH4,CO,CO2,HCO,CH2O,CH3O,C2H2,H2CC,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,CH2CHO,CH3CHO,aC3H5,C3H6,nC3H7,N2
0.07001953124999999,2.230510599781818,949.1184234811687,0.0007606602713130411,3.9304939740490215e-06,6.7461109196691865e-06,0.16785562071588797,8.310886089718165e-05,0.02922944524857881,0.000552484883934722,8.762902197249058e-05,1.088810297657164e-09,6.122062588667416e-07,4.58522416035286e-08,0.0002924414573295279,0.0007623249248715104,0.02766221651587849,0.01023559825859636,1.1761879990428193e-05,0.0017122111568050801,5.7765645443995526e-05,0.001056206365520703,1.4374947680738662e-07,8.984665945290907e-06,0.04345993857298211,0.00020732270623303903,0.0011203534279817244,2.4356351294971853e-06,0.0006196050977673253,0.00012600285073756943,0.0002948289777945944,1.7969836437218055e-05,0.00022854467274303512,2.1884813176465447e-06,0.7135408703673884
0.07002441406249998,2.3126823354189536,982.9588525759352,0.0007749173690072194,5.085503743980117e-06,8.690244049536115e-06,0.16477493861342157,9.816377351164754e-05,0.03069893749825004,0.000580668073904534,8.895908224412954e-05,1.967969853100153e-09,8.186303012427735e-07,6.155489786232261e-08,0.0003319435498083363,0.0007995907604826076,0.02945940632922813,0.011096336142657554,1.5374846164108693e-05,0.0017558710127888871,5.25536688919601e-05,0.0011423943831164259,2.0067179055947796e-07,1.188808502742567e-05,0.04199152581783315,0.0002093406136155822,0.0011499829615447973,3.2169164433431022e-06,0.000634144397014048,0.00014565840978157633,0.0003183619244292262,1.971816628996148e-05,0.00024935219302279696,2.00785839625213e-06,0.713579888980537
0.070029296875,2.3960709321745988,1017.2184414528651,0.0007891413258773129,6.485963072062506e-06,1.1138030946303777e-05,0.16160234530022327,0.00011565587350190997,0.03219356391374663,0.0006066316456592879,8.981436758340153e-05,3.4826861076868497e-09,1.0870352956529364e-06,8.193498716911496e-08,0.00037377970258789577,0.0008355655989724133,0.03131540885327875,0.012007117871496172,1.984817161253277e-05,0.0017895428329263948,4.739271109442383e-05,0.0012335687884388823,2.798127445488567e-07,1.5577942698145216e-05,0.04047988062091299,0.00020797338800542035,0.0011693206765433027,4.2142963731658574e-06,0.0006444673385816633,0.0001651980683842922,0.0003422549641986366,2.1590817776645448e-05,0.0002705099003970526,1.7426658555227768e-06,0.7136388160996993
0.0700341796875,2.4804696616911044,1051.8084213436848,0.0008033134272560204,8.160302245549735e-06,1.41871228368168e-05,0.1583441128835637,0.00013588036400005512,0.03371003587135984,0.0006295555803759243,9.012046438943545e-05,6.0344003825293365e-09,1.4324607898743735e-06,1.081169241285302e-07,0.0004174483708929609,0.0008696788358819482,0.033225571531082555,0.012968706602673977,2.52610967944771e-05,0.0018126518765408225,4.244996009696001e-05,0.0013298112984401367,3.8919901542986117e-07,2.0192512304161698e-05,0.03892944913147047,0.00020351524404878737,0.0011773685263895299,5.474337150265584e-06,0.0006504617359715845,0.0001839202036974952,0.00036627657078651307,2.3599666882351186e-05,0.00029168219685080484,1.4386249699171801e-06,0.713717739849983
0.0700390625,2.565625833356816,1086.621733408492,0.0008174093829142207,1.0135978863246615e-05,1.7941647312902444e-05,0.15500739371734842,0.00015913455832894808,0.035244738148057106,0.0006486033446863391,8.98050887568785e-05,1.0237482478296836e-08,1.871920638893501e-06,1.4139206746694804e-07,0.0004623527176384032,0.0009013381932585702,0.035184357553478075,0.013981661540077439,3.164901868466246e-05,0.0018248971885289676,3.783426348871693e-05,0.0014311620811823505,5.389830947427362e-07,2.585944291572884e-05,0.03734493259339981,0.0001964107571877814,0.0011735003367182495,7.0495842048004285e-06,0.0006522282898007641,0.00020100682066155964,0.00039018237617934726,2.5752444800273118e-05,0.000312464629040042,1.1415116394022618e-06,0.7138164942569447
0.0700439453125,2.651278571112752,1121.5492466301566,0.0008313984230185117,1.2438479111845333e-05,2.2510558716825826e-05,0.15160015350390565,0.00018571267427702323,0.0367937373926502,0.0006629843643220413,8.880352507514719e-05,1.7013646800104472e-08,2.4240356293417557e-06,1.832083936864208e-07,0.0005078145302110183,0.000929948295879779,0.037185360264136526,0.015046309315443894,3.89881108799978e-05,0.0018262515429938108,3.3600434795521754e-05,0.0015375992306506715,7.415078900530407e-07,3.267787061804505e-05,0.03573128582857671,0.00018720643480148131,0.0011575111078402347,8.998460444432354e-06,0.0006499861254855401,0.00021566410407193015,0.00041372390580466143,2.80502433825376e-05,0.0003323846216245964,8.827647731543017e-07,0.7139346521174357
0.07004882812499999,2.7371614422480843,1156.4809909681694,0.0008452424608531892,1.5090618924876923e-05,2.8006632510012444e-05,0.14813107753090185,0.00021590251736549473,0.03835279471406551,0.0006720248788817057,8.706509236057388e-05,2.7756355785038875e-08,3.10854616960841e-06,2.351688838589734e-07,0.0005530867044494439,0.000954930507131151,0.039221346199736815,0.016162711777065568,4.718112156857832e-05,0.0018169477916023078,2.9761535575633683e-05,0.001649009593021133,1.0113533216282407e-06,4.069691788899551e-05,0.034093737324442035,0.00017649579767125686,0.0011296374764808263,1.1384979174743093e-05,0.000644041828531095,0.00022719101103480844,0.00043665760692245084,3.0485152564993025e-05,0.00035090901703253846,6.743750603243876e-07,0.7140715260122834
0.07005859375,2.908841855488611,1226.0416459343407,0.0008723662745048362,2.149317364197042e-05,4.2104496800436925e-05,0.14103576408962187,0.00028785824217872715,0.04148785808399343,0.0006728035129187635,8.130930318078942e-05,6.79073243437776e-08,4.930871403318482e-06,3.759440297764888e-07,0.0006406880083358468,0.0009925103966200327,0.04337413060306992,0.018548904623105038,6.553799967844998e-05,0.0017680822294727483,2.3216492354537907e-05,0.0018859140999820496,1.8038732252680834e-06,6.0227701347790666e-05,0.03076359140383008,0.0001523415761482087,0.0010405629571227815,1.7664635802638476e-05,0.0006222206594867907,0.00023933380697600646,0.0004800429487058466,3.570573772311543e-05,0.0003821019022136304,3.961304140000753e-07,0.7143980903115817
0.070068359375,3.078330328921179,1294.3713628979713,0.00089827222668038,2.9471487193619238e-05,6.114773820326432e-05,0.1338131384326885,0.0003771694535268238,0.04460676075338623,0.0006498934962883675,7.268162321862055e-05,1.5266293879584916e-07,7.45581481605224e-06,5.770296729077455e-07,0.0007181667588490712,0.0010103937082350932,0.047562756590670226,0.021127962844460637,8.491888968806872e-05,0.0016857428948226618,1.791830042350601e-05,0.0021368430293784205,3.0180412377103114e-06,8.325512108757016e-05,0.027408583715669687,0.0001281719972685964,0.0009178078486504831,2.6459591571068412e-05,0.0005903324841861107,0.00023574121301675932,0.0005187527081351329,4.1091724607931156e-05,0.00040132211697253877,2.373551000245296e-07,0.7147838023454256
0.07007812499999999,3.2436649415944334,1360.7164899457334,0.0009223804955600649,3.906459633006241e-05,8.60695542804924e-05,0.12654204737695499,0.00048582569698384423,0.04766966017168471,0.0006062664028085508,6.181020149699488e-05,3.146099288827819e-07,1.07213454090914e-05,8.498729442759208e-07,0.0007793282560214545,0.0010064755307043493,0.05171299155688245,0.023889138964461844,0.00010336122286351329,0.0015781836319739434,1.3638478780286525e-05,0.0023929320961616016,4.683288769129472e-06,0.00010726943172959562,0.024079824576432197,0.00010599675136635323,0.0007746528214597814,3.828303508409059e-05,0.0005507404004595742,0.00021835339741393871,0.0005517607425783183,4.61734732456541e-05,0.0004049676249885308,1.4491637430513926e-07,0.7152160894756301
0.070087890625,3.403078260781614,1424.4246618272498,0.0009440316869827988,5.023675644200277e-05,0.00011799359127893546,0.1192996302026941,0.0006157223951956511,0.05063668140704222,0.0005477698870855572,4.977741287602636e-05,5.964330659531242e-07,1.4663760541816111e-05,1.2009812618780675e-06,0.0008189987969723289,0.0009803245998941973,0.055750257980236605,0.026817500966781746,0.00011924419636096529,0.0014548825422455445,1.0211252975530815e-05,0.0026391512821413096,6.707499941012664e-06,0.00012887786788475254,0.02083235985989238,8.647178701156649e-05,0.0006254110835196574,5.352073470666674e-05,0.0005053550578341236,0.00019149504902370022,0.0005784453711567132,5.035489430268538e-05,0.0003914086591457678,8.94212360775458e-08,0.7156806265812726
0.07009765625,3.5550621833332365,1484.9647520087694,0.0009625514636727885,6.287381652973836e-05,0.00015835320016981228,0.11215901599207079,0.0007684958471083379,0.053470015498682875,0.00048132052971929786,3.786521272421365e-05,1.0452399794250888e-06,1.9112097044335817e-05,1.6287127414573916e-06,0.0008339429295966886,0.0009332608218032845,0.05960378011225467,0.0298951616563946,0.00013164280614977398,0.001325227061829251,7.5147140837344205e-06,0.002854252723400899,8.866733633452964e-06,0.0001448253681889911,0.01772272332019552,6.951023283848209e-05,0.00048287267745954183,7.228147615488129e-05,0.00045598223284406744,0.00016016985410995373,0.0005985031723843053,5.303023538986443e-05,0.00036165190508175374,5.533772418893859e-08,0.7161624670147269
0.07010742187499999,3.6983931578403184,1541.9288776088802,0.0009773268763757777,7.678609063493652e-05,0.00020895803825196174,0.10518836462625814,0.0009452032186671381,0.05613587069605158,0.0004132517249542341,2.721693347926799e-05,1.702243535900974e-06,2.3804198981543585e-05,2.120639316865584e-06,0.000823411879387973,0.0008681917162630488,0.06320906213967725,0.03310264830516006,0.00014029701975951962,0.001197185054392705,5.441988706283314e-06,0.0030132101699027096,1.085449050178086e-05,0.00015297513770710038,0.01480544713178356,5.483197676652134e-05,0.00035651556358876963,9.421518001103851e-05,0.0004045859298357124,0.0001286697737148341,0.000611872272275665,5.372278579244417e-05,0.0003191723126798889,3.4117940531488705e-08,0.7166470497643216
0.0701171875,3.8321187742820535,1595.0182225329283,0.0009878771193553126,9.1720341423827e-05,0.00027198346642586657,0.09845056121520591,0.0011459612806108128,0.05860612062434315,0.00034832724983236324,1.8565742730266114e-05,2.5889144529564127e-06,2.8412628010869885e-05,2.6521007247732865e-06,0.0007891469359958456,0.000789241254230568,0.0665087520443135,0.036419986701821325,0.00014535819832436518,0.0010763064766009993,3.887633014301715e-06,0.0030920141891635435,1.2368814957524437e-05,0.00015277247762727017,0.012129026011950402,4.223299104566377e-05,0.0002517367975569365,0.00011834386359915122,0.0003532314731908315,9.990420999893053e-05,0.0006186926786879884,5.219879468165325e-05,0.0002690097552605148,2.0839121727612655e-08,0.7171209971729992
0.070126953125,3.9555220873920907,1644.0206994163038,0.0009939045201749759,0.00010738019777715357,0.00034988355062019066,0.09200278054459067,0.0013696764624003884,0.06085952804451494,0.00028947557700698237,1.2138196969081189e-05,3.6922068701616233e-06,3.2572087179776e-05,3.1864446333809786e-06,0.0007348941821806571,0.0007012406631907765,0.06945266821001549,0.039827290186718975,0.0001471133238442688,0.0009653395537710923,2.7480225111346996e-06,0.0030733836411833432,1.319483641235821e-05,0.00014509097510113342,0.009731922113504737,3.161854173589614e-05,0.00017004726482703283,0.00014297934173627944,0.0003037990276360771,7.537021249399203e-05,0.0006192937641263959,4.852624631177542e-05,0.00021657569962871346,1.2550082647136581e-08,0.7175726738107749
0.07013671875,4.068085751589165,1688.7904735804586,0.000995319725710487,0.00012345110311640282,0.0004452226960361265,0.08589546111604213,0.00161395615901937,0.06288244871945597,0.00023802513094528074,7.740189601153214e-06,4.952998790195422e-06,3.59095698762539e-05,3.6774172648221544e-06,0.0006656496048040363,0.0006091728478589689,0.07199794341161943,0.043304903590814875,0.00014581019144865073,0.0008645103662244884,1.9275993325490253e-06,0.0029513958408047764,1.3250284617026267e-05,0.0001317107228774671,0.007639297735973204,2.2931148098481894e-05,0.0001099470634730808,0.00016580648875853655,0.0002576989195386893,5.5476552291000336e-05,0.000614186151794948,4.3070271400604965e-05,0.0001666130944058991,7.4223474385389785e-09,0.717992525862197
0.070146484375,4.1694730715218205,1729.236827102633,0.0009922433270524594,0.0001396249824295972,0.0005604010660144674,0.08017070317330648,0.001875222145745229,0.06466896664733748,0.00019416313009365012,4.944239829972794e-06,6.263121588528899e-06,3.808375853419326e-05,4.074153046808107e-06,0.0005868815970114714,0.0005176630723987381,0.07410995258750358,0.04683330276490335,0.00014161157111561794,0.0007722859055525444,1.3446322723717678e-06,0.0027334788300067206,1.2586550310877094e-05,0.00011475002401334334,0.005861122982596182,1.6074771482850316e-05,6.809897705238893e-05,0.00018417818846050839,0.0002157527000681102,3.995591210791693e-05,0.0006040402257454567,3.6428458820372894e-05,0.00012254233557812646,4.296175374700957e-09,0.7183732538693681
0.07015625,4.25953257306285,1765.3250932791166,0.0009849906406765073,0.00015562099040081445,0.0006972499905938098,0.07486046652658661,0.0021489822890050857,0.06622047940753309,0.00015740661139365832,3.274731419404662e-06,7.475927606432715e-06,3.8836297053363555e-05,4.328840964317975e-06,0.0005038990864826927,0.00043058839511137133,0.07576418927120611,0.05039295952536553,0.00013464757715391475,0.0006863401662807668,9.338098138656386e-07,0.0024392227482025,1.1356729123440388e-05,9.623793552201151e-05,0.00439204728960063,1.0879281346871555e-05,4.044982599465962e-05,0.0001956003517093627,0.00017826187937853481,2.8211188271716307e-05,0.0005896449486857725,2.931659327775111e-05,8.623175105318004e-05,2.42664858532034e-09,0.7187098669636751
0.070166015625,4.338321864440607,1797.087654543818,0.0009740462897758534,0.0001712005192325446,0.0008565175752270103,0.06998507292440571,0.002430179541583752,0.06754482194969276,0.0001269721488592538,2.3265367571770044e-06,8.43187834555943e-06,3.804710990141704e-05,4.406141652988588e-06,0.00042142090667048504,0.00035084478932854594,0.07694875766656695,0.05396430750291071,0.00012511420353168888,0.0006044651609152401,6.45702620933638e-07,0.0020964993533413323,9.768101746857345e-06,7.786465872735032e-05,0.003213035770019667,7.106978338861007e-06,2.307377800339624e-05,0.0001983013036975004,0.00014518677680073238,1.954676344791923e-05,0.0005718510343456117,2.2428934769989888e-05,5.812256050317297e-05,1.3343391406666202e-09,0.718999634101063
0.07017578125,4.406138248183211,1824.639379227306,0.0009600323779285762,0.00018617601326060933,0.0010373426880636316,0.06555244266101373,0.0027135398112823066,0.0686550682574668,0.00010201163592489592,1.8078782454524798e-06,8.994348618818728e-06,3.577575150334262e-05,4.2920335195627855e-06,0.0003433191920063678,0.00028027528567399213,0.07766677973062293,0.057527858397779554,0.00011336572729267903,0.0005252439870629987,4.4431708571947583e-07,0.0017360971937858706,8.034394077134014e-06,6.0872967719352205e-05,0.002294409979449301,4.483800516610495e-06,1.2661609909714446e-05,0.0001917119190014065,0.000116334733212667,1.3296629250503784e-05,0.0005515085071626447,1.631143278100902e-05,3.7585606170652485e-05,7.129439005128959e-10,0.7192419204183262
0.070185546875,4.463539366919503,1848.1899785651046,0.0009436709962201223,0.00020041378962228347,0.0012368870716838259,0.06155830456800462,0.0029938751185168222,0.06956817033975252,8.17306985903839e-05,1.5324418727301727e-06,9.084500039235817e-06,3.226817012684073e-05,3.99884936164882e-06,0.0002724826768985858,0.00021973430377294218,0.07793785701805898,0.061064458857034556,9.99593682822334e-05,0.0004483816633511048,3.0402819547295876e-07,0.0013863595484770517,6.338395028437289e-06,4.6043475868831596e-05,0.001599705574605709,2.735823731655068e-06,6.697395479288601e-06,0.0001766726544125223,9.148726002258089e-05,8.881664675504303e-06,0.000529409970515119,1.1285876469031475e-05,2.3368162004117035e-05,3.6972721040008054e-10,0.719437899367408
0.0701953125,4.51133838354494,1868.0461653796963,0.0009257405981952563,0.00021383132412519315,0.0014503062099260134,0.05798739458740875,0.0032663390628950737,0.070303582719089,6.542680965977028e-05,1.3911566761768057e-06,8.70193123329404e-06,2.7917576363278034e-05,3.5638583129426857e-06,0.00021076384440189892,0.00016924714391603434,0.07779783451046438,0.06455564855360693,8.563031352631653e-05,0.0003746666820516743,2.0674706263355e-07,0.0010691358221391217,4.8103397158523215e-06,3.3739136923942924e-05,0.0010896905979698012,1.6180815632815918e-06,3.4227854067034506e-06,0.00015526099642178287,7.044432225956203e-05,5.8261362575928245e-06,0.0005062485805620485,7.442568321921499e-06,1.4005036339168703e-05,1.860558553164931e-10,0.719590161779206
0.070205078125,4.550565133429208,1884.5994150758993,0.0009070270955724208,0.0002263898230223483,0.001671156750558734,0.05481546000123541,0.003526650737705685,0.07088198881131016,5.248508387794898e-05,1.3236276843643878e-06,7.922519728144995e-06,2.3186670798098442e-05,3.041099785206821e-06,0.00015900490432345385,0.00012821923593566846,0.07729650063604346,0.06798406772799859,7.12017439968072e-05,0.00030562179626541803,1.3969213752951566e-07,0.000797805720776371,3.522508554813664e-06,2.3985987923406854e-05,0.0007259524201327003,9.306431296474539e-07,1.694480072185813e-06,0.0001302811301229627,5.3005006601891185e-05,3.7540255460712385e-06,0.0004825952930294637,4.690446130067909e-06,8.114907192895916e-06,9.092730086057486e-11,0.7197022793785023
0.07021484375,4.582395509355214,1898.2998301627997,0.0008882734292559386,0.00023808357919350554,0.001892184130402668,0.05201175393735425,0.003771292993493967,0.07132420777790222,4.236044263447809e-05,1.2971216409690815e-06,6.8746525369624075e-06,1.8516154875300034e-05,2.4891508472063816e-06,0.00011715118735148012,9.565439224145635e-05,0.07649343192951892,0.07133385789980376,5.7459692140810445e-05,0.000242984178509467,9.379450953041881e-08,0.0005774152443345262,2.4964863503683776e-06,1.6572081745028457e-05,0.00047362363501214817,5.226652685684567e-07,8.148681050863983e-07,0.0001046018528742087,3.892398675292131e-05,2.376984348856866e-06,0.0004588950120503597,2.8343753573272937e-06,4.560138546678724e-06,4.32365925198145e-11,0.7197783961803327
0.070224609375,4.608061927777417,1909.6212939940808,0.0008701338812412416,0.00024892831385202395,0.002106285038204697,0.04954165843399973,0.00399766686176026,0.07165032645494064,3.456256626933741e-05,1.293611811137101e-06,5.704226727888428e-06,1.4249974545265403e-05,1.9592272251276536e-06,8.444699580440227e-05,7.035143663622585e-05,0.07545274398572306,0.07459100152684792,4.503521095597878e-05,0.00018819637518122494,6.260767328976234e-08,0.00040635479149597086,1.7173894562732017e-06,1.1147766315478201e-05,0.0003030401349113339,2.8798330225416905e-07,3.8171719169696627e-07,8.058085976442958e-05,2.7880345102224667e-05,1.4798160416166032e-06,0.0004354773466165469,1.648283044038572e-06,2.4926641877068554e-06,2.0058584180511628e-11,0.7198229041507613
0.070234375,4.628763501277631,1919.0257334607331,0.000853139776646305,0.0002589508785305661,0.0023073773049527404,0.047369111730154595,0.004204169867522302,0.07187907329880905,2.864929353439413e-05,1.3026812529351263e-06,4.54206071659191e-06,1.059791528224487e-05,1.4874058784698643e-06,5.968225288506396e-05,5.10608452430185e-05,0.07423780616360343,0.0777435576352913,3.433038723672359e-05,0.0001420626641361855,4.1562582821211994e-08,0.00027872824474134986,1.1494508084056456e-06,7.31242825184118e-06,0.00019035712150795853,1.5636585471485892e-07,1.7451915581904603e-07,5.974483712501528e-05,1.9477112417772272e-05,9.061111452235152e-07,0.0004125758138638061,9.253134874357957e-07,1.3281516235861839e-06,9.105280253779e-12,0.7198402207944181
0.070244140625,4.6455931961960975,1926.9338577144867,0.0008376810629575142,0.0002681820529518431,0.0024909628633302864,0.04545861311969585,0.0043901744869041725,0.07202742814672974,2.4226896961097435e-05,1.3179377814446223e-06,3.4838303061312944e-06,7.638457960541451e-06,1.0924505074161152e-06,4.1441037880987726e-05,3.659465295991128e-05,0.07290689333853544,0.08078177021940278,2.550481665462071e-05,0.00010464228957393126,2.7442370585752943e-08,0.0001866413138321695,7.490932514660888e-07,4.677873359024344e-06,0.00011733012912641457,8.378610692593783e-08,7.759876552998515e-08,4.2760646951386354e-05,1.3269346193063477e-05,5.451050853420811e-07,0.0003903496454970962,5.014084883553147e-07,6.886618342180034e-07,4.047588388361478e-12,0.7198346502818823
0.07025390625,4.659492096064715,1933.7067608330856,0.0008240045401123857,0.00027665299426738604,0.002654295905025162,0.04377670306030866,0.004555908294011855,0.07211044206388557,2.0951691508897408e-05,1.3352794993756307e-06,2.586061190173367e-06,5.350777586947147e-06,7.784893769381227e-07,2.8307377173109966e-05,2.589186475763639e-05,0.07151035017808785,0.08369804910655232,1.851874724943003e-05,7.53578347559157e-05,1.7991624845552674e-08,0.00012193841904649519,4.740411448657911e-07,2.906435493408009e-06,7.055421587131804e-05,4.37562366416235e-08,3.228638664606064e-08,2.9623068861629812e-05,8.806407790027908e-06,3.200715454361887e-07,0.0003689041138722416,2.5858549034261645e-07,3.4101301764328165e-07,1.7448876224148904e-12,0.7198102953242782
0.07027343750000001,4.680829658423675,1944.7369376131046,0.0008023315232059655,0.00029141370752159185,0.002916808439089272,0.041005906890804814,0.004829381373980886,0.07212002056296725,1.6937319535259103e-05,1.3682566125753516e-06,1.3555300109819511e-06,2.5640871351238804e-06,3.8581234743164505e-07,1.3510985201098085e-05,1.3044863528731852e-05,0.06864332237821133,0.0891498078066779,9.623002979984694e-06,3.824488453103582e-05,8.123707597444384e-09,5.245469541757246e-05,1.9499561341989862e-07,1.1618521945993962e-06,2.6907246020708924e-05,1.3855047196831146e-08,7.0903533809643526e-09,1.3745336494528643e-05,3.862252273547823e-06,1.1694683729341686e-07,0.000328547527234796,7.616540748152391e-08,9.56208160769837e-08,3.7252940973370683e-13,0.7197167808655603
0.07029296875,4.697647135252126,1953.9584529065987,0.0007877519135105644,0.00030350117505663604,0.0031047062111948503,0.038804006091062486,0.005039738781113092,0.07200485769829007,1.4719872693555735e-05,1.390091779529281e-06,6.651340477724882e-07,1.170747228489971e-06,1.8193538795761473e-07,6.478252854990283e-06,6.390149431600213e-06,0.06588033074325893,0.09409921863208698,4.890828836620345e-06,1.8698293193417217e-05,3.739454137301473e-09,2.1509551418343963e-05,7.625790473008324e-08,4.4264752198176875e-07,9.902904792083908e-06,4.413217313832355e-09,1.517070600499021e-09,5.9470070976545055e-06,1.596652998393521e-06,4.134347571478625e-08,0.0002915972006069806,2.1287302029884385e-08,2.5657183237959575e-08,8.050897292153317e-14,0.7195901332666889
0.0703125,4.7120458119664965,1962.1393887732124,0.000779005137786846,0.0003131743028655757,0.003233719505441157,0.03702599518050268,0.005200856455691665,0.07182054251025827,1.3411766073656267e-05,1.3995560839952812e-06,3.0380909461693186e-07,5.05304450141157e-07,8.147926662177898e-08,3.1680212537237857e-06,2.988272342345309e-06,0.06332065069564094,0.09855110741610848,2.4903497790076186e-06,8.8692640274734e-06,1.764193111642862e-09,8.057458954367006e-06,2.6786935723170995e-08,1.5181985460974383e-07,3.3106661556160797e-06,1.3136525555069798e-09,2.8304490817468214e-10,2.3176511823915033e-06,5.968455289058907e-07,1.3379537706236794e-08,0.000258064406256063,5.14051957874415e-09,5.962851145586746e-09,1.606451353521064e-14,0.7194491774923982
0.07035156249999999,4.736926963680471,1976.5625351220085,0.0007745072275780346,0.00032616153520370774,0.0033624434497767927,0.03441860543652417,0.005412804988291745,0.07136183821108437,1.205144716938915e-05,1.3875274930167873e-06,9.08584218808838e-08,1.437651263847459e-07,2.5317779340512484e-08,1.263576853119481e-06,8.294860209806176e-07,0.0589324633847506,0.10602062630082819,1.0416751678295889e-06,3.0059155295822147e-06,6.662836942927655e-10,1.5516712875937716e-06,4.788636933047598e-09,2.6304742258407276e-08,5.581243280085344e-07,2.0232477271493887e-10,2.6787713520671732e-11,4.61779139385827e-07,1.1327825903234678e-07,2.240218330410081e-09,0.0002010208854462096,5.859724014796675e-10,6.434918946826597e-10,1.4432823432968576e-15,0.7191669686974119
0.070390625,4.759336941142904,1989.4367308407636,0.0007772379608121637,0.0003330768670766942,0.0034054927152656657,0.03253256812216416,0.0055447017173873405,0.07093726267382892,1.1196154095010494e-05,1.3549175878055735e-06,3.706692637863177e-08,5.831128572549854e-08,1.135508850901295e-08,7.270531461112387e-07,2.4662768388087985e-07,0.05541121150050643,0.11196896233523443,6.277998372513711e-07,1.4432656097771837e-06,3.693007745254871e-10,2.517698713450121e-07,7.063250846704701e-10,3.789600306434034e-09,7.915432982458293e-08,2.93081428645728e-11,3.180424745097879e-12,7.67602513905057e-08,1.839382368760103e-08,4.1584089118840865e-10,0.0001550306820415848,5.531233648204712e-11,5.718183935712955e-11,1.184976428894943e-16,0.7189183213679842
0.07046875,4.799320084399746,2011.5313289248693,0.000787122482708879,0.0003343397582760515,0.003365196266277613,0.030115699207499902,0.005673470292388323,0.07037782155772328,1.0079025166047917e-05,1.2674736139762915e-06,1.9497476644720265e-08,3.052639785052195e-08,6.260966942748132e-09,4.377766052754066e-07,7.605576790935056e-08,0.05056439688704789,0.12009890622536283,4.0145784497954194e-07,7.795377056806378e-07,2.1977435260756924e-10,1.9133162437925456e-08,4.7779250070108865e-11,2.5145543218776977e-10,5.211885465773067e-09,3.78021570913134e-12,5.461440545821087e-13,6.177166404619069e-09,1.7656868109805965e-09,1.1474760116890891e-10,9.196373868960386e-05,2.4195998007562945e-12,2.2613395448713226e-12,4.066589000147122e-18,0.7185779530396194
0.070546875,4.834834869774687,2030.3959286466122,0.0007910277085609084,0.0003275360996546466,0.0032714576290506854,0.02852838969863117,0.00572840878611092,0.07015317203967962,9.281724809768367e-06,1.180995610113539e-06,1.2588401072418839e-08,1.973312333357354e-08,4.0254216270335686e-09,2.812898839664611e-07,4.003518064693455e-08,0.047413866182400524,0.12536265220703097,2.7769635473696336e-07,4.83400233976328e-07,1.423123042888761e-10,1.4704165578220894e-09,3.259258853181476e-12,1.7103131233688574e-11,3.537209612315765e-10,1.515262437755314e-12,1.9413666455102016e-13,6.299760888192162e-10,4.02617745515484e-10,6.69087453514273e-11,5.276645129365397e-05,1.0719007035413923e-13,8.938802714835766e-14,1.007408563093293e-19,0.7183591386180993
0.070625,4.866720293977423,2046.811154902482,0.0007888142000202087,0.00031700380771956685,0.003161386769268437,0.02740333827548852,0.005746512714210311,0.0701546198648831,8.66899836966351e-06,1.1024878246237357e-06,7.964817056467053e-09,1.2624645097097757e-08,2.528650710183182e-09,1.7540592385502345e-07,2.37865926317446e-08,0.04531318188583399,0.12884995795685952,1.9477034641955347e-07,2.955471168311865e-07,8.993374505383435e-11,1.0100724370124659e-10,2.281723786188643e-13,1.2335565693962925e-12,2.4731838527913804e-11,8.67407205977177e-13,7.629579498823239e-14,1.3647617000939998e-10,1.9992196898702434e-10,4.207374160723199e-11,2.9197155124147948e-05,4.227194628953997e-15,3.1311679370723e-15,5.3562587498837253e-20,0.7182255026575536
0.07078124999999999,4.92107352419734,2073.8892924931533,0.0007718683082995186,0.0002918939972275772,0.0029361344477132766,0.025950874530219596,0.005722689634790166,0.07054359895066814,7.779375158621553e-06,9.708358494526921e-07,3.3604260273512317e-09,5.559961578450607e-09,1.065928795665772e-09,7.355970171390823e-08,9.710886036027986e-09,0.04297476783597304,0.1326720760948445,1.1351448648555282e-07,1.2033668145358883e-07,3.88655323292223e-11,4.730850961816342e-12,2.048607187154481e-14,1.240939172199818e-13,2.349450497738046e-12,3.416513763633906e-13,1.5944287279755296e-14,4.803113453129527e-11,8.63179129726875e-11,1.815091501449281e-11,9.91911729247087e-06,1.167338793619779e-16,7.264613225059291e-17,2.8299706731331266e-20,0.7181170995628149
0.0709375,4.966975349913512,2096.451363526021,0.0007498090780329305,0.00026789635689457823,0.0027301113802884708,0.024909851212717795,0.005668034705056407,0.07105729428338874,7.101296486436946e-06,8.64633177300789e-07,1.238180654393872e-09,2.1503747150218155e-09,3.9456326963611975e-10,2.725076466035704e-08,3.587258452775457e-09,0.04152083618938799,0.13501588675993395,7.529686215010878e-08,4.369527868788857e-08,1.4802388951175386e-11,6.737226610926923e-13,4.957411425478818e-15,3.2295414235284667e-14,6.297098874435613e-13,1.1889659327390884e-13,3.305050896165451e-15,1.8800768392668798e-11,3.446902403905704e-11,6.832266191758315e-12,3.0541971118630784e-06,-1.9652897794220273e-17,-1.141067143810975e-17,-1.5706231054061273e-20,0.7180691062157063
